"Código","Municipio","Nivel Educativo","Cantidad de Personas"
702,"San José Chacayá","Diversificado",577
702,"San José Chacayá","Licenciatura",88
702,"San José Chacayá","Maestria y doctorado",5
703,"Santa María Visitación","Ninguno",285
703,"Santa María Visitación","Preprimaria",71
703,"Santa María Visitación","Primaria, 1-3",263
703,"Santa María Visitación","Primaria, 4-5",137
703,"Santa María Visitación","Primaria, 6",278
703,"Santa María Visitación","Basico",289
703,"Santa María Visitación","Diversificado",551
703,"Santa María Visitación","Licenciatura",309
703,"Santa María Visitación","Maestria y doctorado",5
704,"Santa Lucía Utatlán","Ninguno",4527
704,"Santa Lucía Utatlán","Preprimaria",901
704,"Santa Lucía Utatlán","Primaria, 1-3",3491
704,"Santa Lucía Utatlán","Primaria, 4-5",1652
704,"Santa Lucía Utatlán","Primaria, 6",3081
704,"Santa Lucía Utatlán","Basico",3200
704,"Santa Lucía Utatlán","Diversificado",2139
704,"Santa Lucía Utatlán","Licenciatura",571
704,"Santa Lucía Utatlán","Maestria y doctorado",35
705,"Nahualá","Ninguno",20448
705,"Nahualá","Preprimaria",3467
705,"Nahualá","Primaria, 1-3",11189
705,"Nahualá","Primaria, 4-5",6219
705,"Nahualá","Primaria, 6",11030
705,"Nahualá","Basico",8476
705,"Nahualá","Diversificado",7241
705,"Nahualá","Licenciatura",692
705,"Nahualá","Maestria y doctorado",36
706,"Santa Catarina Ixtahuacán","Ninguno",15210
706,"Santa Catarina Ixtahuacán","Preprimaria",8887
706,"Santa Catarina Ixtahuacán","Primaria, 1-3",8137
706,"Santa Catarina Ixtahuacán","Primaria, 4-5",3673
706,"Santa Catarina Ixtahuacán","Primaria, 6",6269
706,"Santa Catarina Ixtahuacán","Basico",4969
706,"Santa Catarina Ixtahuacán","Diversificado",3993
706,"Santa Catarina Ixtahuacán","Licenciatura",616
706,"Santa Catarina Ixtahuacán","Maestria y doctorado",31
707,"Santa Clara la Laguna","Ninguno",1305
707,"Santa Clara la Laguna","Preprimaria",467
707,"Santa Clara la Laguna","Primaria, 1-3",1635
707,"Santa Clara la Laguna","Primaria, 4-5",837
707,"Santa Clara la Laguna","Primaria, 6",1590
707,"Santa Clara la Laguna","Basico",1002
707,"Santa Clara la Laguna","Diversificado",1493
707,"Santa Clara la Laguna","Licenciatura",286
707,"Santa Clara la Laguna","Maestria y doctorado",13
708,"Concepción","Ninguno",1429
708,"Concepción","Preprimaria",448
708,"Concepción","Primaria, 1-3",1954
708,"Concepción","Primaria, 4-5",787
708,"Concepción","Primaria, 6",900
708,"Concepción","Basico",226
708,"Concepción","Diversificado",227
708,"Concepción","Licenciatura",30
708,"Concepción","Maestria y doctorado",1
709,"San Andrés Semetabaj","Ninguno",2093
709,"San Andrés Semetabaj","Preprimaria",730
709,"San Andrés Semetabaj","Primaria, 1-3",2397
709,"San Andrés Semetabaj","Primaria, 4-5",1255
709,"San Andrés Semetabaj","Primaria, 6",1907
709,"San Andrés Semetabaj","Basico",1655
709,"San Andrés Semetabaj","Diversificado",1482
709,"San Andrés Semetabaj","Licenciatura",497
709,"San Andrés Semetabaj","Maestria y doctorado",19
710,"Panajachel","Ninguno",1825
710,"Panajachel","Preprimaria",573
710,"Panajachel","Primaria, 1-3",2125
710,"Panajachel","Primaria, 4-5",1091
710,"Panajachel","Primaria, 6",1611
710,"Panajachel","Basico",2298
710,"Panajachel","Diversificado",3070
710,"Panajachel","Licenciatura",1251
710,"Panajachel","Maestria y doctorado",113
711,"Santa Catarina Palopó","Ninguno",1159
711,"Santa Catarina Palopó","Preprimaria",163
711,"Santa Catarina Palopó","Primaria, 1-3",637
711,"Santa Catarina Palopó","Primaria, 4-5",380
711,"Santa Catarina Palopó","Primaria, 6",493
711,"Santa Catarina Palopó","Basico",384
711,"Santa Catarina Palopó","Diversificado",383
711,"Santa Catarina Palopó","Licenciatura",17
711,"Santa Catarina Palopó","Maestria y doctorado",6
712,"San Antonio Palopó","Ninguno",3443
712,"San Antonio Palopó","Preprimaria",558
712,"San Antonio Palopó","Primaria, 1-3",2755
712,"San Antonio Palopó","Primaria, 4-5",1488
712,"San Antonio Palopó","Primaria, 6",2776
712,"San Antonio Palopó","Basico",1200
712,"San Antonio Palopó","Diversificado",852
712,"San Antonio Palopó","Licenciatura",123
712,"San Antonio Palopó","Maestria y doctorado",13
713,"San Lucas Tolimán","Ninguno",5912
713,"San Lucas Tolimán","Preprimaria",2222
713,"San Lucas Tolimán","Primaria, 1-3",3904
713,"San Lucas Tolimán","Primaria, 4-5",2033
713,"San Lucas Tolimán","Primaria, 6",3999
713,"San Lucas Tolimán","Basico",4303
713,"San Lucas Tolimán","Diversificado",4366
713,"San Lucas Tolimán","Licenciatura",507
713,"San Lucas Tolimán","Maestria y doctorado",51
714,"Santa Cruz la Laguna","Ninguno",1593
714,"Santa Cruz la Laguna","Preprimaria",407
714,"Santa Cruz la Laguna","Primaria, 1-3",1275
714,"Santa Cruz la Laguna","Primaria, 4-5",591
714,"Santa Cruz la Laguna","Primaria, 6",719
714,"Santa Cruz la Laguna","Basico",425
714,"Santa Cruz la Laguna","Diversificado",225
714,"Santa Cruz la Laguna","Licenciatura",27
714,"Santa Cruz la Laguna","Maestria y doctorado",4
715,"San Pablo la Laguna","Ninguno",1886
715,"San Pablo la Laguna","Preprimaria",286
715,"San Pablo la Laguna","Primaria, 1-3",816
715,"San Pablo la Laguna","Primaria, 4-5",507
715,"San Pablo la Laguna","Primaria, 6",695
715,"San Pablo la Laguna","Basico",1546
715,"San Pablo la Laguna","Diversificado",845
715,"San Pablo la Laguna","Licenciatura",157
715,"San Pablo la Laguna","Maestria y doctorado",8
716,"San Marcos la Laguna","Ninguno",408
716,"San Marcos la Laguna","Preprimaria",136
716,"San Marcos la Laguna","Primaria, 1-3",568
716,"San Marcos la Laguna","Primaria, 4-5",305
716,"San Marcos la Laguna","Primaria, 6",266
716,"San Marcos la Laguna","Basico",349
716,"San Marcos la Laguna","Diversificado",330
716,"San Marcos la Laguna","Licenciatura",72
716,"San Marcos la Laguna","Maestria y doctorado",3
717,"San Juan la Laguna","Ninguno",1888
717,"San Juan la Laguna","Preprimaria",691
717,"San Juan la Laguna","Primaria, 1-3",1930
717,"San Juan la Laguna","Primaria, 4-5",997
717,"San Juan la Laguna","Primaria, 6",1445
717,"San Juan la Laguna","Basico",1476
717,"San Juan la Laguna","Diversificado",2196
717,"San Juan la Laguna","Licenciatura",472
717,"San Juan la Laguna","Maestria y doctorado",17
718,"San Pedro la Laguna","Ninguno",1671
718,"San Pedro la Laguna","Preprimaria",590
718,"San Pedro la Laguna","Primaria, 1-3",1413
718,"San Pedro la Laguna","Primaria, 4-5",601
718,"San Pedro la Laguna","Primaria, 6",924
718,"San Pedro la Laguna","Basico",1637
718,"San Pedro la Laguna","Diversificado",2337
718,"San Pedro la Laguna","Licenciatura",763
718,"San Pedro la Laguna","Maestria y doctorado",44
719,"Santiago Atitlán","Ninguno",13367
719,"Santiago Atitlán","Preprimaria",1504
719,"Santiago Atitlán","Primaria, 1-3",6964
719,"Santiago Atitlán","Primaria, 4-5",3458
719,"Santiago Atitlán","Primaria, 6",5493
719,"Santiago Atitlán","Basico",4027
719,"Santiago Atitlán","Diversificado",3252
719,"Santiago Atitlán","Licenciatura",791
719,"Santiago Atitlán","Maestria y doctorado",43
801,"Totonicapán","Ninguno",19951
801,"Totonicapán","Preprimaria",3599
801,"Totonicapán","Primaria, 1-3",17435
801,"Totonicapán","Primaria, 4-5",8324
801,"Totonicapán","Primaria, 6",14699
801,"Totonicapán","Basico",13406
801,"Totonicapán","Diversificado",13806
801,"Totonicapán","Licenciatura",4936
801,"Totonicapán","Maestria y doctorado",218
802,"San Cristóbal Totonicapán","Ninguno",7819
802,"San Cristóbal Totonicapán","Preprimaria",1235
802,"San Cristóbal Totonicapán","Primaria, 1-3",6737
802,"San Cristóbal Totonicapán","Primaria, 4-5",3252
802,"San Cristóbal Totonicapán","Primaria, 6",5878
802,"San Cristóbal Totonicapán","Basico",4084
802,"San Cristóbal Totonicapán","Diversificado",3162
802,"San Cristóbal Totonicapán","Licenciatura",1208
802,"San Cristóbal Totonicapán","Maestria y doctorado",62
803,"San Francisco el Alto","Ninguno",12190
803,"San Francisco el Alto","Preprimaria",2556
803,"San Francisco el Alto","Primaria, 1-3",11609
803,"San Francisco el Alto","Primaria, 4-5",6513
803,"San Francisco el Alto","Primaria, 6",9136
803,"San Francisco el Alto","Basico",6906
803,"San Francisco el Alto","Diversificado",3397
803,"San Francisco el Alto","Licenciatura",541
803,"San Francisco el Alto","Maestria y doctorado",37
804,"San Andrés Xecul","Ninguno",6011
804,"San Andrés Xecul","Preprimaria",1080
804,"San Andrés Xecul","Primaria, 1-3",4980
804,"San Andrés Xecul","Primaria, 4-5",2690
804,"San Andrés Xecul","Primaria, 6",4256
804,"San Andrés Xecul","Basico",2974
804,"San Andrés Xecul","Diversificado",2296
804,"San Andrés Xecul","Licenciatura",310
804,"San Andrés Xecul","Maestria y doctorado",19
805,"Momostenango","Ninguno",25873
805,"Momostenango","Preprimaria",4393
805,"Momostenango","Primaria, 1-3",21613
805,"Momostenango","Primaria, 4-5",10747
805,"Momostenango","Primaria, 6",17584
805,"Momostenango","Basico",7698
805,"Momostenango","Diversificado",6194
805,"Momostenango","Licenciatura",815
805,"Momostenango","Maestria y doctorado",76
806,"Santa María Chiquimula","Ninguno",17946
806,"Santa María Chiquimula","Preprimaria",2097
806,"Santa María Chiquimula","Primaria, 1-3",11980
806,"Santa María Chiquimula","Primaria, 4-5",5353
806,"Santa María Chiquimula","Primaria, 6",6535
806,"Santa María Chiquimula","Basico",3165
806,"Santa María Chiquimula","Diversificado",1619
806,"Santa María Chiquimula","Licenciatura",252
806,"Santa María Chiquimula","Maestria y doctorado",12
807,"Santa Lucía la Reforma","Ninguno",7400
807,"Santa Lucía la Reforma","Preprimaria",799
807,"Santa Lucía la Reforma","Primaria, 1-3",5304
807,"Santa Lucía la Reforma","Primaria, 4-5",2230
807,"Santa Lucía la Reforma","Primaria, 6",2756
807,"Santa Lucía la Reforma","Basico",769
807,"Santa Lucía la Reforma","Diversificado",341
807,"Santa Lucía la Reforma","Licenciatura",74
807,"Santa Lucía la Reforma","Maestria y doctorado",7
808,"San Bartolo Aguas Calientes","Ninguno",2000
808,"San Bartolo Aguas Calientes","Preprimaria",586
808,"San Bartolo Aguas Calientes","Primaria, 1-3",2331
808,"San Bartolo Aguas Calientes","Primaria, 4-5",1305
808,"San Bartolo Aguas Calientes","Primaria, 6",1729
808,"San Bartolo Aguas Calientes","Basico",883
808,"San Bartolo Aguas Calientes","Diversificado",556
808,"San Bartolo Aguas Calientes","Licenciatura",94
808,"San Bartolo Aguas Calientes","Maestria y doctorado",5
901,"Quetzaltenango","Ninguno",16011
901,"Quetzaltenango","Preprimaria",6265
901,"Quetzaltenango","Primaria, 1-3",21619
901,"Quetzaltenango","Primaria, 4-5",10632
901,"Quetzaltenango","Primaria, 6",20113
901,"Quetzaltenango","Basico",27878
901,"Quetzaltenango","Diversificado",34662
901,"Quetzaltenango","Licenciatura",29015
901,"Quetzaltenango","Maestria y doctorado",2278
902,"Salcajá","Ninguno",2089
902,"Salcajá","Preprimaria",659
902,"Salcajá","Primaria, 1-3",2818
902,"Salcajá","Primaria, 4-5",1302
902,"Salcajá","Primaria, 6",2771
902,"Salcajá","Basico",2941
902,"Salcajá","Diversificado",3681
902,"Salcajá","Licenciatura",1759
902,"Salcajá","Maestria y doctorado",109
903,"San Juan Olintepeque","Ninguno",4260
903,"San Juan Olintepeque","Preprimaria",1302
903,"San Juan Olintepeque","Primaria, 1-3",5813
903,"San Juan Olintepeque","Primaria, 4-5",2815
903,"San Juan Olintepeque","Primaria, 6",5245
903,"San Juan Olintepeque","Basico",4506
903,"San Juan Olintepeque","Diversificado",4631
903,"San Juan Olintepeque","Licenciatura",3343
903,"San Juan Olintepeque","Maestria y doctorado",260
904,"San Carlos Sija","Ninguno",5455
904,"San Carlos Sija","Preprimaria",1188
904,"San Carlos Sija","Primaria, 1-3",5986
904,"San Carlos Sija","Primaria, 4-5",2699
904,"San Carlos Sija","Primaria, 6",4343
904,"San Carlos Sija","Basico",3796
904,"San Carlos Sija","Diversificado",3584
904,"San Carlos Sija","Licenciatura",675
904,"San Carlos Sija","Maestria y doctorado",47
905,"Sibilia","Ninguno",1260
905,"Sibilia","Preprimaria",323
905,"Sibilia","Primaria, 1-3",1788
905,"Sibilia","Primaria, 4-5",760
905,"Sibilia","Primaria, 6",1267
905,"Sibilia","Basico",943
905,"Sibilia","Diversificado",1086
905,"Sibilia","Licenciatura",204
905,"Sibilia","Maestria y doctorado",22
906,"Cabricán","Ninguno",4746
906,"Cabricán","Preprimaria",816
906,"Cabricán","Primaria, 1-3",4528
906,"Cabricán","Primaria, 4-5",2342
906,"Cabricán","Primaria, 6",3407
906,"Cabricán","Basico",2557
906,"Cabricán","Diversificado",2165
906,"Cabricán","Licenciatura",482
906,"Cabricán","Maestria y doctorado",17
907,"Cajolá","Ninguno",5217
907,"Cajolá","Preprimaria",521
907,"Cajolá","Primaria, 1-3",2834
907,"Cajolá","Primaria, 4-5",1200
907,"Cajolá","Primaria, 6",1727
907,"Cajolá","Basico",1096
907,"Cajolá","Diversificado",514
907,"Cajolá","Licenciatura",203
907,"Cajolá","Maestria y doctorado",11
908,"San Miguel Siguilá","Ninguno",1572
908,"San Miguel Siguilá","Preprimaria",378
908,"San Miguel Siguilá","Primaria, 1-3",1784
908,"San Miguel Siguilá","Primaria, 4-5",815
908,"San Miguel Siguilá","Primaria, 6",1238
908,"San Miguel Siguilá","Basico",760
908,"San Miguel Siguilá","Diversificado",443
908,"San Miguel Siguilá","Licenciatura",80
908,"San Miguel Siguilá","Maestria y doctorado",2
909,"San Juan Ostuncalco","Ninguno",11777
909,"San Juan Ostuncalco","Preprimaria",2015
909,"San Juan Ostuncalco","Primaria, 1-3",8976
909,"San Juan Ostuncalco","Primaria, 4-5",4166
909,"San Juan Ostuncalco","Primaria, 6",7278
909,"San Juan Ostuncalco","Basico",6181
909,"San Juan Ostuncalco","Diversificado",4760
909,"San Juan Ostuncalco","Licenciatura",1456
909,"San Juan Ostuncalco","Maestria y doctorado",90
910,"San Mateo","Ninguno",827
910,"San Mateo","Preprimaria",307
910,"San Mateo","Primaria, 1-3",1266
910,"San Mateo","Primaria, 4-5",607
910,"San Mateo","Primaria, 6",994
910,"San Mateo","Basico",1247
910,"San Mateo","Diversificado",1475
910,"San Mateo","Licenciatura",505
910,"San Mateo","Maestria y doctorado",35
911,"Concepción Chiquirichapa","Ninguno",3611
911,"Concepción Chiquirichapa","Preprimaria",744
911,"Concepción Chiquirichapa","Primaria, 1-3",3348
911,"Concepción Chiquirichapa","Primaria, 4-5",1521
911,"Concepción Chiquirichapa","Primaria, 6",2063
911,"Concepción Chiquirichapa","Basico",2178
911,"Concepción Chiquirichapa","Diversificado",1699
911,"Concepción Chiquirichapa","Licenciatura",560
911,"Concepción Chiquirichapa","Maestria y doctorado",32
912,"San Martín Sacatepéquez","Ninguno",7679
912,"San Martín Sacatepéquez","Preprimaria",1555
912,"San Martín Sacatepéquez","Primaria, 1-3",5731
912,"San Martín Sacatepéquez","Primaria, 4-5",2394
912,"San Martín Sacatepéquez","Primaria, 6",4065
912,"San Martín Sacatepéquez","Basico",2821
912,"San Martín Sacatepéquez","Diversificado",1773
912,"San Martín Sacatepéquez","Licenciatura",286
912,"San Martín Sacatepéquez","Maestria y doctorado",30
913,"Almolonga","Ninguno",3948
913,"Almolonga","Preprimaria",496
913,"Almolonga","Primaria, 1-3",4112
913,"Almolonga","Primaria, 4-5",1788
913,"Almolonga","Primaria, 6",2024
913,"Almolonga","Basico",1384
913,"Almolonga","Diversificado",755
913,"Almolonga","Licenciatura",223
913,"Almolonga","Maestria y doctorado",10
914,"Cantel","Ninguno",4275
914,"Cantel","Preprimaria",1374
914,"Cantel","Primaria, 1-3",6683
914,"Cantel","Primaria, 4-5",3561
914,"Cantel","Primaria, 6",7552
914,"Cantel","Basico",7016
914,"Cantel","Diversificado",6356
914,"Cantel","Licenciatura",1840
914,"Cantel","Maestria y doctorado",102
915,"Huitán","Ninguno",3100
915,"Huitán","Preprimaria",479
915,"Huitán","Primaria, 1-3",2663
915,"Huitán","Primaria, 4-5",1264
915,"Huitán","Primaria, 6",2125
915,"Huitán","Basico",1252
915,"Huitán","Diversificado",864
915,"Huitán","Licenciatura",213
915,"Huitán","Maestria y doctorado",6
916,"Zunil","Ninguno",3671
916,"Zunil","Preprimaria",431
916,"Zunil","Primaria, 1-3",2711
916,"Zunil","Primaria, 4-5",1404
916,"Zunil","Primaria, 6",2245
916,"Zunil","Basico",1405
916,"Zunil","Diversificado",907
916,"Zunil","Licenciatura",311
916,"Zunil","Maestria y doctorado",12
917,"Colomba Costa Cuca","Ninguno",8332
917,"Colomba Costa Cuca","Preprimaria",2039
917,"Colomba Costa Cuca","Primaria, 1-3",10893
917,"Colomba Costa Cuca","Primaria, 4-5",4100
917,"Colomba Costa Cuca","Primaria, 6",5596
917,"Colomba Costa Cuca","Basico",6722
917,"Colomba Costa Cuca","Diversificado",4933
917,"Colomba Costa Cuca","Licenciatura",634
917,"Colomba Costa Cuca","Maestria y doctorado",23
918,"San Francisco la Unión","Ninguno",1311
918,"San Francisco la Unión","Preprimaria",253
918,"San Francisco la Unión","Primaria, 1-3",1726
918,"San Francisco la Unión","Primaria, 4-5",966
918,"San Francisco la Unión","Primaria, 6",1352
918,"San Francisco la Unión","Basico",1020
918,"San Francisco la Unión","Diversificado",534
918,"San Francisco la Unión","Licenciatura",96
918,"San Francisco la Unión","Maestria y doctorado",5
919,"El Palmar","Ninguno",4910
919,"El Palmar","Preprimaria",1467
919,"El Palmar","Primaria, 1-3",6124
919,"El Palmar","Primaria, 4-5",2576
919,"El Palmar","Primaria, 6",3147
919,"El Palmar","Basico",4203
919,"El Palmar","Diversificado",3177
919,"El Palmar","Licenciatura",744
919,"El Palmar","Maestria y doctorado",23
920,"Coatepeque","Ninguno",15834
920,"Coatepeque","Preprimaria",4243
920,"Coatepeque","Primaria, 1-3",20560
920,"Coatepeque","Primaria, 4-5",9086
920,"Coatepeque","Primaria, 6",14217
920,"Coatepeque","Basico",15248
920,"Coatepeque","Diversificado",13098
920,"Coatepeque","Licenciatura",4086
920,"Coatepeque","Maestria y doctorado",361
921,"Génova","Ninguno",9183
921,"Génova","Preprimaria",1486
921,"Génova","Primaria, 1-3",8064
921,"Génova","Primaria, 4-5",3585
921,"Génova","Primaria, 6",5094
921,"Génova","Basico",3571
921,"Génova","Diversificado",2540
921,"Génova","Licenciatura",339
921,"Génova","Maestria y doctorado",43
922,"Flores Costa Cuca","Ninguno",4050
922,"Flores Costa Cuca","Preprimaria",924
922,"Flores Costa Cuca","Primaria, 1-3",4436
922,"Flores Costa Cuca","Primaria, 4-5",1899
922,"Flores Costa Cuca","Primaria, 6",3006
922,"Flores Costa Cuca","Basico",2753
922,"Flores Costa Cuca","Diversificado",2379
922,"Flores Costa Cuca","Licenciatura",327
922,"Flores Costa Cuca","Maestria y doctorado",25
923,"La Esperanza","Ninguno",2062
923,"La Esperanza","Preprimaria",892
923,"La Esperanza","Primaria, 1-3",3267
923,"La Esperanza","Primaria, 4-5",1517
923,"La Esperanza","Primaria, 6",2917
923,"La Esperanza","Basico",3812
923,"La Esperanza","Diversificado",3648
923,"La Esperanza","Licenciatura",2191
923,"La Esperanza","Maestria y doctorado",179
924,"Palestina de los Altos","Ninguno",5366
924,"Palestina de los Altos","Preprimaria",602
924,"Palestina de los Altos","Primaria, 1-3",3565
924,"Palestina de los Altos","Primaria, 4-5",1553
924,"Palestina de los Altos","Primaria, 6",1601
924,"Palestina de los Altos","Basico",902
924,"Palestina de los Altos","Diversificado",802
924,"Palestina de los Altos","Licenciatura",140
924,"Palestina de los Altos","Maestria y doctorado",13
1001,"Mazatenango","Ninguno",10343
1001,"Mazatenango","Preprimaria",3346
1001,"Mazatenango","Primaria, 1-3",12321
1001,"Mazatenango","Primaria, 4-5",5768
1001,"Mazatenango","Primaria, 6",9473
1001,"Mazatenango","Basico",9864
1001,"Mazatenango","Diversificado",14415
1001,"Mazatenango","Licenciatura",5321
1001,"Mazatenango","Maestria y doctorado",335
1002,"Cuyotenango","Ninguno",5454
1002,"Cuyotenango","Preprimaria",1603
1002,"Cuyotenango","Primaria, 1-3",6029
1002,"Cuyotenango","Primaria, 4-5",2552
1002,"Cuyotenango","Primaria, 6",3931
1002,"Cuyotenango","Basico",4900
1002,"Cuyotenango","Diversificado",4863
1002,"Cuyotenango","Licenciatura",1039
1002,"Cuyotenango","Maestria y doctorado",45
1003,"San Francisco Zapotitlán","Ninguno",3130
1003,"San Francisco Zapotitlán","Preprimaria",1223
1003,"San Francisco Zapotitlán","Primaria, 1-3",3867
1003,"San Francisco Zapotitlán","Primaria, 4-5",1704
1003,"San Francisco Zapotitlán","Primaria, 6",2882
1003,"San Francisco Zapotitlán","Basico",3342
1003,"San Francisco Zapotitlán","Diversificado",3432
1003,"San Francisco Zapotitlán","Licenciatura",980
1003,"San Francisco Zapotitlán","Maestria y doctorado",77
1004,"San Bernardino","Ninguno",3373
1004,"San Bernardino","Preprimaria",837
1004,"San Bernardino","Primaria, 1-3",2554
1004,"San Bernardino","Primaria, 4-5",1138
1004,"San Bernardino","Primaria, 6",2010
1004,"San Bernardino","Basico",2104
1004,"San Bernardino","Diversificado",1875
1004,"San Bernardino","Licenciatura",443
1004,"San Bernardino","Maestria y doctorado",33
1005,"San José el Ídolo","Ninguno",1628
1005,"San José el Ídolo","Preprimaria",454
1005,"San José el Ídolo","Primaria, 1-3",2160
1005,"San José el Ídolo","Primaria, 4-5",950
1005,"San José el Ídolo","Primaria, 6",1790
1005,"San José el Ídolo","Basico",1249
1005,"San José el Ídolo","Diversificado",899
1005,"San José el Ídolo","Licenciatura",118
1005,"San José el Ídolo","Maestria y doctorado",12
1006,"Santo Domingo Suchitepéquez","Ninguno",8797
1006,"Santo Domingo Suchitepéquez","Preprimaria",1748
1006,"Santo Domingo Suchitepéquez","Primaria, 1-3",9081
1006,"Santo Domingo Suchitepéquez","Primaria, 4-5",3943
1006,"Santo Domingo Suchitepéquez","Primaria, 6",5848
1006,"Santo Domingo Suchitepéquez","Basico",4873
1006,"Santo Domingo Suchitepéquez","Diversificado",3520
1006,"Santo Domingo Suchitepéquez","Licenciatura",420
1006,"Santo Domingo Suchitepéquez","Maestria y doctorado",58
1007,"San Lorenzo","Ninguno",2688
1007,"San Lorenzo","Preprimaria",730
1007,"San Lorenzo","Primaria, 1-3",2344
1007,"San Lorenzo","Primaria, 4-5",1121
1007,"San Lorenzo","Primaria, 6",1935
1007,"San Lorenzo","Basico",1650
1007,"San Lorenzo","Diversificado",1436
1007,"San Lorenzo","Licenciatura",178
1007,"San Lorenzo","Maestria y doctorado",12
1008,"Samayac","Ninguno",4222
1008,"Samayac","Preprimaria",1299
1008,"Samayac","Primaria, 1-3",3872
1008,"Samayac","Primaria, 4-5",1623
1008,"Samayac","Primaria, 6",3351
1008,"Samayac","Basico",3115
1008,"Samayac","Diversificado",4388
1008,"Samayac","Licenciatura",804
1008,"Samayac","Maestria y doctorado",34
1009,"San Pablo Jocopilas","Ninguno",3341
1009,"San Pablo Jocopilas","Preprimaria",958
1009,"San Pablo Jocopilas","Primaria, 1-3",3790
1009,"San Pablo Jocopilas","Primaria, 4-5",1586
1009,"San Pablo Jocopilas","Primaria, 6",3403
1009,"San Pablo Jocopilas","Basico",2571
1009,"San Pablo Jocopilas","Diversificado",2586
1009,"San Pablo Jocopilas","Licenciatura",483
1009,"San Pablo Jocopilas","Maestria y doctorado",25
1010,"San Antonio Suchitepéquez","Ninguno",11802
1010,"San Antonio Suchitepéquez","Preprimaria",2813
1010,"San Antonio Suchitepéquez","Primaria, 1-3",12043
1010,"San Antonio Suchitepéquez","Primaria, 4-5",5240
1010,"San Antonio Suchitepéquez","Primaria, 6",7434
1010,"San Antonio Suchitepéquez","Basico",6645
1010,"San Antonio Suchitepéquez","Diversificado",6254
1010,"San Antonio Suchitepéquez","Licenciatura",1149
1010,"San Antonio Suchitepéquez","Maestria y doctorado",82
1011,"San Miguel Panán","Ninguno",1952
1011,"San Miguel Panán","Preprimaria",380
1011,"San Miguel Panán","Primaria, 1-3",2511
1011,"San Miguel Panán","Primaria, 4-5",1017
1011,"San Miguel Panán","Primaria, 6",1455
1011,"San Miguel Panán","Basico",1097
1011,"San Miguel Panán","Diversificado",689
1011,"San Miguel Panán","Licenciatura",89
1011,"San Miguel Panán","Maestria y doctorado",6
1012,"San Gabriel","Ninguno",1065
1012,"San Gabriel","Preprimaria",356
1012,"San Gabriel","Primaria, 1-3",1208
1012,"San Gabriel","Primaria, 4-5",495
1012,"San Gabriel","Primaria, 6",791
1012,"San Gabriel","Basico",1166
1012,"San Gabriel","Diversificado",1343
1012,"San Gabriel","Licenciatura",311
1012,"San Gabriel","Maestria y doctorado",12
1013,"Chicacao","Ninguno",15565
1013,"Chicacao","Preprimaria",2523
1013,"Chicacao","Primaria, 1-3",12778
1013,"Chicacao","Primaria, 4-5",5052
1013,"Chicacao","Primaria, 6",7491
1013,"Chicacao","Basico",5918
1013,"Chicacao","Diversificado",4496
1013,"Chicacao","Licenciatura",651
1013,"Chicacao","Maestria y doctorado",60
1014,"Patulul","Ninguno",7572
1014,"Patulul","Preprimaria",1759
1014,"Patulul","Primaria, 1-3",8177
1014,"Patulul","Primaria, 4-5",3627
1014,"Patulul","Primaria, 6",4736
1014,"Patulul","Basico",6007
1014,"Patulul","Diversificado",4095
1014,"Patulul","Licenciatura",914
1014,"Patulul","Maestria y doctorado",39
1015,"Santa Bárbara","Ninguno",6316
1015,"Santa Bárbara","Preprimaria",1206
1015,"Santa Bárbara","Primaria, 1-3",6032
1015,"Santa Bárbara","Primaria, 4-5",2457
1015,"Santa Bárbara","Primaria, 6",3122
1015,"Santa Bárbara","Basico",2660
1015,"Santa Bárbara","Diversificado",1652
1015,"Santa Bárbara","Licenciatura",229
1015,"Santa Bárbara","Maestria y doctorado",15
1016,"San Juan Bautista","Ninguno",1680
1016,"San Juan Bautista","Preprimaria",321
1016,"San Juan Bautista","Primaria, 1-3",1713
1016,"San Juan Bautista","Primaria, 4-5",698
1016,"San Juan Bautista","Primaria, 6",991
1016,"San Juan Bautista","Basico",961
1016,"San Juan Bautista","Diversificado",583
1016,"San Juan Bautista","Licenciatura",80
1016,"San Juan Bautista","Maestria y doctorado",16
1017,"Santo Tomas la Unión","Ninguno",1993
1017,"Santo Tomas la Unión","Preprimaria",395
1017,"Santo Tomas la Unión","Primaria, 1-3",1815
1017,"Santo Tomas la Unión","Primaria, 4-5",776
1017,"Santo Tomas la Unión","Primaria, 6",1417
1017,"Santo Tomas la Unión","Basico",1517
1017,"Santo Tomas la Unión","Diversificado",2299
1017,"Santo Tomas la Unión","Licenciatura",571
1017,"Santo Tomas la Unión","Maestria y doctorado",31
1018,"Zunilito","Ninguno",1160
1018,"Zunilito","Preprimaria",397
1018,"Zunilito","Primaria, 1-3",1330
1018,"Zunilito","Primaria, 4-5",660
1018,"Zunilito","Primaria, 6",1410
1018,"Zunilito","Basico",1112
1018,"Zunilito","Diversificado",1328
1018,"Zunilito","Licenciatura",169
1018,"Zunilito","Maestria y doctorado",10
1019,"Pueblo Nuevo","Ninguno",1864
1019,"Pueblo Nuevo","Preprimaria",547
1019,"Pueblo Nuevo","Primaria, 1-3",2180
1019,"Pueblo Nuevo","Primaria, 4-5",862
1019,"Pueblo Nuevo","Primaria, 6",1431
1019,"Pueblo Nuevo","Basico",1643
1019,"Pueblo Nuevo","Diversificado",1512
