"Código","Municipio","Total de personas","Lugar de Residencia en 2013","Personas","Porcentaje de la Poblacion"
1309,"San Ildefonso Ixtahuacán",44424,"En otro municipio",378,0.85
1310,"Santa Bárbara",33608,"En otro municipio",150,0.45
1311,"La Libertad",38234,"En otro municipio",180,0.47
1312,"La Democracia",55434,"En otro municipio",771,1.39
1313,"San Miguel Acatán",27128,"En otro municipio",111,0.41
1314,"San Rafael La Independencia",14149,"En otro municipio",165,1.17
1315,"Todos Santos Cuchumatán",30186,"En otro municipio",159,0.53
1316,"San Juan Atitán",19418,"En otro municipio",53,0.27
1317,"Santa Eulalia",39025,"En otro municipio",154,0.39
1318,"San Mateo Ixtatán",43810,"En otro municipio",42,0.1
1319,"Colotenango",34834,"En otro municipio",177,0.51
1320,"San Sebastián Huehuetenango",32608,"En otro municipio",170,0.52
1321,"Tectitán",10830,"En otro municipio",76,0.7
1322,"Concepción Huista",18915,"En otro municipio",146,0.77
1323,"San Juan Ixcoy",23204,"En otro municipio",150,0.65
1324,"San Antonio Huista",16697,"En otro municipio",498,2.98
1325,"San Sebastián Coatán",20905,"En otro municipio",173,0.83
1326,"Santa Cruz Barillas",100849,"En otro municipio",538,0.53
1327,"Aguacatán",49607,"En otro municipio",680,1.37
1328,"San Rafael Petzal",11271,"En otro municipio",67,0.59
1329,"San Gaspar Ixchil",8142,"En otro municipio",46,0.56
1330,"Santiago Chimaltenango",10507,"En otro municipio",63,0.6
1331,"Santa Ana Huista",9413,"En otro municipio",246,2.61
1332,"Unión Cantinil",15900,"En otro municipio",171,1.08
1333,"Petatán",6366,"En otro municipio",197,3.09
1401,"Santa Cruz del Quiché",78279,"En otro municipio",873,1.12
1402,"Chiché",29646,"En otro municipio",422,1.42
1403,"Chinique",11382,"En otro municipio",158,1.39
1404,"Zacualpa",32750,"En otro municipio",274,0.84
1405,"Chajul",46658,"En otro municipio",129,0.28
1406,"Santo Tomás Chichicastenango",141567,"En otro municipio",435,0.31
1407,"Patzité",6144,"En otro municipio",84,1.37
1408,"San Antonio Ilotenango",25590,"En otro municipio",202,0.79
1409,"San Pedro Jocopilas",31950,"En otro municipio",414,1.3
1410,"Cunén",41455,"En otro municipio",242,0.58
1411,"San Juan Cotzal",31532,"En otro municipio",160,0.51
1412,"Joyabaj",82369,"En otro municipio",330,0.4
1413,"Santa María Nebaj",72686,"En otro municipio",226,0.31
1414,"San Andrés Sajcabajá",24981,"En otro municipio",59,0.24
1415,"San Miguel Uspantán",65872,"En otro municipio",531,0.81
1416,"Sacapulas",52620,"En otro municipio",362,0.69
1417,"San Bartolomé Jocotenango",13568,"En otro municipio",92,0.68
1418,"Canillá",12172,"En otro municipio",349,2.87
1419,"Chicamán",39731,"En otro municipio",421,1.06
1420,"Playa Grande Ixcán",99470,"En otro municipio",1814,1.82
1421,"Pachalum",8839,"En otro municipio",332,3.76
1501,"Salamá",65275,"En otro municipio",1706,2.61
1502,"San Miguel Chicaj",33121,"En otro municipio",465,1.4
1503,"Rabinal",40797,"En otro municipio",749,1.84
1504,"Cubulco",54869,"En otro municipio",412,0.75
1505,"Granados",13595,"En otro municipio",339,2.49
1506,"Santa Cruz El Chol",9538,"En otro municipio",284,2.98
1507,"San Jerónimo",25459,"En otro municipio",1321,5.19
1508,"Purulhá",56822,"En otro municipio",724,1.27
1601,"Cobán",212421,"En otro municipio",4937,2.32
1602,"Santa Cruz Verapaz",32042,"En otro municipio",1541,4.81
1603,"San Cristóbal Verapaz",68819,"En otro municipio",842,1.22
1604,"Tactic",38052,"En otro municipio",981,2.58
1605,"Tamahú",19984,"En otro municipio",147,0.74
1606,"San Miguel Tucurú",43473,"En otro municipio",294,0.68
1607,"Panzós",71846,"En otro municipio",603,0.84
1608,"Senahú",91974,"En otro municipio",406,0.44
1609,"San Pedro Carchá",235275,"En otro municipio",2023,0.86
1610,"San Juan Chamelco",57456,"En otro municipio",1099,1.91
1611,"San Agustín Lanquín",24099,"En otro municipio",39,0.16
1612,"Santa María Cahabón",64911,"En otro municipio",215,0.33
1613,"Chisec",84553,"En otro municipio",1678,1.98
1614,"Chahal",26644,"En otro municipio",577,2.17
1615,"Fray Bartolomé de las Casas",66141,"En otro municipio",1225,1.85
1616,"Santa Catalina La Tinta",40516,"En otro municipio",421,1.04
1617,"Raxruhá",36832,"En otro municipio",627,1.7
1701,"Flores",38186,"En otro municipio",1285,3.37
1702,"San José",6989,"En otro municipio",570,8.16
1703,"San Benito",43841,"En otro municipio",1025,2.34
1704,"San Andrés",32878,"En otro municipio",2047,6.23
1705,"La Libertad",71939,"En otro municipio",1269,1.76
1706,"San Francisco",15371,"En otro municipio",925,6.02
1707,"Santa Ana",21970,"En otro municipio",834,3.8
1708,"Dolores",26920,"En otro municipio",526,1.95
1709,"San Luis",67038,"En otro municipio",492,0.73
1710,"Sayaxché",93414,"En otro municipio",2452,2.62
1711,"Melchor de Mencos",28238,"En otro municipio",986,3.49
1712,"Poptún",52282,"En otro municipio",1671,3.2
1713,"Las Cruces",32715,"En otro municipio",1116,3.41
1714,"El Chal",13819,"En otro municipio",395,2.86
1801,"Puerto Barrios",100593,"En otro municipio",2206,2.19
1802,"Livingston",73492,"En otro municipio",1387,1.89
1803,"El Estor",73328,"En otro municipio",1015,1.38
1804,"Morales",100361,"En otro municipio",2629,2.62
1805,"Los Amates",60914,"En otro municipio",994,1.63
1901,"Zacapa",60424,"En otro municipio",2155,3.57
1902,"Estanzuela",9797,"En otro municipio",179,1.83
1903,"Río Hondo",21434,"En otro municipio",671,3.13
1904,"Gualán",45663,"En otro municipio",516,1.13
1905,"Teculután",17602,"En otro municipio",405,2.3
1906,"Usumatlán",12232,"En otro municipio",530,4.33
1907,"Cabañas",13641,"En otro municipio",271,1.99
1908,"San Diego",7235,"En otro municipio",313,4.33
1909,"La Unión",33572,"En otro municipio",348,1.04
1910,"Huité",11470,"En otro municipio",260,2.27
1911,"San Jorge",12304,"En otro municipio",143,1.16
2001,"Chiquimula",111505,"En otro municipio",1646,1.48
2002,"San José la Arada",8756,"En otro municipio",462,5.28
2003,"San Juan Ermita",16418,"En otro municipio",474,2.89
2004,"Jocotán",66379,"En otro municipio",472,0.71
2005,"Camotán",56138,"En otro municipio",646,1.15
2006,"Olopa",27511,"En otro municipio",432,1.57
2007,"Esquipulas",53556,"En otro municipio",1088,2.03
2008,"Concepción las Minas",11693,"En otro municipio",190,1.62
2009,"Quezaltepeque",28075,"En otro municipio",582,2.07
2010,"San Jacinto",12619,"En otro municipio",251,1.99
2011,"Ipala",22413,"En otro municipio",623,2.78
2101,"Jalapa",159840,"En otro municipio",2464,1.54
2102,"San Pedro Pinula",61908,"En otro municipio",790,1.28
2103,"San Luis Jilotepeque",24679,"En otro municipio",625,2.53
2104,"San Manuel Chaparrón",8317,"En otro municipio",273,3.28
2105,"San Carlos Alzatate",18977,"En otro municipio",228,1.2
2106,"Monjas",27354,"En otro municipio",866,3.17
2107,"Mataquescuintla",41848,"En otro municipio",703,1.68
2201,"Jutiapa",145880,"En otro municipio",1862,1.28
2202,"El Progreso",22114,"En otro municipio",629,2.84
2203,"Santa Catarina Mita",28983,"En otro municipio",898,3.1
2204,"Agua Blanca",16353,"En otro municipio",471,2.88
2205,"Asunción Mita",48297,"En otro municipio",1256,2.6
2206,"Yupiltepeque",17389,"En otro municipio",493,2.84
2207,"Atescatempa",18402,"En otro municipio",342,1.86
2208,"Jerez",6309,"En otro municipio",237,3.76
2209,"El Adelanto",6500,"En otro municipio",273,4.2
2210,"Zapotitlán",9126,"En otro municipio",224,2.45
2211,"Comapa",32207,"En otro municipio",339,1.05
2212,"Jalpatagua",28832,"En otro municipio",816,2.83
2213,"Conguaco",23452,"En otro municipio",363,1.55
2214,"Moyuta",39781,"En otro municipio",365,0.92
2215,"Pasaco",8854,"En otro municipio",270,3.05
2216,"San José Acatempa",13206,"En otro municipio",189,1.43
2217,"Quesada",22710,"En otro municipio",472,2.08
101,"Guatemala",923392,"En otro paÍs",4084,0.44
102,"Santa Catarina Pinula",80582,"En otro paÍs",521,0.65
103,"San José Pinula",79844,"En otro paÍs",383,0.48
104,"San José del Golfo",7229,"En otro paÍs",22,0.3
105,"Palencia",70973,"En otro paÍs",105,0.15
106,"Chinautla",114752,"En otro paÍs",139,0.12
107,"San Pedro Ayampuc",58609,"En otro paÍs",49,0.08
108,"Mixco",465773,"En otro paÍs",1585,0.34
109,"San Pedro Sacatepéquez",51292,"En otro paÍs",24,0.05
110,"San Juan Sacatepéquez",218156,"En otro paÍs",161,0.07
111,"San Raymundo",31605,"En otro paÍs",70,0.22
112,"Chuarrancho",12638,"En otro paÍs",10,0.08
113,"Fraijanes",58922,"En otro paÍs",520,0.88
114,"Amatitlán",116711,"En otro paÍs",135,0.12
115,"Villa Nueva",433734,"En otro paÍs",980,0.23
116,"Villa Canales",155422,"En otro paÍs",171,0.11
117,"San Miguel Petapa",135447,"En otro paÍs",281,0.21
201,"Guastatoya",24821,"En otro paÍs",98,0.39
202,"Morazán",12164,"En otro paÍs",35,0.29
203,"San Agustín Acasaguastlán",45765,"En otro paÍs",38,0.08
204,"San Cristóbal Acasaguastlán",7199,"En otro paÍs",11,0.15
205,"El Jícaro",13128,"En otro paÍs",3,0.02
206,"Sansare",13154,"En otro paÍs",13,0.1
207,"Sanarate",39444,"En otro paÍs",42,0.11
208,"San Antonio la Paz",20957,"En otro paÍs",49,0.23
301,"Antigua Guatemala",46054,"En otro paÍs",175,0.38
302,"Jocotenango",21657,"En otro paÍs",58,0.27
303,"Pastores",17814,"En otro paÍs",18,0.1
304,"Sumpango",37260,"En otro paÍs",19,0.05
305,"Santo Domingo Xenacoj",12402,"En otro paÍs",12,0.1
306,"Santiago Sacatepéquez",29238,"En otro paÍs",53,0.18
307,"San Bartolomé Milpas Altas",7816,"En otro paÍs",28,0.36
308,"San Lucas Sacatepéquez",23369,"En otro paÍs",135,0.58
309,"Santa Lucía Milpas Altas",15570,"En otro paÍs",89,0.57
310,"Magdalena Milpas Altas",11856,"En otro paÍs",7,0.06
311,"Santa María de Jesús",21938,"En otro paÍs",3,0.01
312,"Ciudad Vieja",33405,"En otro paÍs",25,0.07
313,"San Miguel Dueñas",12696,"En otro paÍs",22,0.17
314,"San Juan Alotenango",23986,"En otro paÍs",5,0.02
315,"San Antonio Aguas Calientes",11347,"En otro paÍs",28,0.25
316,"Santa Catarina Barahona",4061,"En otro paÍs",8,0.2
401,"Chimaltenango",96985,"En otro paÍs",129,0.13
402,"San José Poaquil",26845,"En otro paÍs",18,0.07
403,"San Martín Jilotepeque",73469,"En otro paÍs",77,0.1
404,"San Juan Comalapa",48597,"En otro paÍs",35,0.07
405,"Santa Apolonia",18540,"En otro paÍs",5,0.03
406,"Tecpán Guatemala",91927,"En otro paÍs",36,0.04
407,"Patzún",58240,"En otro paÍs",39,0.07
408,"San Miguel Pochuta",8790,"En otro paÍs",1,0.01
409,"Patzicía",33207,"En otro paÍs",20,0.06
410,"Santa Cruz Balanyá",9479,"En otro paÍs",9,0.09
411,"Acatenango",23228,"En otro paÍs",17,0.07
412,"San Pedro Yepocapa",34948,"En otro paÍs",17,0.05
413,"San Andrés Itzapa",32083,"En otro paÍs",36,0.11
414,"Parramos",15924,"En otro paÍs",11,0.07
415,"Zaragoza",24022,"En otro paÍs",45,0.19
416,"El Tejar",19492,"En otro paÍs",22,0.11
501,"Escuintla",156313,"En otro paÍs",211,0.13
502,"Santa Lucía Cotzumalguapa",112780,"En otro paÍs",89,0.08
503,"La Democracia",23017,"En otro paÍs",27,0.12
504,"Siquinalá",22968,"En otro paÍs",33,0.14
505,"Masagua",45323,"En otro paÍs",46,0.1
506,"Tiquisate",57292,"En otro paÍs",91,0.16
507,"La Gomera",46666,"En otro paÍs",62,0.13
508,"Guanagazapa",15958,"En otro paÍs",3,0.02
509,"San José",62801,"En otro paÍs",118,0.19
510,"Iztapa",18342,"En otro paÍs",48,0.26
511,"Palín",65873,"En otro paÍs",159,0.24
512,"San Vicente Pacaya",16705,"En otro paÍs",10,0.06
513,"Nueva Concepción",72909,"En otro paÍs",164,0.22
514,"Sipacate",16234,"En otro paÍs",57,0.35
601,"Cuilapa",41359,"En otro paÍs",54,0.13
602,"Barberena",58276,"En otro paÍs",144,0.25
603,"Santa Rosa de Lima",19702,"En otro paÍs",119,0.6
604,"Casillas",24956,"En otro paÍs",66,0.26
605,"San Rafael las Flores",12641,"En otro paÍs",23,0.18
606,"Oratorio",24954,"En otro paÍs",228,0.91
607,"San Juan Tecuaco",10122,"En otro paÍs",8,0.08
608,"Chiquimulilla",53727,"En otro paÍs",132,0.25
609,"Taxisco",29846,"En otro paÍs",42,0.14
610,"Santa María Ixhuatán",23801,"En otro paÍs",16,0.07
611,"Guazacapán",18855,"En otro paÍs",40,0.21
612,"Santa Cruz Naranjo",16385,"En otro paÍs",47,0.29
613,"Pueblo Nuevo Viñas",25529,"En otro paÍs",20,0.08
614,"Nueva Santa Rosa",36454,"En otro paÍs",133,0.36
701,"Sololá",88612,"En otro paÍs",33,0.04
702,"San José Chacayá",4068,"En otro paÍs",0,0
703,"Santa María Visitación",2370,"En otro paÍs",3,0.13
704,"Santa Lucía Utatlán",21284,"En otro paÍs",23,0.11
705,"Nahualá",75430,"En otro paÍs",24,0.03
706,"Santa Catarina Ixtahuacán",56981,"En otro paÍs",24,0.04
707,"Santa Clara la Laguna",9405,"En otro paÍs",3,0.03
708,"Concepción",6601,"En otro paÍs",0,0
709,"San Andrés Semetabaj",13142,"En otro paÍs",40,0.3
710,"Panajachel",15077,"En otro paÍs",75,0.5
711,"Santa Catarina Palopó",3924,"En otro paÍs",3,0.08
712,"San Antonio Palopó",14437,"En otro paÍs",9,0.06
713,"San Lucas Tolimán",29772,"En otro paÍs",22,0.07
714,"Santa Cruz la Laguna",5820,"En otro paÍs",6,0.1
715,"San Pablo la Laguna",7299,"En otro paÍs",4,0.05
716,"San Marcos la Laguna",2617,"En otro paÍs",6,0.23
717,"San Juan la Laguna",12162,"En otro paÍs",4,0.03
718,"San Pedro la Laguna",10705,"En otro paÍs",20,0.19
719,"Santiago Atitlán",41877,"En otro paÍs",14,0.03
801,"Totonicapán",103952,"En otro paÍs",138,0.13
802,"San Cristóbal Totonicapán",36119,"En otro paÍs",36,0.1
803,"San Francisco el Alto",57894,"En otro paÍs",27,0.05
804,"San Andrés Xecul",26984,"En otro paÍs",17,0.06
805,"Momostenango",105617,"En otro paÍs",59,0.06
806,"Santa María Chiquimula",55013,"En otro paÍs",15,0.03
807,"Santa Lucía la Reforma",22378,"En otro paÍs",3,0.01
808,"San Bartolo Aguas Calientes",10612,"En otro paÍs",22,0.21
901,"Quetzaltenango",180706,"En otro paÍs",593,0.33
902,"Salcajá",19434,"En otro paÍs",45,0.23
903,"San Juan Olintepeque",35060,"En otro paÍs",70,0.2
904,"San Carlos Sija",30224,"En otro paÍs",75,0.25
905,"Sibilia",8407,"En otro paÍs",18,0.21
906,"Cabricán",23033,"En otro paÍs",15,0.07
907,"Cajolá",14948,"En otro paÍs",70,0.47
908,"San Miguel Siguilá",7889,"En otro paÍs",22,0.28
909,"San Juan Ostuncalco",51828,"En otro paÍs",62,0.12
910,"San Mateo",7895,"En otro paÍs",38,0.48
911,"Concepción Chiquirichapa",17342,"En otro paÍs",72,0.42
912,"San Martín Sacatepéquez",29373,"En otro paÍs",21,0.07
913,"Almolonga",15724,"En otro paÍs",8,0.05
914,"Cantel",42142,"En otro paÍs",90,0.21
915,"Huitán",13450,"En otro paÍs",23,0.17
916,"Zunil",14118,"En otro paÍs",19,0.13
917,"Colomba Costa Cuca",47544,"En otro paÍs",33,0.07
918,"San Francisco la Unión",7939,"En otro paÍs",10,0.13
919,"El Palmar",29132,"En otro paÍs",28,0.1
920,"Coatepeque",105415,"En otro paÍs",186,0.18
921,"Génova",37497,"En otro paÍs",53,0.14
922,"Flores Costa Cuca",21630,"En otro paÍs",40,0.18
923,"La Esperanza",22166,"En otro paÍs",66,0.3
924,"Palestina de los Altos",16205,"En otro paÍs",18,0.11
1001,"Mazatenango",77431,"En otro paÍs",131,0.17
1002,"Cuyotenango",33436,"En otro paÍs",47,0.14
1003,"San Francisco Zapotitlán",22533,"En otro paÍs",25,0.11
1004,"San Bernardino",15849,"En otro paÍs",27,0.17
1005,"San José el Ídolo",10212,"En otro paÍs",17,0.17
1006,"Santo Domingo Suchitepéquez",42291,"En otro paÍs",55,0.13
1007,"San Lorenzo",13282,"En otro paÍs",7,0.05
1008,"Samayac",24790,"En otro paÍs",25,0.1
1009,"San Pablo Jocopilas",20433,"En otro paÍs",32,0.16
1010,"San Antonio Suchitepéquez",59184,"En otro paÍs",56,0.09
1011,"San Miguel Panán",10320,"En otro paÍs",10,0.1
1012,"San Gabriel",7383,"En otro paÍs",17,0.23
1013,"Chicacao",60735,"En otro paÍs",18,0.03
1014,"Patulul",40683,"En otro paÍs",28,0.07
1015,"Santa Bárbara",26346,"En otro paÍs",23,0.09
1016,"San Juan Bautista",7826,"En otro paÍs",14,0.18
1017,"Santo Tomas la Unión",11698,"En otro paÍs",13,0.11
1018,"Zunilito",8280,"En otro paÍs",9,0.11
1019,"Pueblo Nuevo",11315,"En otro paÍs",14,0.12
1020,"Río Bravo",27606,"En otro paÍs",36,0.13
1021,"San José La Máquina",23062,"En otro paÍs",78,0.34
1101,"Retalhuleu",90505,"En otro paÍs",137,0.15
1102,"San Sebastián",29167,"En otro paÍs",21,0.07
1103,"Santa Cruz Muluá",13545,"En otro paÍs",9,0.07
1104,"San Martín Zapotitlán",12083,"En otro paÍs",13,0.11
1105,"San Felipe",24446,"En otro paÍs",57,0.23
1106,"San Andrés Villa Seca",47820,"En otro paÍs",52,0.11
1107,"Champerico",32815,"En otro paÍs",55,0.17
1108,"Nuevo San Carlos",39565,"En otro paÍs",50,0.13
1109,"El Asintal",36882,"En otro paÍs",38,0.1
1201,"San Marcos",47063,"En otro paÍs",111,0.24
1202,"San Pedro Sacatepéquez",79158,"En otro paÍs",145,0.18
1203,"San Antonio Sacatepéquez",19100,"En otro paÍs",20,0.1
1204,"Comitancillo",59489,"En otro paÍs",29,0.05
1205,"San Miguel Ixtahuacán",47301,"En otro paÍs",17,0.04
1206,"Concepción Tutuapa",68148,"En otro paÍs",44,0.06
1207,"Tacaná",75788,"En otro paÍs",50,0.07
1208,"Sibinal",15733,"En otro paÍs",29,0.18
1209,"Tajumulco",50907,"En otro paÍs",43,0.08
1210,"Tejutla",38669,"En otro paÍs",34,0.09
1211,"San Rafael Pie de la Cuesta",17139,"En otro paÍs",22,0.13
1212,"Nuevo Progreso",30067,"En otro paÍs",42,0.14
1213,"El Tumbador",44395,"En otro paÍs",28,0.06
1214,"San José el Rodeo",17881,"En otro paÍs",23,0.13
1215,"Malacatán",92816,"En otro paÍs",108,0.12
1216,"Catarina",30014,"En otro paÍs",61,0.2
1217,"Ayutla",37049,"En otro paÍs",160,0.43
1218,"Ocós",10841,"En otro paÍs",28,0.26
1219,"San Pablo",48937,"En otro paÍs",65,0.13
1220,"El Quetzal",23511,"En otro paÍs",20,0.09
1221,"La Reforma",17918,"En otro paÍs",15,0.08
1222,"Pajapita",21725,"En otro paÍs",36,0.17
1223,"Ixchiguán",22375,"En otro paÍs",68,0.3
1224,"San José Ojetenam",19009,"En otro paÍs",32,0.17
1225,"San Cristóbal Cucho",16619,"En otro paÍs",49,0.29
1226,"Sipacapa",20178,"En otro paÍs",7,0.03
1227,"Esquipulas Palo Gordo",12892,"En otro paÍs",8,0.06
1228,"Río Blanco",5318,"En otro paÍs",14,0.26
1229,"San Lorenzo",13125,"En otro paÍs",33,0.25
1230,"La Blanca",29112,"En otro paÍs",82,0.28
1301,"Huehuetenango",117818,"En otro paÍs",323,0.27
1302,"Chiantla",87447,"En otro paÍs",46,0.05
1303,"Malacatancito",19155,"En otro paÍs",20,0.1
1304,"Cuilco",60395,"En otro paÍs",293,0.49
1305,"Nentón",45679,"En otro paÍs",135,0.3
1306,"San Pedro Necta",38510,"En otro paÍs",31,0.08
1307,"Jacaltenango",37171,"En otro paÍs",183,0.49
1308,"San Pedro Soloma",49030,"En otro paÍs",85,0.17
1309,"San Ildefonso Ixtahuacán",44424,"En otro paÍs",41,0.09
1310,"Santa Bárbara",33608,"En otro paÍs",23,0.07
1311,"La Libertad",38234,"En otro paÍs",72,0.19
1312,"La Democracia",55434,"En otro paÍs",111,0.2
1313,"San Miguel Acatán",27128,"En otro paÍs",35,0.13
1314,"San Rafael La Independencia",14149,"En otro paÍs",50,0.35
1315,"Todos Santos Cuchumatán",30186,"En otro paÍs",65,0.22
1316,"San Juan Atitán",19418,"En otro paÍs",0,0
1317,"Santa Eulalia",39025,"En otro paÍs",17,0.04
1318,"San Mateo Ixtatán",43810,"En otro paÍs",20,0.05
1319,"Colotenango",34834,"En otro paÍs",47,0.13
1320,"San Sebastián Huehuetenango",32608,"En otro paÍs",5,0.02
1321,"Tectitán",10830,"En otro paÍs",41,0.38
1322,"Concepción Huista",18915,"En otro paÍs",25,0.13
1323,"San Juan Ixcoy",23204,"En otro paÍs",49,0.21
1324,"San Antonio Huista",16697,"En otro paÍs",45,0.27
1325,"San Sebastián Coatán",20905,"En otro paÍs",63,0.3
1326,"Santa Cruz Barillas",100849,"En otro paÍs",72,0.07
1327,"Aguacatán",49607,"En otro paÍs",123,0.25
1328,"San Rafael Petzal",11271,"En otro paÍs",6,0.05
1329,"San Gaspar Ixchil",8142,"En otro paÍs",7,0.09
1330,"Santiago Chimaltenango",10507,"En otro paÍs",1,0.01
1331,"Santa Ana Huista",9413,"En otro paÍs",98,1.04
1332,"Unión Cantinil",15900,"En otro paÍs",25,0.16
1333,"Petatán",6366,"En otro paÍs",68,1.07
1401,"Santa Cruz del Quiché",78279,"En otro paÍs",67,0.09
1402,"Chiché",29646,"En otro paÍs",10,0.03
1403,"Chinique",11382,"En otro paÍs",9,0.08
1404,"Zacualpa",32750,"En otro paÍs",42,0.13
1405,"Chajul",46658,"En otro paÍs",4,0.01
1406,"Santo Tomás Chichicastenango",141567,"En otro paÍs",39,0.03
1407,"Patzité",6144,"En otro paÍs",4,0.07
1408,"San Antonio Ilotenango",25590,"En otro paÍs",7,0.03
1409,"San Pedro Jocopilas",31950,"En otro paÍs",10,0.03
1410,"Cunén",41455,"En otro paÍs",8,0.02
1411,"San Juan Cotzal",31532,"En otro paÍs",8,0.03
1412,"Joyabaj",82369,"En otro paÍs",114,0.14
1413,"Santa María Nebaj",72686,"En otro paÍs",27,0.04
1414,"San Andrés Sajcabajá",24981,"En otro paÍs",8,0.03
1415,"San Miguel Uspantán",65872,"En otro paÍs",42,0.06
1416,"Sacapulas",52620,"En otro paÍs",9,0.02
1417,"San Bartolomé Jocotenango",13568,"En otro paÍs",2,0.01
1418,"Canillá",12172,"En otro paÍs",16,0.13
1419,"Chicamán",39731,"En otro paÍs",26,0.07
1420,"Playa Grande Ixcán",99470,"En otro paÍs",165,0.17
1421,"Pachalum",8839,"En otro paÍs",68,0.77
1501,"Salamá",65275,"En otro paÍs",161,0.25
1502,"San Miguel Chicaj",33121,"En otro paÍs",29,0.09
1503,"Rabinal",40797,"En otro paÍs",29,0.07
1504,"Cubulco",54869,"En otro paÍs",57,0.1
1505,"Granados",13595,"En otro paÍs",30,0.22
1506,"Santa Cruz El Chol",9538,"En otro paÍs",40,0.42
1507,"San Jerónimo",25459,"En otro paÍs",78,0.31
1508,"Purulhá",56822,"En otro paÍs",16,0.03
1601,"Cobán",212421,"En otro paÍs",155,0.07
1602,"Santa Cruz Verapaz",32042,"En otro paÍs",28,0.09
1603,"San Cristóbal Verapaz",68819,"En otro paÍs",14,0.02
1604,"Tactic",38052,"En otro paÍs",33,0.09
1605,"Tamahú",19984,"En otro paÍs",0,0
1606,"San Miguel Tucurú",43473,"En otro paÍs",7,0.02
1607,"Panzós",71846,"En otro paÍs",4,0.01
1608,"Senahú",91974,"En otro paÍs",13,0.01
1609,"San Pedro Carchá",235275,"En otro paÍs",39,0.02
1610,"San Juan Chamelco",57456,"En otro paÍs",30,0.05
1611,"San Agustín Lanquín",24099,"En otro paÍs",0,0
1612,"Santa María Cahabón",64911,"En otro paÍs",3,0
1613,"Chisec",84553,"En otro paÍs",17,0.02
1614,"Chahal",26644,"En otro paÍs",15,0.06
1615,"Fray Bartolomé de las Casas",66141,"En otro paÍs",66,0.1
1616,"Santa Catalina La Tinta",40516,"En otro paÍs",23,0.06
1617,"Raxruhá",36832,"En otro paÍs",15,0.04
1701,"Flores",38186,"En otro paÍs",91,0.24
1702,"San José",6989,"En otro paÍs",17,0.24
1703,"San Benito",43841,"En otro paÍs",50,0.11
1704,"San Andrés",32878,"En otro paÍs",96,0.29
1705,"La Libertad",71939,"En otro paÍs",78,0.11
1706,"San Francisco",15371,"En otro paÍs",42,0.27
1707,"Santa Ana",21970,"En otro paÍs",44,0.2
1708,"Dolores",26920,"En otro paÍs",55,0.2
1709,"San Luis",67038,"En otro paÍs",28,0.04
1710,"Sayaxché",93414,"En otro paÍs",119,0.13
1711,"Melchor de Mencos",28238,"En otro paÍs",154,0.55
1712,"Poptún",52282,"En otro paÍs",138,0.26
1713,"Las Cruces",32715,"En otro paÍs",82,0.25
1714,"El Chal",13819,"En otro paÍs",22,0.16
1801,"Puerto Barrios",100593,"En otro paÍs",247,0.25
1802,"Livingston",73492,"En otro paÍs",116,0.16
1803,"El Estor",73328,"En otro paÍs",101,0.14
1804,"Morales",100361,"En otro paÍs",224,0.22
1805,"Los Amates",60914,"En otro paÍs",85,0.14
1901,"Zacapa",60424,"En otro paÍs",168,0.28
1902,"Estanzuela",9797,"En otro paÍs",19,0.19
1903,"Río Hondo",21434,"En otro paÍs",32,0.15
1904,"Gualán",45663,"En otro paÍs",37,0.08
1905,"Teculután",17602,"En otro paÍs",10,0.06
1906,"Usumatlán",12232,"En otro paÍs",24,0.2
1907,"Cabañas",13641,"En otro paÍs",39,0.29
1908,"San Diego",7235,"En otro paÍs",14,0.19
1909,"La Unión",33572,"En otro paÍs",15,0.04
1910,"Huité",11470,"En otro paÍs",3,0.03
1911,"San Jorge",12304,"En otro paÍs",4,0.03
2001,"Chiquimula",111505,"En otro paÍs",162,0.15
2002,"San José la Arada",8756,"En otro paÍs",65,0.74
2003,"San Juan Ermita",16418,"En otro paÍs",34,0.21
2004,"Jocotán",66379,"En otro paÍs",28,0.04
2005,"Camotán",56138,"En otro paÍs",53,0.09
2006,"Olopa",27511,"En otro paÍs",34,0.12
2007,"Esquipulas",53556,"En otro paÍs",307,0.57
2008,"Concepción las Minas",11693,"En otro paÍs",74,0.63
2009,"Quezaltepeque",28075,"En otro paÍs",101,0.36
2010,"San Jacinto",12619,"En otro paÍs",11,0.09
2011,"Ipala",22413,"En otro paÍs",99,0.44
2101,"Jalapa",159840,"En otro paÍs",271,0.17
2102,"San Pedro Pinula",61908,"En otro paÍs",47,0.08
2103,"San Luis Jilotepeque",24679,"En otro paÍs",73,0.3
2104,"San Manuel Chaparrón",8317,"En otro paÍs",30,0.36
2105,"San Carlos Alzatate",18977,"En otro paÍs",5,0.03
2106,"Monjas",27354,"En otro paÍs",60,0.22
2107,"Mataquescuintla",41848,"En otro paÍs",62,0.15
2201,"Jutiapa",145880,"En otro paÍs",181,0.12
2202,"El Progreso",22114,"En otro paÍs",101,0.46
2203,"Santa Catarina Mita",28983,"En otro paÍs",136,0.47
2204,"Agua Blanca",16353,"En otro paÍs",96,0.59
2205,"Asunción Mita",48297,"En otro paÍs",408,0.84
2206,"Yupiltepeque",17389,"En otro paÍs",28,0.16
2207,"Atescatempa",18402,"En otro paÍs",153,0.83
2208,"Jerez",6309,"En otro paÍs",95,1.51
2209,"El Adelanto",6500,"En otro paÍs",5,0.08
