"Código","Municipio","Total de personas","Lugar de Nacimiento","Personas","Porcentaje de la Poblacion"
1406,"Santo Tomás Chichicastenango",141567,"No especificado",1932,1.36
1407,"Patzité",6144,"No especificado",128,2.08
1408,"San Antonio Ilotenango",25590,"No especificado",251,0.98
1409,"San Pedro Jocopilas",31950,"No especificado",958,3
1410,"Cunén",41455,"No especificado",568,1.37
1411,"San Juan Cotzal",31532,"No especificado",297,0.94
1412,"Joyabaj",82369,"No especificado",1460,1.77
1413,"Santa María Nebaj",72686,"No especificado",1000,1.38
1414,"San Andrés Sajcabajá",24981,"No especificado",615,2.46
1415,"San Miguel Uspantán",65872,"No especificado",778,1.18
1416,"Sacapulas",52620,"No especificado",630,1.2
1417,"San Bartolomé Jocotenango",13568,"No especificado",110,0.81
1418,"Canillá",12172,"No especificado",359,2.95
1419,"Chicamán",39731,"No especificado",459,1.16
1420,"Playa Grande Ixcán",99470,"No especificado",703,0.71
1421,"Pachalum",8839,"No especificado",77,0.87
1501,"Salamá",65275,"No especificado",716,1.1
1502,"San Miguel Chicaj",33121,"No especificado",289,0.87
1503,"Rabinal",40797,"No especificado",238,0.58
1504,"Cubulco",54869,"No especificado",493,0.9
1505,"Granados",13595,"No especificado",197,1.45
1506,"Santa Cruz El Chol",9538,"No especificado",66,0.69
1507,"San Jerónimo",25459,"No especificado",294,1.15
1508,"Purulhá",56822,"No especificado",562,0.99
1601,"Cobán",212421,"No especificado",2257,1.06
1602,"Santa Cruz Verapaz",32042,"No especificado",220,0.69
1603,"San Cristóbal Verapaz",68819,"No especificado",497,0.72
1604,"Tactic",38052,"No especificado",318,0.84
1605,"Tamahú",19984,"No especificado",163,0.82
1606,"San Miguel Tucurú",43473,"No especificado",846,1.95
1607,"Panzós",71846,"No especificado",667,0.93
1608,"Senahú",91974,"No especificado",824,0.9
1609,"San Pedro Carchá",235275,"No especificado",1965,0.84
1610,"San Juan Chamelco",57456,"No especificado",589,1.03
1611,"San Agustín Lanquín",24099,"No especificado",272,1.13
1612,"Santa María Cahabón",64911,"No especificado",1157,1.78
1613,"Chisec",84553,"No especificado",1030,1.22
1614,"Chahal",26644,"No especificado",320,1.2
1615,"Fray Bartolomé de las Casas",66141,"No especificado",512,0.77
1616,"Santa Catalina La Tinta",40516,"No especificado",315,0.78
1617,"Raxruhá",36832,"No especificado",408,1.11
1701,"Flores",38186,"No especificado",538,1.41
1702,"San José",6989,"No especificado",39,0.56
1703,"San Benito",43841,"No especificado",931,2.12
1704,"San Andrés",32878,"No especificado",347,1.06
1705,"La Libertad",71939,"No especificado",913,1.27
1706,"San Francisco",15371,"No especificado",132,0.86
1707,"Santa Ana",21970,"No especificado",497,2.26
1708,"Dolores",26920,"No especificado",522,1.94
1709,"San Luis",67038,"No especificado",668,1
1710,"Sayaxché",93414,"No especificado",832,0.89
1711,"Melchor de Mencos",28238,"No especificado",328,1.16
1712,"Poptún",52282,"No especificado",561,1.07
1713,"Las Cruces",32715,"No especificado",243,0.74
1714,"El Chal",13819,"No especificado",182,1.32
1801,"Puerto Barrios",100593,"No especificado",2060,2.05
1802,"Livingston",73492,"No especificado",1075,1.46
1803,"El Estor",73328,"No especificado",640,0.87
1804,"Morales",100361,"No especificado",1054,1.05
1805,"Los Amates",60914,"No especificado",1004,1.65
1901,"Zacapa",60424,"No especificado",1878,3.11
1902,"Estanzuela",9797,"No especificado",299,3.05
1903,"Río Hondo",21434,"No especificado",632,2.95
1904,"Gualán",45663,"No especificado",1991,4.36
1905,"Teculután",17602,"No especificado",619,3.52
1906,"Usumatlán",12232,"No especificado",302,2.47
1907,"Cabañas",13641,"No especificado",292,2.14
1908,"San Diego",7235,"No especificado",260,3.59
1909,"La Unión",33572,"No especificado",725,2.16
1910,"Huité",11470,"No especificado",187,1.63
1911,"San Jorge",12304,"No especificado",311,2.53
2001,"Chiquimula",111505,"No especificado",2672,2.4
2002,"San José la Arada",8756,"No especificado",151,1.72
2003,"San Juan Ermita",16418,"No especificado",216,1.32
2004,"Jocotán",66379,"No especificado",1181,1.78
2005,"Camotán",56138,"No especificado",1047,1.87
2006,"Olopa",27511,"No especificado",348,1.26
2007,"Esquipulas",53556,"No especificado",896,1.67
2008,"Concepción las Minas",11693,"No especificado",478,4.09
2009,"Quezaltepeque",28075,"No especificado",449,1.6
2010,"San Jacinto",12619,"No especificado",148,1.17
2011,"Ipala",22413,"No especificado",473,2.11
2101,"Jalapa",159840,"No especificado",1785,1.12
2102,"San Pedro Pinula",61908,"No especificado",645,1.04
2103,"San Luis Jilotepeque",24679,"No especificado",191,0.77
2104,"San Manuel Chaparrón",8317,"No especificado",81,0.97
2105,"San Carlos Alzatate",18977,"No especificado",170,0.9
2106,"Monjas",27354,"No especificado",405,1.48
2107,"Mataquescuintla",41848,"No especificado",419,1
2201,"Jutiapa",145880,"No especificado",2368,1.62
2202,"El Progreso",22114,"No especificado",350,1.58
2203,"Santa Catarina Mita",28983,"No especificado",290,1
2204,"Agua Blanca",16353,"No especificado",172,1.05
2205,"Asunción Mita",48297,"No especificado",536,1.11
2206,"Yupiltepeque",17389,"No especificado",153,0.88
2207,"Atescatempa",18402,"No especificado",271,1.47
2208,"Jerez",6309,"No especificado",34,0.54
2209,"El Adelanto",6500,"No especificado",32,0.49
2210,"Zapotitlán",9126,"No especificado",110,1.21
2211,"Comapa",32207,"No especificado",496,1.54
2212,"Jalpatagua",28832,"No especificado",477,1.65
2213,"Conguaco",23452,"No especificado",202,0.86
2214,"Moyuta",39781,"No especificado",706,1.77
2215,"Pasaco",8854,"No especificado",102,1.15
2216,"San José Acatempa",13206,"No especificado",125,0.95
2217,"Quesada",22710,"No especificado",206,0.91
