"Código","Municipio","Población de 10 años o más","Estado Civil","Cantidad","Porcentaje de Poblacion"
101,"Guatemala",780307,"Soltera(o)",351055,44.99
101,"Guatemala",780307,"Unida(o)",112772,14.45
101,"Guatemala",780307,"Casada(o)",243447,31.2
101,"Guatemala",780307,"Separada(o)",27793,3.56
101,"Guatemala",780307,"Divorciada(o)",8465,1.08
101,"Guatemala",780307,"Viuda(o)",36775,4.71
102,"Santa Catarina Pinula",66790,"Soltera(o)",29322,43.9
102,"Santa Catarina Pinula",66790,"Unida(o)",8872,13.28
102,"Santa Catarina Pinula",66790,"Casada(o)",24182,36.21
102,"Santa Catarina Pinula",66790,"Separada(o)",1671,2.5
102,"Santa Catarina Pinula",66790,"Divorciada(o)",555,0.83
102,"Santa Catarina Pinula",66790,"Viuda(o)",2188,3.28
103,"San José Pinula",63628,"Soltera(o)",27552,43.3
103,"San José Pinula",63628,"Unida(o)",9543,15
103,"San José Pinula",63628,"Casada(o)",22727,35.72
103,"San José Pinula",63628,"Separada(o)",1511,2.37
103,"San José Pinula",63628,"Divorciada(o)",369,0.58
103,"San José Pinula",63628,"Viuda(o)",1926,3.03
104,"San José del Golfo",5760,"Soltera(o)",2288,39.72
104,"San José del Golfo",5760,"Unida(o)",811,14.08
104,"San José del Golfo",5760,"Casada(o)",2143,37.2
104,"San José del Golfo",5760,"Separada(o)",254,4.41
104,"San José del Golfo",5760,"Divorciada(o)",10,0.17
104,"San José del Golfo",5760,"Viuda(o)",254,4.41
105,"Palencia",55019,"Soltera(o)",22625,41.12
105,"Palencia",55019,"Unida(o)",9849,17.9
105,"Palencia",55019,"Casada(o)",19141,34.79
105,"Palencia",55019,"Separada(o)",1398,2.54
105,"Palencia",55019,"Divorciada(o)",116,0.21
105,"Palencia",55019,"Viuda(o)",1890,3.44
106,"Chinautla",92049,"Soltera(o)",40434,43.93
106,"Chinautla",92049,"Unida(o)",16463,17.89
106,"Chinautla",92049,"Casada(o)",27992,30.41
106,"Chinautla",92049,"Separada(o)",3256,3.54
106,"Chinautla",92049,"Divorciada(o)",357,0.39
106,"Chinautla",92049,"Viuda(o)",3547,3.85
107,"San Pedro Ayampuc",46476,"Soltera(o)",19881,42.78
107,"San Pedro Ayampuc",46476,"Unida(o)",9172,19.73
107,"San Pedro Ayampuc",46476,"Casada(o)",14230,30.62
107,"San Pedro Ayampuc",46476,"Separada(o)",1480,3.18
107,"San Pedro Ayampuc",46476,"Divorciada(o)",121,0.26
107,"San Pedro Ayampuc",46476,"Viuda(o)",1592,3.43
108,"Mixco",390151,"Soltera(o)",172784,44.29
108,"Mixco",390151,"Unida(o)",50700,12.99
108,"Mixco",390151,"Casada(o)",135636,34.77
108,"Mixco",390151,"Separada(o)",11476,2.94
108,"Mixco",390151,"Divorciada(o)",3436,0.88
108,"Mixco",390151,"Viuda(o)",16119,4.13
109,"San Pedro Sacatepéquez",40578,"Soltera(o)",17943,44.22
109,"San Pedro Sacatepéquez",40578,"Unida(o)",4800,11.83
109,"San Pedro Sacatepéquez",40578,"Casada(o)",15446,38.06
109,"San Pedro Sacatepéquez",40578,"Separada(o)",862,2.12
109,"San Pedro Sacatepéquez",40578,"Divorciada(o)",68,0.17
109,"San Pedro Sacatepéquez",40578,"Viuda(o)",1459,3.6
110,"San Juan Sacatepéquez",170568,"Soltera(o)",77696,45.55
110,"San Juan Sacatepéquez",170568,"Unida(o)",20954,12.28
110,"San Juan Sacatepéquez",170568,"Casada(o)",61664,36.15
110,"San Juan Sacatepéquez",170568,"Separada(o)",4180,2.45
110,"San Juan Sacatepéquez",170568,"Divorciada(o)",316,0.19
110,"San Juan Sacatepéquez",170568,"Viuda(o)",5758,3.38
111,"San Raymundo",24637,"Soltera(o)",11189,45.42
111,"San Raymundo",24637,"Unida(o)",2656,10.78
111,"San Raymundo",24637,"Casada(o)",9478,38.47
111,"San Raymundo",24637,"Separada(o)",441,1.79
111,"San Raymundo",24637,"Divorciada(o)",43,0.17
111,"San Raymundo",24637,"Viuda(o)",830,3.37
112,"Chuarrancho",9692,"Soltera(o)",3994,41.21
112,"Chuarrancho",9692,"Unida(o)",1455,15.01
112,"Chuarrancho",9692,"Casada(o)",3646,37.62
112,"Chuarrancho",9692,"Separada(o)",187,1.93
112,"Chuarrancho",9692,"Divorciada(o)",3,0.03
112,"Chuarrancho",9692,"Viuda(o)",407,4.2
113,"Fraijanes",49291,"Soltera(o)",21171,42.95
113,"Fraijanes",49291,"Unida(o)",7592,15.4
113,"Fraijanes",49291,"Casada(o)",17505,35.51
113,"Fraijanes",49291,"Separada(o)",1152,2.34
113,"Fraijanes",49291,"Divorciada(o)",413,0.84
113,"Fraijanes",49291,"Viuda(o)",1458,2.96
114,"Amatitlán",94386,"Soltera(o)",39695,42.06
114,"Amatitlán",94386,"Unida(o)",16839,17.84
114,"Amatitlán",94386,"Casada(o)",31255,33.11
114,"Amatitlán",94386,"Separada(o)",2869,3.04
114,"Amatitlán",94386,"Divorciada(o)",437,0.46
114,"Amatitlán",94386,"Viuda(o)",3291,3.49
115,"Villa Nueva",354753,"Soltera(o)",153966,43.4
115,"Villa Nueva",354753,"Unida(o)",59667,16.82
115,"Villa Nueva",354753,"Casada(o)",114259,32.21
115,"Villa Nueva",354753,"Separada(o)",11619,3.28
115,"Villa Nueva",354753,"Divorciada(o)",2162,0.61
115,"Villa Nueva",354753,"Viuda(o)",13080,3.69
116,"Villa Canales",124302,"Soltera(o)",53505,43.04
116,"Villa Canales",124302,"Unida(o)",23295,18.74
116,"Villa Canales",124302,"Casada(o)",39481,31.76
116,"Villa Canales",124302,"Separada(o)",3545,2.85
116,"Villa Canales",124302,"Divorciada(o)",441,0.35
116,"Villa Canales",124302,"Viuda(o)",4035,3.25
117,"San Miguel Petapa",112379,"Soltera(o)",49882,44.39
117,"San Miguel Petapa",112379,"Unida(o)",17480,15.55
117,"San Miguel Petapa",112379,"Casada(o)",37276,33.17
117,"San Miguel Petapa",112379,"Separada(o)",3363,2.99
117,"San Miguel Petapa",112379,"Divorciada(o)",751,0.67
117,"San Miguel Petapa",112379,"Viuda(o)",3627,3.23
201,"Guastatoya",20352,"Soltera(o)",8377,41.16
201,"Guastatoya",20352,"Unida(o)",3707,18.21
201,"Guastatoya",20352,"Casada(o)",6703,32.94
201,"Guastatoya",20352,"Separada(o)",612,3.01
201,"Guastatoya",20352,"Divorciada(o)",108,0.53
201,"Guastatoya",20352,"Viuda(o)",845,4.15
202,"Morazán",9828,"Soltera(o)",3936,40.05
202,"Morazán",9828,"Unida(o)",1861,18.94
202,"Morazán",9828,"Casada(o)",3285,33.42
202,"Morazán",9828,"Separada(o)",256,2.6
202,"Morazán",9828,"Divorciada(o)",31,0.32
202,"Morazán",9828,"Viuda(o)",459,4.67
203,"San Agustín Acasaguastlán",34822,"Soltera(o)",15505,44.53
203,"San Agustín Acasaguastlán",34822,"Unida(o)",7136,20.49
203,"San Agustín Acasaguastlán",34822,"Casada(o)",9737,27.96
203,"San Agustín Acasaguastlán",34822,"Separada(o)",876,2.52
203,"San Agustín Acasaguastlán",34822,"Divorciada(o)",81,0.23
203,"San Agustín Acasaguastlán",34822,"Viuda(o)",1487,4.27
204,"San Cristóbal Acasaguastlán",5747,"Soltera(o)",2615,45.5
204,"San Cristóbal Acasaguastlán",5747,"Unida(o)",1270,22.1
204,"San Cristóbal Acasaguastlán",5747,"Casada(o)",1525,26.54
204,"San Cristóbal Acasaguastlán",5747,"Separada(o)",85,1.48
204,"San Cristóbal Acasaguastlán",5747,"Divorciada(o)",15,0.26
204,"San Cristóbal Acasaguastlán",5747,"Viuda(o)",237,4.12
205,"El Jícaro",10655,"Soltera(o)",4442,41.69
205,"El Jícaro",10655,"Unida(o)",2355,22.1
205,"El Jícaro",10655,"Casada(o)",2945,27.64
205,"El Jícaro",10655,"Separada(o)",394,3.7
205,"El Jícaro",10655,"Divorciada(o)",37,0.35
205,"El Jícaro",10655,"Viuda(o)",482,4.52
206,"Sansare",10693,"Soltera(o)",4581,42.84
206,"Sansare",10693,"Unida(o)",2008,18.78
206,"Sansare",10693,"Casada(o)",3361,31.43
206,"Sansare",10693,"Separada(o)",211,1.97
206,"Sansare",10693,"Divorciada(o)",30,0.28
206,"Sansare",10693,"Viuda(o)",502,4.69
207,"Sanarate",31792,"Soltera(o)",12834,40.37
207,"Sanarate",31792,"Unida(o)",6285,19.77
207,"Sanarate",31792,"Casada(o)",10048,31.61
207,"Sanarate",31792,"Separada(o)",1049,3.3
207,"Sanarate",31792,"Divorciada(o)",123,0.39
207,"Sanarate",31792,"Viuda(o)",1453,4.57
208,"San Antonio la Paz",16355,"Soltera(o)",6480,39.62
208,"San Antonio la Paz",16355,"Unida(o)",3834,23.44
208,"San Antonio la Paz",16355,"Casada(o)",4810,29.41
208,"San Antonio la Paz",16355,"Separada(o)",559,3.42
208,"San Antonio la Paz",16355,"Divorciada(o)",38,0.23
208,"San Antonio la Paz",16355,"Viuda(o)",634,3.88
301,"Antigua Guatemala",38720,"Soltera(o)",17575,45.39
301,"Antigua Guatemala",38720,"Unida(o)",3970,10.25
301,"Antigua Guatemala",38720,"Casada(o)",14050,36.29
301,"Antigua Guatemala",38720,"Separada(o)",1116,2.88
301,"Antigua Guatemala",38720,"Divorciada(o)",308,0.8
301,"Antigua Guatemala",38720,"Viuda(o)",1701,4.39
302,"Jocotenango",18204,"Soltera(o)",8390,46.09
302,"Jocotenango",18204,"Unida(o)",2088,11.47
302,"Jocotenango",18204,"Casada(o)",6293,34.57
302,"Jocotenango",18204,"Separada(o)",556,3.05
302,"Jocotenango",18204,"Divorciada(o)",145,0.8
302,"Jocotenango",18204,"Viuda(o)",732,4.02
303,"Pastores",14325,"Soltera(o)",6125,42.76
303,"Pastores",14325,"Unida(o)",1862,13
303,"Pastores",14325,"Casada(o)",5417,37.82
303,"Pastores",14325,"Separada(o)",365,2.55
303,"Pastores",14325,"Divorciada(o)",33,0.23
303,"Pastores",14325,"Viuda(o)",523,3.65
304,"Sumpango",29506,"Soltera(o)",12871,43.62
304,"Sumpango",29506,"Unida(o)",2810,9.52
304,"Sumpango",29506,"Casada(o)",12398,42.02
304,"Sumpango",29506,"Separada(o)",483,1.64
304,"Sumpango",29506,"Divorciada(o)",42,0.14
304,"Sumpango",29506,"Viuda(o)",902,3.06
305,"Santo Domingo Xenacoj",9825,"Soltera(o)",4472,45.52
305,"Santo Domingo Xenacoj",9825,"Unida(o)",1613,16.42
305,"Santo Domingo Xenacoj",9825,"Casada(o)",3275,33.33
305,"Santo Domingo Xenacoj",9825,"Separada(o)",197,2.01
305,"Santo Domingo Xenacoj",9825,"Divorciada(o)",6,0.06
305,"Santo Domingo Xenacoj",9825,"Viuda(o)",262,2.67
306,"Santiago Sacatepéquez",23591,"Soltera(o)",10108,42.85
306,"Santiago Sacatepéquez",23591,"Unida(o)",2705,11.47
306,"Santiago Sacatepéquez",23591,"Casada(o)",9544,40.46
306,"Santiago Sacatepéquez",23591,"Separada(o)",391,1.66
306,"Santiago Sacatepéquez",23591,"Divorciada(o)",65,0.28
306,"Santiago Sacatepéquez",23591,"Viuda(o)",778,3.3
307,"San Bartolomé Milpas Altas",6366,"Soltera(o)",2935,46.1
307,"San Bartolomé Milpas Altas",6366,"Unida(o)",878,13.79
307,"San Bartolomé Milpas Altas",6366,"Casada(o)",2106,33.08
307,"San Bartolomé Milpas Altas",6366,"Separada(o)",181,2.84
307,"San Bartolomé Milpas Altas",6366,"Divorciada(o)",33,0.52
307,"San Bartolomé Milpas Altas",6366,"Viuda(o)",233,3.66
308,"San Lucas Sacatepéquez",19382,"Soltera(o)",8500,43.86
308,"San Lucas Sacatepéquez",19382,"Unida(o)",2282,11.77
308,"San Lucas Sacatepéquez",19382,"Casada(o)",7299,37.66
308,"San Lucas Sacatepéquez",19382,"Separada(o)",451,2.33
308,"San Lucas Sacatepéquez",19382,"Divorciada(o)",174,0.9
308,"San Lucas Sacatepéquez",19382,"Viuda(o)",676,3.49
309,"Santa Lucía Milpas Altas",12788,"Soltera(o)",5579,43.63
309,"Santa Lucía Milpas Altas",12788,"Unida(o)",1776,13.89
309,"Santa Lucía Milpas Altas",12788,"Casada(o)",4549,35.57
309,"Santa Lucía Milpas Altas",12788,"Separada(o)",394,3.08
309,"Santa Lucía Milpas Altas",12788,"Divorciada(o)",64,0.5
309,"Santa Lucía Milpas Altas",12788,"Viuda(o)",426,3.33
310,"Magdalena Milpas Altas",9614,"Soltera(o)",4079,42.43
310,"Magdalena Milpas Altas",9614,"Unida(o)",1476,15.35
310,"Magdalena Milpas Altas",9614,"Casada(o)",3545,36.87
310,"Magdalena Milpas Altas",9614,"Separada(o)",198,2.06
310,"Magdalena Milpas Altas",9614,"Divorciada(o)",9,0.09
310,"Magdalena Milpas Altas",9614,"Viuda(o)",307,3.19
311,"Santa María de Jesús",16869,"Soltera(o)",7175,42.53
311,"Santa María de Jesús",16869,"Unida(o)",1950,11.56
311,"Santa María de Jesús",16869,"Casada(o)",7069,41.91
311,"Santa María de Jesús",16869,"Separada(o)",151,0.9
311,"Santa María de Jesús",16869,"Divorciada(o)",3,0.02
311,"Santa María de Jesús",16869,"Viuda(o)",521,3.09
312,"Ciudad Vieja",27187,"Soltera(o)",11428,42.03
312,"Ciudad Vieja",27187,"Unida(o)",3268,12.02
312,"Ciudad Vieja",27187,"Casada(o)",10877,40.01
312,"Ciudad Vieja",27187,"Separada(o)",581,2.14
312,"Ciudad Vieja",27187,"Divorciada(o)",102,0.38
312,"Ciudad Vieja",27187,"Viuda(o)",931,3.42
313,"San Miguel Dueñas",10234,"Soltera(o)",4227,41.3
313,"San Miguel Dueñas",10234,"Unida(o)",1299,12.69
313,"San Miguel Dueñas",10234,"Casada(o)",4029,39.37
313,"San Miguel Dueñas",10234,"Separada(o)",241,2.35
313,"San Miguel Dueñas",10234,"Divorciada(o)",45,0.44
313,"San Miguel Dueñas",10234,"Viuda(o)",393,3.84
314,"San Juan Alotenango",18901,"Soltera(o)",8130,43.01
314,"San Juan Alotenango",18901,"Unida(o)",2400,12.7
314,"San Juan Alotenango",18901,"Casada(o)",7363,38.96
314,"San Juan Alotenango",18901,"Separada(o)",298,1.58
314,"San Juan Alotenango",18901,"Divorciada(o)",19,0.1
314,"San Juan Alotenango",18901,"Viuda(o)",691,3.66
315,"San Antonio Aguas Calientes",9286,"Soltera(o)",3850,41.46
315,"San Antonio Aguas Calientes",9286,"Unida(o)",1164,12.53
315,"San Antonio Aguas Calientes",9286,"Casada(o)",3744,40.32
315,"San Antonio Aguas Calientes",9286,"Separada(o)",162,1.74
315,"San Antonio Aguas Calientes",9286,"Divorciada(o)",12,0.13
315,"San Antonio Aguas Calientes",9286,"Viuda(o)",354,3.81
316,"Santa Catarina Barahona",3325,"Soltera(o)",1371,41.23
316,"Santa Catarina Barahona",3325,"Unida(o)",459,13.8
316,"Santa Catarina Barahona",3325,"Casada(o)",1299,39.07
316,"Santa Catarina Barahona",3325,"Separada(o)",74,2.23
316,"Santa Catarina Barahona",3325,"Divorciada(o)",4,0.12
316,"Santa Catarina Barahona",3325,"Viuda(o)",118,3.55
401,"Chimaltenango",77744,"Soltera(o)",35983,46.28
401,"Chimaltenango",77744,"Unida(o)",8080,10.39
401,"Chimaltenango",77744,"Casada(o)",29110,37.44
401,"Chimaltenango",77744,"Separada(o)",1549,1.99
401,"Chimaltenango",77744,"Divorciada(o)",267,0.34
401,"Chimaltenango",77744,"Viuda(o)",2755,3.54
402,"San José Poaquil",21035,"Soltera(o)",9659,45.92
402,"San José Poaquil",21035,"Unida(o)",1725,8.2
402,"San José Poaquil",21035,"Casada(o)",8432,40.09
402,"San José Poaquil",21035,"Separada(o)",232,1.1
402,"San José Poaquil",21035,"Divorciada(o)",9,0.04
402,"San José Poaquil",21035,"Viuda(o)",978,4.65
403,"San Martín Jilotepeque",56682,"Soltera(o)",27199,47.99
403,"San Martín Jilotepeque",56682,"Unida(o)",4076,7.19
403,"San Martín Jilotepeque",56682,"Casada(o)",22352,39.43
403,"San Martín Jilotepeque",56682,"Separada(o)",660,1.16
403,"San Martín Jilotepeque",56682,"Divorciada(o)",40,0.07
403,"San Martín Jilotepeque",56682,"Viuda(o)",2355,4.15
404,"San Juan Comalapa",38251,"Soltera(o)",18007,47.08
404,"San Juan Comalapa",38251,"Unida(o)",1654,4.32
404,"San Juan Comalapa",38251,"Casada(o)",16405,42.89
404,"San Juan Comalapa",38251,"Separada(o)",567,1.48
404,"San Juan Comalapa",38251,"Divorciada(o)",27,0.07
404,"San Juan Comalapa",38251,"Viuda(o)",1591,4.16
405,"Santa Apolonia",13682,"Soltera(o)",6272,45.84
405,"Santa Apolonia",13682,"Unida(o)",743,5.43
405,"Santa Apolonia",13682,"Casada(o)",6049,44.21
405,"Santa Apolonia",13682,"Separada(o)",142,1.04
405,"Santa Apolonia",13682,"Divorciada(o)",9,0.07
405,"Santa Apolonia",13682,"Viuda(o)",467,3.41
406,"Tecpán Guatemala",68367,"Soltera(o)",31472,46.03
406,"Tecpán Guatemala",68367,"Unida(o)",4344,6.35
406,"Tecpán Guatemala",68367,"Casada(o)",29262,42.8
406,"Tecpán Guatemala",68367,"Separada(o)",903,1.32
406,"Tecpán Guatemala",68367,"Divorciada(o)",57,0.08
406,"Tecpán Guatemala",68367,"Viuda(o)",2329,3.41
407,"Patzún",45082,"Soltera(o)",19313,42.84
407,"Patzún",45082,"Unida(o)",3502,7.77
407,"Patzún",45082,"Casada(o)",19773,43.86
407,"Patzún",45082,"Separada(o)",740,1.64
407,"Patzún",45082,"Divorciada(o)",35,0.08
407,"Patzún",45082,"Viuda(o)",1719,3.81
408,"San Miguel Pochuta",6870,"Soltera(o)",3164,46.06
408,"San Miguel Pochuta",6870,"Unida(o)",1382,20.12
408,"San Miguel Pochuta",6870,"Casada(o)",1926,28.03
408,"San Miguel Pochuta",6870,"Separada(o)",106,1.54
408,"San Miguel Pochuta",6870,"Divorciada(o)",12,0.17
408,"San Miguel Pochuta",6870,"Viuda(o)",280,4.08
409,"Patzicía",25874,"Soltera(o)",11068,42.78
409,"Patzicía",25874,"Unida(o)",1651,6.38
409,"Patzicía",25874,"Casada(o)",11908,46.02
409,"Patzicía",25874,"Separada(o)",277,1.07
409,"Patzicía",25874,"Divorciada(o)",24,0.09
409,"Patzicía",25874,"Viuda(o)",946,3.66
410,"Santa Cruz Balanyá",7295,"Soltera(o)",3341,45.8
410,"Santa Cruz Balanyá",7295,"Unida(o)",468,6.42
410,"Santa Cruz Balanyá",7295,"Casada(o)",3043,41.71
410,"Santa Cruz Balanyá",7295,"Separada(o)",137,1.88
410,"Santa Cruz Balanyá",7295,"Divorciada(o)",7,0.1
410,"Santa Cruz Balanyá",7295,"Viuda(o)",299,4.1
411,"Acatenango",17758,"Soltera(o)",7690,43.3
411,"Acatenango",17758,"Unida(o)",2446,13.77
411,"Acatenango",17758,"Casada(o)",6663,37.52
411,"Acatenango",17758,"Separada(o)",293,1.65
411,"Acatenango",17758,"Divorciada(o)",12,0.07
411,"Acatenango",17758,"Viuda(o)",654,3.68
412,"San Pedro Yepocapa",26090,"Soltera(o)",11677,44.76
412,"San Pedro Yepocapa",26090,"Unida(o)",5524,21.17
412,"San Pedro Yepocapa",26090,"Casada(o)",7555,28.96
412,"San Pedro Yepocapa",26090,"Separada(o)",547,2.1
412,"San Pedro Yepocapa",26090,"Divorciada(o)",15,0.06
412,"San Pedro Yepocapa",26090,"Viuda(o)",772,2.96
413,"San Andrés Itzapa",24551,"Soltera(o)",10378,42.27
413,"San Andrés Itzapa",24551,"Unida(o)",2518,10.26
413,"San Andrés Itzapa",24551,"Casada(o)",10020,40.81
413,"San Andrés Itzapa",24551,"Separada(o)",683,2.78
413,"San Andrés Itzapa",24551,"Divorciada(o)",35,0.14
413,"San Andrés Itzapa",24551,"Viuda(o)",917,3.74
414,"Parramos",12472,"Soltera(o)",5754,46.14
414,"Parramos",12472,"Unida(o)",1568,12.57
414,"Parramos",12472,"Casada(o)",4474,35.87
414,"Parramos",12472,"Separada(o)",193,1.55
414,"Parramos",12472,"Divorciada(o)",29,0.23
414,"Parramos",12472,"Viuda(o)",454,3.64
415,"Zaragoza",18615,"Soltera(o)",7862,42.23
415,"Zaragoza",18615,"Unida(o)",2718,14.6
415,"Zaragoza",18615,"Casada(o)",6748,36.25
415,"Zaragoza",18615,"Separada(o)",566,3.04
415,"Zaragoza",18615,"Divorciada(o)",53,0.28
415,"Zaragoza",18615,"Viuda(o)",668,3.59
416,"El Tejar",15644,"Soltera(o)",7016,44.85
416,"El Tejar",15644,"Unida(o)",2149,13.74
416,"El Tejar",15644,"Casada(o)",5382,34.4
416,"El Tejar",15644,"Separada(o)",472,3.02
416,"El Tejar",15644,"Divorciada(o)",48,0.31
416,"El Tejar",15644,"Viuda(o)",577,3.69
501,"Escuintla",126666,"Soltera(o)",52461,41.42
501,"Escuintla",126666,"Unida(o)",27512,21.72
501,"Escuintla",126666,"Casada(o)",36021,28.44
501,"Escuintla",126666,"Separada(o)",4970,3.92
501,"Escuintla",126666,"Divorciada(o)",538,0.42
501,"Escuintla",126666,"Viuda(o)",5164,4.08
502,"Santa Lucía Cotzumalguapa",88670,"Soltera(o)",37245,42
502,"Santa Lucía Cotzumalguapa",88670,"Unida(o)",16810,18.96
502,"Santa Lucía Cotzumalguapa",88670,"Casada(o)",28315,31.93
502,"Santa Lucía Cotzumalguapa",88670,"Separada(o)",2435,2.75
502,"Santa Lucía Cotzumalguapa",88670,"Divorciada(o)",188,0.21
502,"Santa Lucía Cotzumalguapa",88670,"Viuda(o)",3677,4.15
503,"La Democracia",17916,"Soltera(o)",7000,39.07
503,"La Democracia",17916,"Unida(o)",4670,26.07
503,"La Democracia",17916,"Casada(o)",4899,27.34
503,"La Democracia",17916,"Separada(o)",523,2.92
503,"La Democracia",17916,"Divorciada(o)",34,0.19
503,"La Democracia",17916,"Viuda(o)",790,4.41
504,"Siquinalá",17871,"Soltera(o)",7555,42.28
504,"Siquinalá",17871,"Unida(o)",3890,21.77
504,"Siquinalá",17871,"Casada(o)",5401,30.22
504,"Siquinalá",17871,"Separada(o)",375,2.1
504,"Siquinalá",17871,"Divorciada(o)",33,0.18
504,"Siquinalá",17871,"Viuda(o)",617,3.45
505,"Masagua",35198,"Soltera(o)",14258,40.51
505,"Masagua",35198,"Unida(o)",9877,28.06
505,"Masagua",35198,"Casada(o)",8483,24.1
505,"Masagua",35198,"Separada(o)",1156,3.28
505,"Masagua",35198,"Divorciada(o)",36,0.1
505,"Masagua",35198,"Viuda(o)",1388,3.94
506,"Tiquisate",44417,"Soltera(o)",18181,40.93
506,"Tiquisate",44417,"Unida(o)",11501,25.89
506,"Tiquisate",44417,"Casada(o)",11049,24.88
506,"Tiquisate",44417,"Separada(o)",1690,3.8
506,"Tiquisate",44417,"Divorciada(o)",100,0.23
506,"Tiquisate",44417,"Viuda(o)",1896,4.27
507,"La Gomera",36257,"Soltera(o)",14605,40.28
507,"La Gomera",36257,"Unida(o)",9684,26.71
507,"La Gomera",36257,"Casada(o)",9553,26.35
507,"La Gomera",36257,"Separada(o)",986,2.72
507,"La Gomera",36257,"Divorciada(o)",48,0.13
507,"La Gomera",36257,"Viuda(o)",1381,3.81
508,"Guanagazapa",12130,"Soltera(o)",5266,43.41
508,"Guanagazapa",12130,"Unida(o)",3189,26.29
508,"Guanagazapa",12130,"Casada(o)",3026,24.95
508,"Guanagazapa",12130,"Separada(o)",238,1.96
508,"Guanagazapa",12130,"Divorciada(o)",11,0.09
508,"Guanagazapa",12130,"Viuda(o)",400,3.3
509,"San José",49501,"Soltera(o)",20027,40.46
509,"San José",49501,"Unida(o)",13766,27.81
509,"San José",49501,"Casada(o)",12151,24.55
509,"San José",49501,"Separada(o)",1669,3.37
509,"San José",49501,"Divorciada(o)",105,0.21
509,"San José",49501,"Viuda(o)",1783,3.6
510,"Iztapa",14435,"Soltera(o)",5729,39.69
510,"Iztapa",14435,"Unida(o)",4271,29.59
510,"Iztapa",14435,"Casada(o)",3463,23.99
510,"Iztapa",14435,"Separada(o)",470,3.26
510,"Iztapa",14435,"Divorciada(o)",28,0.19
510,"Iztapa",14435,"Viuda(o)",474,3.28
511,"Palín",52266,"Soltera(o)",21592,41.31
511,"Palín",52266,"Unida(o)",10413,19.92
511,"Palín",52266,"Casada(o)",16811,32.16
511,"Palín",52266,"Separada(o)",1607,3.07
511,"Palín",52266,"Divorciada(o)",122,0.23
511,"Palín",52266,"Viuda(o)",1721,3.29
512,"San Vicente Pacaya",13250,"Soltera(o)",5579,42.11
512,"San Vicente Pacaya",13250,"Unida(o)",3343,25.23
512,"San Vicente Pacaya",13250,"Casada(o)",3558,26.85
512,"San Vicente Pacaya",13250,"Separada(o)",341,2.57
512,"San Vicente Pacaya",13250,"Divorciada(o)",15,0.11
512,"San Vicente Pacaya",13250,"Viuda(o)",414,3.12
513,"Nueva Concepción",56682,"Soltera(o)",23177,40.89
513,"Nueva Concepción",56682,"Unida(o)",15511,27.36
513,"Nueva Concepción",56682,"Casada(o)",13433,23.7
513,"Nueva Concepción",56682,"Separada(o)",2009,3.54
513,"Nueva Concepción",56682,"Divorciada(o)",86,0.15
513,"Nueva Concepción",56682,"Viuda(o)",2466,4.35
514,"Sipacate",12752,"Soltera(o)",5385,42.23
514,"Sipacate",12752,"Unida(o)",3896,30.55
514,"Sipacate",12752,"Casada(o)",2739,21.48
514,"Sipacate",12752,"Separada(o)",292,2.29
514,"Sipacate",12752,"Divorciada(o)",10,0.08
514,"Sipacate",12752,"Viuda(o)",430,3.37
601,"Cuilapa",32637,"Soltera(o)",14234,43.61
601,"Cuilapa",32637,"Unida(o)",6680,20.47
601,"Cuilapa",32637,"Casada(o)",9413,28.84
601,"Cuilapa",32637,"Separada(o)",963,2.95
601,"Cuilapa",32637,"Divorciada(o)",99,0.3
601,"Cuilapa",32637,"Viuda(o)",1248,3.82
602,"Barberena",45588,"Soltera(o)",19554,42.89
602,"Barberena",45588,"Unida(o)",9140,20.05
602,"Barberena",45588,"Casada(o)",13513,29.64
602,"Barberena",45588,"Separada(o)",1533,3.36
602,"Barberena",45588,"Divorciada(o)",128,0.28
602,"Barberena",45588,"Viuda(o)",1720,3.77
603,"Santa Rosa de Lima",15513,"Soltera(o)",6722,43.33
603,"Santa Rosa de Lima",15513,"Unida(o)",2917,18.8
603,"Santa Rosa de Lima",15513,"Casada(o)",4728,30.48
603,"Santa Rosa de Lima",15513,"Separada(o)",468,3.02
603,"Santa Rosa de Lima",15513,"Divorciada(o)",36,0.23
603,"Santa Rosa de Lima",15513,"Viuda(o)",642,4.14
604,"Casillas",19616,"Soltera(o)",8496,43.31
604,"Casillas",19616,"Unida(o)",4471,22.79
604,"Casillas",19616,"Casada(o)",5221,26.62
604,"Casillas",19616,"Separada(o)",562,2.87
604,"Casillas",19616,"Divorciada(o)",29,0.15
604,"Casillas",19616,"Viuda(o)",837,4.27
605,"San Rafael las Flores",9748,"Soltera(o)",4125,42.32
605,"San Rafael las Flores",9748,"Unida(o)",2342,24.03
605,"San Rafael las Flores",9748,"Casada(o)",2695,27.65
605,"San Rafael las Flores",9748,"Separada(o)",236,2.42
605,"San Rafael las Flores",9748,"Divorciada(o)",6,0.06
605,"San Rafael las Flores",9748,"Viuda(o)",344,3.53
606,"Oratorio",19470,"Soltera(o)",8169,41.96
606,"Oratorio",19470,"Unida(o)",4361,22.4
606,"Oratorio",19470,"Casada(o)",5438,27.93
606,"Oratorio",19470,"Separada(o)",604,3.1
606,"Oratorio",19470,"Divorciada(o)",41,0.21
606,"Oratorio",19470,"Viuda(o)",857,4.4
607,"San Juan Tecuaco",7815,"Soltera(o)",3498,44.76
607,"San Juan Tecuaco",7815,"Unida(o)",1431,18.31
