"Código","Municipio","Total de personas","Grupo de Edades 15 años","Cantidad","Porcentaje de Poblacion"
713,"San Lucas Tolimán",29772,"30 - 64",9185,30.85
713,"San Lucas Tolimán",29772,"65 - 84",1339,4.5
713,"San Lucas Tolimán",29772,"85 o más",136,0.46
714,"Santa Cruz la Laguna",5820,"0 - 14",2241,38.51
714,"Santa Cruz la Laguna",5820,"15 - 29",1822,31.31
714,"Santa Cruz la Laguna",5820,"30 - 64",1550,26.63
714,"Santa Cruz la Laguna",5820,"65 - 84",198,3.4
714,"Santa Cruz la Laguna",5820,"85 o más",9,0.15
715,"San Pablo la Laguna",7299,"0 - 14",2107,28.87
715,"San Pablo la Laguna",7299,"15 - 29",2393,32.79
715,"San Pablo la Laguna",7299,"30 - 64",2419,33.14
715,"San Pablo la Laguna",7299,"65 - 84",346,4.74
715,"San Pablo la Laguna",7299,"85 o más",34,0.47
716,"San Marcos la Laguna",2617,"0 - 14",707,27.02
716,"San Marcos la Laguna",2617,"15 - 29",914,34.93
716,"San Marcos la Laguna",2617,"30 - 64",882,33.7
716,"San Marcos la Laguna",2617,"65 - 84",107,4.09
716,"San Marcos la Laguna",2617,"85 o más",7,0.27
717,"San Juan la Laguna",12162,"0 - 14",4068,33.45
717,"San Juan la Laguna",12162,"15 - 29",3655,30.05
717,"San Juan la Laguna",12162,"30 - 64",3838,31.56
717,"San Juan la Laguna",12162,"65 - 84",554,4.56
717,"San Juan la Laguna",12162,"85 o más",47,0.39
718,"San Pedro la Laguna",10705,"0 - 14",2653,24.78
718,"San Pedro la Laguna",10705,"15 - 29",2962,27.67
718,"San Pedro la Laguna",10705,"30 - 64",4166,38.92
718,"San Pedro la Laguna",10705,"65 - 84",814,7.6
718,"San Pedro la Laguna",10705,"85 o más",110,1.03
719,"Santiago Atitlán",41877,"0 - 14",11493,27.44
719,"Santiago Atitlán",41877,"15 - 29",13038,31.13
719,"Santiago Atitlán",41877,"30 - 64",14909,35.6
719,"Santiago Atitlán",41877,"65 - 84",2230,5.33
719,"Santiago Atitlán",41877,"85 o más",207,0.49
801,"Totonicapán",103952,"0 - 14",28808,27.71
801,"Totonicapán",103952,"15 - 29",32176,30.95
801,"Totonicapán",103952,"30 - 64",35436,34.09
801,"Totonicapán",103952,"65 - 84",6708,6.45
801,"Totonicapán",103952,"85 o más",824,0.79
802,"San Cristóbal Totonicapán",36119,"0 - 14",10389,28.76
802,"San Cristóbal Totonicapán",36119,"15 - 29",11549,31.97
802,"San Cristóbal Totonicapán",36119,"30 - 64",11856,32.82
802,"San Cristóbal Totonicapán",36119,"65 - 84",2069,5.73
802,"San Cristóbal Totonicapán",36119,"85 o más",256,0.71
803,"San Francisco el Alto",57894,"0 - 14",18695,32.29
803,"San Francisco el Alto",57894,"15 - 29",18867,32.59
803,"San Francisco el Alto",57894,"30 - 64",17362,29.99
803,"San Francisco el Alto",57894,"65 - 84",2699,4.66
803,"San Francisco el Alto",57894,"85 o más",271,0.47
804,"San Andrés Xecul",26984,"0 - 14",8934,33.11
804,"San Andrés Xecul",26984,"15 - 29",9145,33.89
804,"San Andrés Xecul",26984,"30 - 64",7710,28.57
804,"San Andrés Xecul",26984,"65 - 84",1092,4.05
804,"San Andrés Xecul",26984,"85 o más",103,0.38
805,"Momostenango",105617,"0 - 14",41065,38.88
805,"Momostenango",105617,"15 - 29",30365,28.75
805,"Momostenango",105617,"30 - 64",28393,26.88
805,"Momostenango",105617,"65 - 84",5175,4.9
805,"Momostenango",105617,"85 o más",619,0.59
806,"Santa María Chiquimula",55013,"0 - 14",22361,40.65
806,"Santa María Chiquimula",55013,"15 - 29",16515,30.02
806,"Santa María Chiquimula",55013,"30 - 64",13872,25.22
806,"Santa María Chiquimula",55013,"65 - 84",2084,3.79
806,"Santa María Chiquimula",55013,"85 o más",181,0.33
807,"Santa Lucía la Reforma",22378,"0 - 14",9750,43.57
807,"Santa Lucía la Reforma",22378,"15 - 29",6801,30.39
807,"Santa Lucía la Reforma",22378,"30 - 64",5052,22.58
807,"Santa Lucía la Reforma",22378,"65 - 84",710,3.17
807,"Santa Lucía la Reforma",22378,"85 o más",65,0.29
808,"San Bartolo Aguas Calientes",10612,"0 - 14",4320,40.71
808,"San Bartolo Aguas Calientes",10612,"15 - 29",2847,26.83
808,"San Bartolo Aguas Calientes",10612,"30 - 64",2760,26.01
808,"San Bartolo Aguas Calientes",10612,"65 - 84",597,5.63
808,"San Bartolo Aguas Calientes",10612,"85 o más",88,0.83
901,"Quetzaltenango",180706,"0 - 14",46731,25.86
901,"Quetzaltenango",180706,"15 - 29",55397,30.66
901,"Quetzaltenango",180706,"30 - 64",66219,36.64
901,"Quetzaltenango",180706,"65 - 84",10956,6.06
901,"Quetzaltenango",180706,"85 o más",1403,0.78
902,"Salcajá",19434,"0 - 14",5467,28.13
902,"Salcajá",19434,"15 - 29",5640,29.02
902,"Salcajá",19434,"30 - 64",6835,35.17
902,"Salcajá",19434,"65 - 84",1339,6.89
902,"Salcajá",19434,"85 o más",153,0.79
903,"San Juan Olintepeque",35060,"0 - 14",10617,30.28
903,"San Juan Olintepeque",35060,"15 - 29",11077,31.59
903,"San Juan Olintepeque",35060,"30 - 64",11507,32.82
903,"San Juan Olintepeque",35060,"65 - 84",1668,4.76
903,"San Juan Olintepeque",35060,"85 o más",191,0.54
904,"San Carlos Sija",30224,"0 - 14",9566,31.65
904,"San Carlos Sija",30224,"15 - 29",8344,27.61
904,"San Carlos Sija",30224,"30 - 64",9642,31.9
904,"San Carlos Sija",30224,"65 - 84",2320,7.68
904,"San Carlos Sija",30224,"85 o más",352,1.16
905,"Sibilia",8407,"0 - 14",2547,30.3
905,"Sibilia",8407,"15 - 29",2368,28.17
905,"Sibilia",8407,"30 - 64",2751,32.72
905,"Sibilia",8407,"65 - 84",632,7.52
905,"Sibilia",8407,"85 o más",109,1.3
906,"Cabricán",23033,"0 - 14",8263,35.87
906,"Cabricán",23033,"15 - 29",6824,29.63
906,"Cabricán",23033,"30 - 64",6569,28.52
906,"Cabricán",23033,"65 - 84",1203,5.22
906,"Cabricán",23033,"85 o más",174,0.76
907,"Cajolá",14948,"0 - 14",6277,41.99
907,"Cajolá",14948,"15 - 29",3926,26.26
907,"Cajolá",14948,"30 - 64",3971,26.57
907,"Cajolá",14948,"65 - 84",698,4.67
907,"Cajolá",14948,"85 o más",76,0.51
908,"San Miguel Siguilá",7889,"0 - 14",3173,40.22
908,"San Miguel Siguilá",7889,"15 - 29",2282,28.93
908,"San Miguel Siguilá",7889,"30 - 64",2063,26.15
908,"San Miguel Siguilá",7889,"65 - 84",334,4.23
908,"San Miguel Siguilá",7889,"85 o más",37,0.47
909,"San Juan Ostuncalco",51828,"0 - 14",18149,35.02
909,"San Juan Ostuncalco",51828,"15 - 29",15695,30.28
909,"San Juan Ostuncalco",51828,"30 - 64",15133,29.2
909,"San Juan Ostuncalco",51828,"65 - 84",2548,4.92
909,"San Juan Ostuncalco",51828,"85 o más",303,0.58
910,"San Mateo",7895,"0 - 14",2408,30.5
910,"San Mateo",7895,"15 - 29",2564,32.48
910,"San Mateo",7895,"30 - 64",2526,31.99
910,"San Mateo",7895,"65 - 84",352,4.46
910,"San Mateo",7895,"85 o más",45,0.57
911,"Concepción Chiquirichapa",17342,"0 - 14",5857,33.77
911,"Concepción Chiquirichapa",17342,"15 - 29",4813,27.75
911,"Concepción Chiquirichapa",17342,"30 - 64",5532,31.9
911,"Concepción Chiquirichapa",17342,"65 - 84",994,5.73
911,"Concepción Chiquirichapa",17342,"85 o más",146,0.84
912,"San Martín Sacatepéquez",29373,"0 - 14",10860,36.97
912,"San Martín Sacatepéquez",29373,"15 - 29",8866,30.18
912,"San Martín Sacatepéquez",29373,"30 - 64",8301,28.26
912,"San Martín Sacatepéquez",29373,"65 - 84",1222,4.16
912,"San Martín Sacatepéquez",29373,"85 o más",124,0.42
913,"Almolonga",15724,"0 - 14",3773,24
913,"Almolonga",15724,"15 - 29",4485,28.52
913,"Almolonga",15724,"30 - 64",6411,40.77
913,"Almolonga",15724,"65 - 84",965,6.14
913,"Almolonga",15724,"85 o más",90,0.57
914,"Cantel",42142,"0 - 14",12100,28.71
914,"Cantel",42142,"15 - 29",13608,32.29
914,"Cantel",42142,"30 - 64",14243,33.8
914,"Cantel",42142,"65 - 84",1953,4.63
914,"Cantel",42142,"85 o más",238,0.56
915,"Huitán",13450,"0 - 14",5475,40.71
915,"Huitán",13450,"15 - 29",3788,28.16
915,"Huitán",13450,"30 - 64",3476,25.84
915,"Huitán",13450,"65 - 84",641,4.77
915,"Huitán",13450,"85 o más",70,0.52
916,"Zunil",14118,"0 - 14",3700,26.21
916,"Zunil",14118,"15 - 29",4466,31.63
916,"Zunil",14118,"30 - 64",5180,36.69
916,"Zunil",14118,"65 - 84",690,4.89
916,"Zunil",14118,"85 o más",82,0.58
917,"Colomba Costa Cuca",47544,"0 - 14",16195,34.06
917,"Colomba Costa Cuca",47544,"15 - 29",13933,29.31
917,"Colomba Costa Cuca",47544,"30 - 64",14364,30.21
917,"Colomba Costa Cuca",47544,"65 - 84",2710,5.7
917,"Colomba Costa Cuca",47544,"85 o más",342,0.72
918,"San Francisco la Unión",7939,"0 - 14",2653,33.42
918,"San Francisco la Unión",7939,"15 - 29",2416,30.43
918,"San Francisco la Unión",7939,"30 - 64",2309,29.08
918,"San Francisco la Unión",7939,"65 - 84",493,6.21
918,"San Francisco la Unión",7939,"85 o más",68,0.86
919,"El Palmar",29132,"0 - 14",10114,34.72
919,"El Palmar",29132,"15 - 29",8898,30.54
919,"El Palmar",29132,"30 - 64",8391,28.8
919,"El Palmar",29132,"65 - 84",1538,5.28
919,"El Palmar",29132,"85 o más",191,0.66
920,"Coatepeque",105415,"0 - 14",32957,31.26
920,"Coatepeque",105415,"15 - 29",31729,30.1
920,"Coatepeque",105415,"30 - 64",34029,32.28
920,"Coatepeque",105415,"65 - 84",5931,5.63
920,"Coatepeque",105415,"85 o más",769,0.73
921,"Génova",37497,"0 - 14",13527,36.07
921,"Génova",37497,"15 - 29",11094,29.59
921,"Génova",37497,"30 - 64",10471,27.92
921,"Génova",37497,"65 - 84",2181,5.82
921,"Génova",37497,"85 o más",224,0.6
922,"Flores Costa Cuca",21630,"0 - 14",7164,33.12
922,"Flores Costa Cuca",21630,"15 - 29",6324,29.24
922,"Flores Costa Cuca",21630,"30 - 64",6625,30.63
922,"Flores Costa Cuca",21630,"65 - 84",1330,6.15
922,"Flores Costa Cuca",21630,"85 o más",187,0.86
923,"La Esperanza",22166,"0 - 14",6342,28.61
923,"La Esperanza",22166,"15 - 29",6938,31.3
923,"La Esperanza",22166,"30 - 64",7763,35.02
923,"La Esperanza",22166,"65 - 84",1000,4.51
923,"La Esperanza",22166,"85 o más",123,0.55
924,"Palestina de los Altos",16205,"0 - 14",6318,38.99
924,"Palestina de los Altos",16205,"15 - 29",4303,26.55
924,"Palestina de los Altos",16205,"30 - 64",4668,28.81
924,"Palestina de los Altos",16205,"65 - 84",803,4.96
924,"Palestina de los Altos",16205,"85 o más",113,0.7
1001,"Mazatenango",77431,"0 - 14",23698,30.61
1001,"Mazatenango",77431,"15 - 29",22375,28.9
1001,"Mazatenango",77431,"30 - 64",26235,33.88
1001,"Mazatenango",77431,"65 - 84",4620,5.97
1001,"Mazatenango",77431,"85 o más",503,0.65
1002,"Cuyotenango",33436,"0 - 14",11077,33.13
1002,"Cuyotenango",33436,"15 - 29",10122,30.27
1002,"Cuyotenango",33436,"30 - 64",10397,31.1
1002,"Cuyotenango",33436,"65 - 84",1654,4.95
1002,"Cuyotenango",33436,"85 o más",186,0.56
1003,"San Francisco Zapotitlán",22533,"0 - 14",7084,31.44
1003,"San Francisco Zapotitlán",22533,"15 - 29",6747,29.94
1003,"San Francisco Zapotitlán",22533,"30 - 64",7339,32.57
1003,"San Francisco Zapotitlán",22533,"65 - 84",1215,5.39
1003,"San Francisco Zapotitlán",22533,"85 o más",148,0.66
1004,"San Bernardino",15849,"0 - 14",5557,35.06
1004,"San Bernardino",15849,"15 - 29",4699,29.65
1004,"San Bernardino",15849,"30 - 64",4788,30.21
1004,"San Bernardino",15849,"65 - 84",734,4.63
1004,"San Bernardino",15849,"85 o más",71,0.45
1005,"San José el Ídolo",10212,"0 - 14",3625,35.5
1005,"San José el Ídolo",10212,"15 - 29",3033,29.7
1005,"San José el Ídolo",10212,"30 - 64",2974,29.12
1005,"San José el Ídolo",10212,"65 - 84",519,5.08
1005,"San José el Ídolo",10212,"85 o más",61,0.6
1006,"Santo Domingo Suchitepéquez",42291,"0 - 14",14770,34.92
1006,"Santo Domingo Suchitepéquez",42291,"15 - 29",13034,30.82
1006,"Santo Domingo Suchitepéquez",42291,"30 - 64",12285,29.05
1006,"Santo Domingo Suchitepéquez",42291,"65 - 84",1990,4.71
1006,"Santo Domingo Suchitepéquez",42291,"85 o más",212,0.5
1007,"San Lorenzo",13282,"0 - 14",4565,34.37
1007,"San Lorenzo",13282,"15 - 29",4029,30.33
1007,"San Lorenzo",13282,"30 - 64",4032,30.36
1007,"San Lorenzo",13282,"65 - 84",589,4.43
1007,"San Lorenzo",13282,"85 o más",67,0.5
1008,"Samayac",24790,"0 - 14",7605,30.68
1008,"Samayac",24790,"15 - 29",7645,30.84
1008,"Samayac",24790,"30 - 64",8189,33.03
1008,"Samayac",24790,"65 - 84",1202,4.85
1008,"Samayac",24790,"85 o más",149,0.6
1009,"San Pablo Jocopilas",20433,"0 - 14",6101,29.86
1009,"San Pablo Jocopilas",20433,"15 - 29",6433,31.48
1009,"San Pablo Jocopilas",20433,"30 - 64",6744,33.01
1009,"San Pablo Jocopilas",20433,"65 - 84",1032,5.05
1009,"San Pablo Jocopilas",20433,"85 o más",123,0.6
1010,"San Antonio Suchitepéquez",59184,"0 - 14",21419,36.19
1010,"San Antonio Suchitepéquez",59184,"15 - 29",17824,30.12
1010,"San Antonio Suchitepéquez",59184,"30 - 64",16952,28.64
1010,"San Antonio Suchitepéquez",59184,"65 - 84",2708,4.58
1010,"San Antonio Suchitepéquez",59184,"85 o más",281,0.47
1011,"San Miguel Panán",10320,"0 - 14",4080,39.53
1011,"San Miguel Panán",10320,"15 - 29",3042,29.48
1011,"San Miguel Panán",10320,"30 - 64",2730,26.45
1011,"San Miguel Panán",10320,"65 - 84",423,4.1
1011,"San Miguel Panán",10320,"85 o más",45,0.44
1012,"San Gabriel",7383,"0 - 14",2481,33.6
1012,"San Gabriel",7383,"15 - 29",2191,29.68
1012,"San Gabriel",7383,"30 - 64",2351,31.84
1012,"San Gabriel",7383,"65 - 84",327,4.43
1012,"San Gabriel",7383,"85 o más",33,0.45
1013,"Chicacao",60735,"0 - 14",23426,38.57
1013,"Chicacao",60735,"15 - 29",17397,28.64
1013,"Chicacao",60735,"30 - 64",16827,27.71
1013,"Chicacao",60735,"65 - 84",2831,4.66
1013,"Chicacao",60735,"85 o más",254,0.42
1014,"Patulul",40683,"0 - 14",14004,34.42
1014,"Patulul",40683,"15 - 29",12223,30.04
1014,"Patulul",40683,"30 - 64",12324,30.29
1014,"Patulul",40683,"65 - 84",1933,4.75
1014,"Patulul",40683,"85 o más",199,0.49
1015,"Santa Bárbara",26346,"0 - 14",9826,37.3
1015,"Santa Bárbara",26346,"15 - 29",7608,28.88
1015,"Santa Bárbara",26346,"30 - 64",7451,28.28
1015,"Santa Bárbara",26346,"65 - 84",1318,5
1015,"Santa Bárbara",26346,"85 o más",143,0.54
1016,"San Juan Bautista",7826,"0 - 14",2926,37.39
1016,"San Juan Bautista",7826,"15 - 29",2286,29.21
1016,"San Juan Bautista",7826,"30 - 64",2252,28.78
1016,"San Juan Bautista",7826,"65 - 84",347,4.43
1016,"San Juan Bautista",7826,"85 o más",15,0.19
1017,"Santo Tomas la Unión",11698,"0 - 14",3445,29.45
1017,"Santo Tomas la Unión",11698,"15 - 29",3557,30.41
1017,"Santo Tomas la Unión",11698,"30 - 64",3907,33.4
1017,"Santo Tomas la Unión",11698,"65 - 84",713,6.1
1017,"Santo Tomas la Unión",11698,"85 o más",76,0.65
1018,"Zunilito",8280,"0 - 14",2686,32.44
1018,"Zunilito",8280,"15 - 29",2517,30.4
1018,"Zunilito",8280,"30 - 64",2636,31.84
1018,"Zunilito",8280,"65 - 84",396,4.78
1018,"Zunilito",8280,"85 o más",45,0.54
1019,"Pueblo Nuevo",11315,"0 - 14",3602,31.83
1019,"Pueblo Nuevo",11315,"15 - 29",3475,30.71
1019,"Pueblo Nuevo",11315,"30 - 64",3584,31.67
1019,"Pueblo Nuevo",11315,"65 - 84",580,5.13
1019,"Pueblo Nuevo",11315,"85 o más",74,0.65
1020,"Río Bravo",27606,"0 - 14",9941,36.01
1020,"Río Bravo",27606,"15 - 29",8303,30.08
1020,"Río Bravo",27606,"30 - 64",7921,28.69
1020,"Río Bravo",27606,"65 - 84",1308,4.74
1020,"Río Bravo",27606,"85 o más",133,0.48
1021,"San José La Máquina",23062,"0 - 14",8016,34.76
1021,"San José La Máquina",23062,"15 - 29",7062,30.62
1021,"San José La Máquina",23062,"30 - 64",6793,29.46
1021,"San José La Máquina",23062,"65 - 84",1079,4.68
1021,"San José La Máquina",23062,"85 o más",112,0.49
1101,"Retalhuleu",90505,"0 - 14",28638,31.64
1101,"Retalhuleu",90505,"15 - 29",26577,29.37
1101,"Retalhuleu",90505,"30 - 64",29631,32.74
1101,"Retalhuleu",90505,"65 - 84",5091,5.63
1101,"Retalhuleu",90505,"85 o más",568,0.63
1102,"San Sebastián",29167,"0 - 14",9030,30.96
1102,"San Sebastián",29167,"15 - 29",8929,30.61
1102,"San Sebastián",29167,"30 - 64",9610,32.95
1102,"San Sebastián",29167,"65 - 84",1426,4.89
1102,"San Sebastián",29167,"85 o más",172,0.59
1103,"Santa Cruz Muluá",13545,"0 - 14",4582,33.83
1103,"Santa Cruz Muluá",13545,"15 - 29",4074,30.08
1103,"Santa Cruz Muluá",13545,"30 - 64",4135,30.53
1103,"Santa Cruz Muluá",13545,"65 - 84",671,4.95
1103,"Santa Cruz Muluá",13545,"85 o más",83,0.61
1104,"San Martín Zapotitlán",12083,"0 - 14",4001,33.11
1104,"San Martín Zapotitlán",12083,"15 - 29",3673,30.4
1104,"San Martín Zapotitlán",12083,"30 - 64",3756,31.08
1104,"San Martín Zapotitlán",12083,"65 - 84",579,4.79
1104,"San Martín Zapotitlán",12083,"85 o más",74,0.61
1105,"San Felipe",24446,"0 - 14",7880,32.23
1105,"San Felipe",24446,"15 - 29",7302,29.87
1105,"San Felipe",24446,"30 - 64",7779,31.82
1105,"San Felipe",24446,"65 - 84",1320,5.4
1105,"San Felipe",24446,"85 o más",165,0.67
1106,"San Andrés Villa Seca",47820,"0 - 14",17759,37.14
1106,"San Andrés Villa Seca",47820,"15 - 29",14395,30.1
1106,"San Andrés Villa Seca",47820,"30 - 64",13335,27.89
1106,"San Andrés Villa Seca",47820,"65 - 84",2133,4.46
1106,"San Andrés Villa Seca",47820,"85 o más",198,0.41
1107,"Champerico",32815,"0 - 14",11337,34.55
1107,"Champerico",32815,"15 - 29",9522,29.02
1107,"Champerico",32815,"30 - 64",9943,30.3
1107,"Champerico",32815,"65 - 84",1811,5.52
1107,"Champerico",32815,"85 o más",202,0.62
1108,"Nuevo San Carlos",39565,"0 - 14",13474,34.06
1108,"Nuevo San Carlos",39565,"15 - 29",11783,29.78
1108,"Nuevo San Carlos",39565,"30 - 64",11799,29.82
1108,"Nuevo San Carlos",39565,"65 - 84",2215,5.6
1108,"Nuevo San Carlos",39565,"85 o más",294,0.74
1109,"El Asintal",36882,"0 - 14",12197,33.07
1109,"El Asintal",36882,"15 - 29",11584,31.41
1109,"El Asintal",36882,"30 - 64",10632,28.83
1109,"El Asintal",36882,"65 - 84",2199,5.96
1109,"El Asintal",36882,"85 o más",270,0.73
1201,"San Marcos",47063,"0 - 14",14710,31.26
1201,"San Marcos",47063,"15 - 29",13508,28.7
1201,"San Marcos",47063,"30 - 64",15652,33.26
1201,"San Marcos",47063,"65 - 84",2799,5.95
1201,"San Marcos",47063,"85 o más",394,0.84
1202,"San Pedro Sacatepéquez",79158,"0 - 14",24044,30.37
1202,"San Pedro Sacatepéquez",79158,"15 - 29",22254,28.11
1202,"San Pedro Sacatepéquez",79158,"30 - 64",27343,34.54
1202,"San Pedro Sacatepéquez",79158,"65 - 84",4765,6.02
1202,"San Pedro Sacatepéquez",79158,"85 o más",752,0.95
1203,"San Antonio Sacatepéquez",19100,"0 - 14",6720,35.18
1203,"San Antonio Sacatepéquez",19100,"15 - 29",5579,29.21
1203,"San Antonio Sacatepéquez",19100,"30 - 64",5616,29.4
1203,"San Antonio Sacatepéquez",19100,"65 - 84",1032,5.4
1203,"San Antonio Sacatepéquez",19100,"85 o más",153,0.8
1204,"Comitancillo",59489,"0 - 14",25891,43.52
1204,"Comitancillo",59489,"15 - 29",15886,26.7
1204,"Comitancillo",59489,"30 - 64",14808,24.89
1204,"Comitancillo",59489,"65 - 84",2639,4.44
1204,"Comitancillo",59489,"85 o más",265,0.45
1205,"San Miguel Ixtahuacán",47301,"0 - 14",21032,44.46
1205,"San Miguel Ixtahuacán",47301,"15 - 29",12520,26.47
1205,"San Miguel Ixtahuacán",47301,"30 - 64",11416,24.13
1205,"San Miguel Ixtahuacán",47301,"65 - 84",2071,4.38
1205,"San Miguel Ixtahuacán",47301,"85 o más",262,0.55
1206,"Concepción Tutuapa",68148,"0 - 14",29323,43.03
1206,"Concepción Tutuapa",68148,"15 - 29",18074,26.52
1206,"Concepción Tutuapa",68148,"30 - 64",17452,25.61
1206,"Concepción Tutuapa",68148,"65 - 84",2997,4.4
1206,"Concepción Tutuapa",68148,"85 o más",302,0.44
1207,"Tacaná",75788,"0 - 14",29770,39.28
1207,"Tacaná",75788,"15 - 29",20589,27.17
1207,"Tacaná",75788,"30 - 64",20976,27.68
1207,"Tacaná",75788,"65 - 84",3855,5.09
1207,"Tacaná",75788,"85 o más",598,0.79
1208,"Sibinal",15733,"0 - 14",6384,40.58
1208,"Sibinal",15733,"15 - 29",4268,27.13
1208,"Sibinal",15733,"30 - 64",4067,25.85
1208,"Sibinal",15733,"65 - 84",886,5.63
1208,"Sibinal",15733,"85 o más",128,0.81
1209,"Tajumulco",50907,"0 - 14",21322,41.88
1209,"Tajumulco",50907,"15 - 29",13642,26.8
1209,"Tajumulco",50907,"30 - 64",13481,26.48
1209,"Tajumulco",50907,"65 - 84",2225,4.37
1209,"Tajumulco",50907,"85 o más",237,0.47
1210,"Tejutla",38669,"0 - 14",15172,39.24
1210,"Tejutla",38669,"15 - 29",10691,27.65
1210,"Tejutla",38669,"30 - 64",10378,26.84
1210,"Tejutla",38669,"65 - 84",2124,5.49
1210,"Tejutla",38669,"85 o más",304,0.79
1211,"San Rafael Pie de la Cuesta",17139,"0 - 14",5649,32.96
1211,"San Rafael Pie de la Cuesta",17139,"15 - 29",4818,28.11
1211,"San Rafael Pie de la Cuesta",17139,"30 - 64",5480,31.97
1211,"San Rafael Pie de la Cuesta",17139,"65 - 84",1057,6.17
1211,"San Rafael Pie de la Cuesta",17139,"85 o más",135,0.79
1212,"Nuevo Progreso",30067,"0 - 14",10638,35.38
1212,"Nuevo Progreso",30067,"15 - 29",8626,28.69
1212,"Nuevo Progreso",30067,"30 - 64",8785,29.22
1212,"Nuevo Progreso",30067,"65 - 84",1771,5.89
1212,"Nuevo Progreso",30067,"85 o más",247,0.82
1213,"El Tumbador",44395,"0 - 14",15488,34.89
1213,"El Tumbador",44395,"15 - 29",12889,29.03
1213,"El Tumbador",44395,"30 - 64",12934,29.13
1213,"El Tumbador",44395,"65 - 84",2717,6.12
1213,"El Tumbador",44395,"85 o más",367,0.83
1214,"San José el Rodeo",17881,"0 - 14",6042,33.79
1214,"San José el Rodeo",17881,"15 - 29",5266,29.45
1214,"San José el Rodeo",17881,"30 - 64",5227,29.23
1214,"San José el Rodeo",17881,"65 - 84",1178,6.59
1214,"San José el Rodeo",17881,"85 o más",168,0.94
1215,"Malacatán",92816,"0 - 14",32829,35.37
1215,"Malacatán",92816,"15 - 29",27802,29.95
1215,"Malacatán",92816,"30 - 64",27311,29.42
1215,"Malacatán",92816,"65 - 84",4416,4.76
1215,"Malacatán",92816,"85 o más",458,0.49
1216,"Catarina",30014,"0 - 14",9676,32.24
1216,"Catarina",30014,"15 - 29",8660,28.85
1216,"Catarina",30014,"30 - 64",9678,32.24
1216,"Catarina",30014,"65 - 84",1750,5.83
1216,"Catarina",30014,"85 o más",250,0.83
1217,"Ayutla",37049,"0 - 14",12274,33.13
1217,"Ayutla",37049,"15 - 29",11203,30.24
1217,"Ayutla",37049,"30 - 64",11821,31.91
1217,"Ayutla",37049,"65 - 84",1589,4.29
1217,"Ayutla",37049,"85 o más",162,0.44
1218,"Ocós",10841,"0 - 14",3626,33.45
1218,"Ocós",10841,"15 - 29",3341,30.82
1218,"Ocós",10841,"30 - 64",3318,30.61
1218,"Ocós",10841,"65 - 84",495,4.57
1218,"Ocós",10841,"85 o más",61,0.56
1219,"San Pablo",48937,"0 - 14",17276,35.3
1219,"San Pablo",48937,"15 - 29",14253,29.13
1219,"San Pablo",48937,"30 - 64",14570,29.77
1219,"San Pablo",48937,"65 - 84",2538,5.19
1219,"San Pablo",48937,"85 o más",300,0.61
1220,"El Quetzal",23511,"0 - 14",8705,37.03
1220,"El Quetzal",23511,"15 - 29",6702,28.51
1220,"El Quetzal",23511,"30 - 64",6467,27.51
1220,"El Quetzal",23511,"65 - 84",1431,6.09
1220,"El Quetzal",23511,"85 o más",206,0.88
1221,"La Reforma",17918,"0 - 14",6604,36.86
1221,"La Reforma",17918,"15 - 29",5009,27.96
1221,"La Reforma",17918,"30 - 64",4988,27.84
1221,"La Reforma",17918,"65 - 84",1168,6.52
1221,"La Reforma",17918,"85 o más",149,0.83
1222,"Pajapita",21725,"0 - 14",7319,33.69
1222,"Pajapita",21725,"15 - 29",6502,29.93
1222,"Pajapita",21725,"30 - 64",6692,30.8
1222,"Pajapita",21725,"65 - 84",1070,4.93
1222,"Pajapita",21725,"85 o más",142,0.65
1223,"Ixchiguán",22375,"0 - 14",8918,39.86
1223,"Ixchiguán",22375,"15 - 29",5733,25.62
1223,"Ixchiguán",22375,"30 - 64",6530,29.18
1223,"Ixchiguán",22375,"65 - 84",1086,4.85
1223,"Ixchiguán",22375,"85 o más",108,0.48
1224,"San José Ojetenam",19009,"0 - 14",7467,39.28
1224,"San José Ojetenam",19009,"15 - 29",4962,26.1
1224,"San José Ojetenam",19009,"30 - 64",5254,27.64
1224,"San José Ojetenam",19009,"65 - 84",1142,6.01
1224,"San José Ojetenam",19009,"85 o más",184,0.97
1225,"San Cristóbal Cucho",16619,"0 - 14",6046,36.38
1225,"San Cristóbal Cucho",16619,"15 - 29",4717,28.38
1225,"San Cristóbal Cucho",16619,"30 - 64",4687,28.2
1225,"San Cristóbal Cucho",16619,"65 - 84",1017,6.12
1225,"San Cristóbal Cucho",16619,"85 o más",152,0.91
1226,"Sipacapa",20178,"0 - 14",8738,43.3
1226,"Sipacapa",20178,"15 - 29",5509,27.3
1226,"Sipacapa",20178,"30 - 64",4928,24.42
1226,"Sipacapa",20178,"65 - 84",895,4.44
1226,"Sipacapa",20178,"85 o más",108,0.54
1227,"Esquipulas Palo Gordo",12892,"0 - 14",4660,36.15
1227,"Esquipulas Palo Gordo",12892,"15 - 29",3741,29.02
1227,"Esquipulas Palo Gordo",12892,"30 - 64",3704,28.73
1227,"Esquipulas Palo Gordo",12892,"65 - 84",679,5.27
1227,"Esquipulas Palo Gordo",12892,"85 o más",108,0.84
1228,"Río Blanco",5318,"0 - 14",1829,34.39
1228,"Río Blanco",5318,"15 - 29",1472,27.68
