"Código","Municipio","Población de 7 años o más","Uso de Tecnologias","Cantidad de Personas","Porcentaje de Poblacion"
2103,"San Luis Jilotepeque",21370,"No usa Internet",14943,69.93
2103,"San Luis Jilotepeque",21370,"NA_Internet",88,0.41
2104,"San Manuel Chaparrón",7210,"Usa Celular",4542,63
2104,"San Manuel Chaparrón",7210,"No Usa Celular",2649,36.74
2104,"San Manuel Chaparrón",7210,"NA_Celular",19,0.26
2104,"San Manuel Chaparrón",7210,"Usa Computadora",865,12
2104,"San Manuel Chaparrón",7210,"No usa Computadora",6331,87.81
2104,"San Manuel Chaparrón",7210,"NA_Computadora",14,0.19
2104,"San Manuel Chaparrón",7210,"Usa Internet",1864,25.85
2104,"San Manuel Chaparrón",7210,"No usa Internet",5323,73.83
2104,"San Manuel Chaparrón",7210,"NA_Internet",23,0.32
2105,"San Carlos Alzatate",15344,"Usa Celular",6811,44.39
2105,"San Carlos Alzatate",15344,"No Usa Celular",8449,55.06
2105,"San Carlos Alzatate",15344,"NA_Celular",84,0.55
2105,"San Carlos Alzatate",15344,"Usa Computadora",997,6.5
2105,"San Carlos Alzatate",15344,"No usa Computadora",14297,93.18
2105,"San Carlos Alzatate",15344,"NA_Computadora",50,0.33
2105,"San Carlos Alzatate",15344,"Usa Internet",1714,11.17
2105,"San Carlos Alzatate",15344,"No usa Internet",13542,88.26
2105,"San Carlos Alzatate",15344,"NA_Internet",88,0.57
2106,"Monjas",23363,"Usa Celular",15670,67.07
2106,"Monjas",23363,"No Usa Celular",7563,32.37
2106,"Monjas",23363,"NA_Celular",130,0.56
2106,"Monjas",23363,"Usa Computadora",3146,13.47
2106,"Monjas",23363,"No usa Computadora",20087,85.98
2106,"Monjas",23363,"NA_Computadora",130,0.56
2106,"Monjas",23363,"Usa Internet",8192,35.06
2106,"Monjas",23363,"No usa Internet",15020,64.29
2106,"Monjas",23363,"NA_Internet",151,0.65
2107,"Mataquescuintla",35037,"Usa Celular",21037,60.04
2107,"Mataquescuintla",35037,"No Usa Celular",13778,39.32
2107,"Mataquescuintla",35037,"NA_Celular",222,0.63
2107,"Mataquescuintla",35037,"Usa Computadora",3338,9.53
2107,"Mataquescuintla",35037,"No usa Computadora",31570,90.1
2107,"Mataquescuintla",35037,"NA_Computadora",129,0.37
2107,"Mataquescuintla",35037,"Usa Internet",6835,19.51
2107,"Mataquescuintla",35037,"No usa Internet",27990,79.89
2107,"Mataquescuintla",35037,"NA_Internet",212,0.61
2201,"Jutiapa",123277,"Usa Celular",75493,61.24
2201,"Jutiapa",123277,"No Usa Celular",46613,37.81
2201,"Jutiapa",123277,"NA_Celular",1171,0.95
2201,"Jutiapa",123277,"Usa Computadora",17520,14.21
2201,"Jutiapa",123277,"No usa Computadora",104643,84.88
2201,"Jutiapa",123277,"NA_Computadora",1114,0.9
2201,"Jutiapa",123277,"Usa Internet",32734,26.55
2201,"Jutiapa",123277,"No usa Internet",89145,72.31
2201,"Jutiapa",123277,"NA_Internet",1398,1.13
2202,"El Progreso",19244,"Usa Celular",13919,72.33
2202,"El Progreso",19244,"No Usa Celular",5054,26.26
2202,"El Progreso",19244,"NA_Celular",271,1.41
2202,"El Progreso",19244,"Usa Computadora",4295,22.32
2202,"El Progreso",19244,"No usa Computadora",14693,76.35
2202,"El Progreso",19244,"NA_Computadora",256,1.33
2202,"El Progreso",19244,"Usa Internet",6259,32.52
2202,"El Progreso",19244,"No usa Internet",12663,65.8
2202,"El Progreso",19244,"NA_Internet",322,1.67
2203,"Santa Catarina Mita",24867,"Usa Celular",16897,67.95
2203,"Santa Catarina Mita",24867,"No Usa Celular",7796,31.35
2203,"Santa Catarina Mita",24867,"NA_Celular",174,0.7
2203,"Santa Catarina Mita",24867,"Usa Computadora",3821,15.37
2203,"Santa Catarina Mita",24867,"No usa Computadora",20872,83.93
2203,"Santa Catarina Mita",24867,"NA_Computadora",174,0.7
2203,"Santa Catarina Mita",24867,"Usa Internet",9565,38.46
2203,"Santa Catarina Mita",24867,"No usa Internet",15127,60.83
2203,"Santa Catarina Mita",24867,"NA_Internet",175,0.7
2204,"Agua Blanca",14356,"Usa Celular",10026,69.84
2204,"Agua Blanca",14356,"No Usa Celular",4166,29.02
2204,"Agua Blanca",14356,"NA_Celular",164,1.14
2204,"Agua Blanca",14356,"Usa Computadora",1759,12.25
2204,"Agua Blanca",14356,"No usa Computadora",12475,86.9
2204,"Agua Blanca",14356,"NA_Computadora",122,0.85
2204,"Agua Blanca",14356,"Usa Internet",5323,37.08
2204,"Agua Blanca",14356,"No usa Internet",8878,61.84
2204,"Agua Blanca",14356,"NA_Internet",155,1.08
2205,"Asunción Mita",42018,"Usa Celular",29976,71.34
2205,"Asunción Mita",42018,"No Usa Celular",11823,28.14
2205,"Asunción Mita",42018,"NA_Celular",219,0.52
2205,"Asunción Mita",42018,"Usa Computadora",7177,17.08
2205,"Asunción Mita",42018,"No usa Computadora",34602,82.35
2205,"Asunción Mita",42018,"NA_Computadora",239,0.57
2205,"Asunción Mita",42018,"Usa Internet",18990,45.19
2205,"Asunción Mita",42018,"No usa Internet",22779,54.21
2205,"Asunción Mita",42018,"NA_Internet",249,0.59
2206,"Yupiltepeque",14956,"Usa Celular",8978,60.03
2206,"Yupiltepeque",14956,"No Usa Celular",5897,39.43
2206,"Yupiltepeque",14956,"NA_Celular",81,0.54
2206,"Yupiltepeque",14956,"Usa Computadora",1587,10.61
2206,"Yupiltepeque",14956,"No usa Computadora",13309,88.99
2206,"Yupiltepeque",14956,"NA_Computadora",60,0.4
2206,"Yupiltepeque",14956,"Usa Internet",3321,22.21
2206,"Yupiltepeque",14956,"No usa Internet",11571,77.37
2206,"Yupiltepeque",14956,"NA_Internet",64,0.43
2207,"Atescatempa",16106,"Usa Celular",11253,69.87
2207,"Atescatempa",16106,"No Usa Celular",4723,29.32
2207,"Atescatempa",16106,"NA_Celular",130,0.81
2207,"Atescatempa",16106,"Usa Computadora",2817,17.49
2207,"Atescatempa",16106,"No usa Computadora",13193,81.91
2207,"Atescatempa",16106,"NA_Computadora",96,0.6
2207,"Atescatempa",16106,"Usa Internet",5579,34.64
2207,"Atescatempa",16106,"No usa Internet",10393,64.53
2207,"Atescatempa",16106,"NA_Internet",134,0.83
2208,"Jerez",5568,"Usa Celular",3934,70.65
2208,"Jerez",5568,"No Usa Celular",1616,29.02
2208,"Jerez",5568,"NA_Celular",18,0.32
2208,"Jerez",5568,"Usa Computadora",911,16.36
2208,"Jerez",5568,"No usa Computadora",4629,83.14
2208,"Jerez",5568,"NA_Computadora",28,0.5
2208,"Jerez",5568,"Usa Internet",1813,32.56
2208,"Jerez",5568,"No usa Internet",3734,67.06
2208,"Jerez",5568,"NA_Internet",21,0.38
2209,"El Adelanto",5556,"Usa Celular",3448,62.06
2209,"El Adelanto",5556,"No Usa Celular",2094,37.69
2209,"El Adelanto",5556,"NA_Celular",14,0.25
2209,"El Adelanto",5556,"Usa Computadora",685,12.33
2209,"El Adelanto",5556,"No usa Computadora",4855,87.38
2209,"El Adelanto",5556,"NA_Computadora",16,0.29
2209,"El Adelanto",5556,"Usa Internet",1442,25.95
2209,"El Adelanto",5556,"No usa Internet",4097,73.74
2209,"El Adelanto",5556,"NA_Internet",17,0.31
2210,"Zapotitlán",7827,"Usa Celular",4404,56.27
2210,"Zapotitlán",7827,"No Usa Celular",3360,42.93
2210,"Zapotitlán",7827,"NA_Celular",63,0.8
2210,"Zapotitlán",7827,"Usa Computadora",792,10.12
2210,"Zapotitlán",7827,"No usa Computadora",6971,89.06
2210,"Zapotitlán",7827,"NA_Computadora",64,0.82
2210,"Zapotitlán",7827,"Usa Internet",1651,21.09
2210,"Zapotitlán",7827,"No usa Internet",6087,77.77
2210,"Zapotitlán",7827,"NA_Internet",89,1.14
2211,"Comapa",26734,"Usa Celular",12629,47.24
2211,"Comapa",26734,"No Usa Celular",13879,51.92
2211,"Comapa",26734,"NA_Celular",226,0.85
2211,"Comapa",26734,"Usa Computadora",1755,6.56
2211,"Comapa",26734,"No usa Computadora",24817,92.83
2211,"Comapa",26734,"NA_Computadora",162,0.61
2211,"Comapa",26734,"Usa Internet",3966,14.84
2211,"Comapa",26734,"No usa Internet",22495,84.14
2211,"Comapa",26734,"NA_Internet",273,1.02
2212,"Jalpatagua",24603,"Usa Celular",15576,63.31
2212,"Jalpatagua",24603,"No Usa Celular",8815,35.83
2212,"Jalpatagua",24603,"NA_Celular",212,0.86
2212,"Jalpatagua",24603,"Usa Computadora",3744,15.22
2212,"Jalpatagua",24603,"No usa Computadora",20577,83.64
2212,"Jalpatagua",24603,"NA_Computadora",282,1.15
2212,"Jalpatagua",24603,"Usa Internet",7312,29.72
2212,"Jalpatagua",24603,"No usa Internet",16986,69.04
2212,"Jalpatagua",24603,"NA_Internet",305,1.24
2213,"Conguaco",18830,"Usa Celular",6997,37.16
2213,"Conguaco",18830,"No Usa Celular",11688,62.07
2213,"Conguaco",18830,"NA_Celular",145,0.77
2213,"Conguaco",18830,"Usa Computadora",1029,5.46
2213,"Conguaco",18830,"No usa Computadora",17729,94.15
2213,"Conguaco",18830,"NA_Computadora",72,0.38
2213,"Conguaco",18830,"Usa Internet",1463,7.77
2213,"Conguaco",18830,"No usa Internet",17242,91.57
2213,"Conguaco",18830,"NA_Internet",125,0.66
2214,"Moyuta",33323,"Usa Celular",20026,60.1
2214,"Moyuta",33323,"No Usa Celular",12938,38.83
2214,"Moyuta",33323,"NA_Celular",359,1.08
2214,"Moyuta",33323,"Usa Computadora",3803,11.41
2214,"Moyuta",33323,"No usa Computadora",29245,87.76
2214,"Moyuta",33323,"NA_Computadora",275,0.83
2214,"Moyuta",33323,"Usa Internet",6998,21
2214,"Moyuta",33323,"No usa Internet",25937,77.84
2214,"Moyuta",33323,"NA_Internet",388,1.16
2215,"Pasaco",7496,"Usa Celular",5103,68.08
2215,"Pasaco",7496,"No Usa Celular",2358,31.46
2215,"Pasaco",7496,"NA_Celular",35,0.47
2215,"Pasaco",7496,"Usa Computadora",780,10.41
2215,"Pasaco",7496,"No usa Computadora",6651,88.73
2215,"Pasaco",7496,"NA_Computadora",65,0.87
2215,"Pasaco",7496,"Usa Internet",1173,15.65
2215,"Pasaco",7496,"No usa Internet",6240,83.24
2215,"Pasaco",7496,"NA_Internet",83,1.11
2216,"San José Acatempa",11548,"Usa Celular",7822,67.73
2216,"San José Acatempa",11548,"No Usa Celular",3645,31.56
2216,"San José Acatempa",11548,"NA_Celular",81,0.7
2216,"San José Acatempa",11548,"Usa Computadora",1526,13.21
2216,"San José Acatempa",11548,"No usa Computadora",9943,86.1
2216,"San José Acatempa",11548,"NA_Computadora",79,0.68
2216,"San José Acatempa",11548,"Usa Internet",3100,26.84
2216,"San José Acatempa",11548,"No usa Internet",8352,72.32
2216,"San José Acatempa",11548,"NA_Internet",96,0.83
2217,"Quesada",19418,"Usa Celular",13634,70.21
2217,"Quesada",19418,"No Usa Celular",5646,29.08
2217,"Quesada",19418,"NA_Celular",138,0.71
2217,"Quesada",19418,"Usa Computadora",2886,14.86
2217,"Quesada",19418,"No usa Computadora",16450,84.72
2217,"Quesada",19418,"NA_Computadora",82,0.42
2217,"Quesada",19418,"Usa Internet",7326,37.73
2217,"Quesada",19418,"No usa Internet",11972,61.65
2217,"Quesada",19418,"NA_Internet",120,0.62
