"Código","Municipio","Población de 7 años o más","Uso de Tecnologias","Cantidad de Personas","Porcentaje de Poblacion"
1108,"Nuevo San Carlos",33301,"No usa Computadora",28202,84.69
1108,"Nuevo San Carlos",33301,"NA_Computadora",165,0.5
1108,"Nuevo San Carlos",33301,"Usa Internet",7895,23.71
1108,"Nuevo San Carlos",33301,"No usa Internet",25146,75.51
1108,"Nuevo San Carlos",33301,"NA_Internet",260,0.78
1109,"El Asintal",31031,"Usa Celular",18719,60.32
1109,"El Asintal",31031,"No Usa Celular",12085,38.94
1109,"El Asintal",31031,"NA_Celular",227,0.73
1109,"El Asintal",31031,"Usa Computadora",4407,14.2
1109,"El Asintal",31031,"No usa Computadora",26405,85.09
1109,"El Asintal",31031,"NA_Computadora",219,0.71
1109,"El Asintal",31031,"Usa Internet",7376,23.77
1109,"El Asintal",31031,"No usa Internet",23388,75.37
1109,"El Asintal",31031,"NA_Internet",267,0.86
1201,"San Marcos",40156,"Usa Celular",29346,73.08
1201,"San Marcos",40156,"No Usa Celular",10358,25.79
1201,"San Marcos",40156,"NA_Celular",452,1.13
1201,"San Marcos",40156,"Usa Computadora",13495,33.61
1201,"San Marcos",40156,"No usa Computadora",26216,65.29
1201,"San Marcos",40156,"NA_Computadora",445,1.11
1201,"San Marcos",40156,"Usa Internet",17424,43.39
1201,"San Marcos",40156,"No usa Internet",22124,55.1
1201,"San Marcos",40156,"NA_Internet",608,1.51
1202,"San Pedro Sacatepéquez",67734,"Usa Celular",48834,72.1
1202,"San Pedro Sacatepéquez",67734,"No Usa Celular",18304,27.02
1202,"San Pedro Sacatepéquez",67734,"NA_Celular",596,0.88
1202,"San Pedro Sacatepéquez",67734,"Usa Computadora",20441,30.18
1202,"San Pedro Sacatepéquez",67734,"No usa Computadora",46686,68.93
1202,"San Pedro Sacatepéquez",67734,"NA_Computadora",607,0.9
1202,"San Pedro Sacatepéquez",67734,"Usa Internet",24654,36.4
1202,"San Pedro Sacatepéquez",67734,"No usa Internet",41990,61.99
1202,"San Pedro Sacatepéquez",67734,"NA_Internet",1090,1.61
1203,"San Antonio Sacatepéquez",15824,"Usa Celular",10641,67.25
1203,"San Antonio Sacatepéquez",15824,"No Usa Celular",5079,32.1
1203,"San Antonio Sacatepéquez",15824,"NA_Celular",104,0.66
1203,"San Antonio Sacatepéquez",15824,"Usa Computadora",2928,18.5
1203,"San Antonio Sacatepéquez",15824,"No usa Computadora",12802,80.9
1203,"San Antonio Sacatepéquez",15824,"NA_Computadora",94,0.59
1203,"San Antonio Sacatepéquez",15824,"Usa Internet",4000,25.28
1203,"San Antonio Sacatepéquez",15824,"No usa Internet",11637,73.54
1203,"San Antonio Sacatepéquez",15824,"NA_Internet",187,1.18
1204,"Comitancillo",47203,"Usa Celular",22792,48.29
1204,"Comitancillo",47203,"No Usa Celular",23518,49.82
1204,"Comitancillo",47203,"NA_Celular",893,1.89
1204,"Comitancillo",47203,"Usa Computadora",6007,12.73
1204,"Comitancillo",47203,"No usa Computadora",40724,86.27
1204,"Comitancillo",47203,"NA_Computadora",472,1
1204,"Comitancillo",47203,"Usa Internet",6035,12.79
1204,"Comitancillo",47203,"No usa Internet",40140,85.04
1204,"Comitancillo",47203,"NA_Internet",1028,2.18
1205,"San Miguel Ixtahuacán",37037,"Usa Celular",20804,56.17
1205,"San Miguel Ixtahuacán",37037,"No Usa Celular",15788,42.63
1205,"San Miguel Ixtahuacán",37037,"NA_Celular",445,1.2
1205,"San Miguel Ixtahuacán",37037,"Usa Computadora",2288,6.18
1205,"San Miguel Ixtahuacán",37037,"No usa Computadora",34502,93.16
1205,"San Miguel Ixtahuacán",37037,"NA_Computadora",247,0.67
1205,"San Miguel Ixtahuacán",37037,"Usa Internet",3553,9.59
1205,"San Miguel Ixtahuacán",37037,"No usa Internet",32994,89.08
1205,"San Miguel Ixtahuacán",37037,"NA_Internet",490,1.32
1206,"Concepción Tutuapa",53114,"Usa Celular",27804,52.35
1206,"Concepción Tutuapa",53114,"No Usa Celular",23850,44.9
1206,"Concepción Tutuapa",53114,"NA_Celular",1460,2.75
1206,"Concepción Tutuapa",53114,"Usa Computadora",3248,6.12
1206,"Concepción Tutuapa",53114,"No usa Computadora",49117,92.47
1206,"Concepción Tutuapa",53114,"NA_Computadora",749,1.41
1206,"Concepción Tutuapa",53114,"Usa Internet",4324,8.14
1206,"Concepción Tutuapa",53114,"No usa Internet",47037,88.56
1206,"Concepción Tutuapa",53114,"NA_Internet",1753,3.3
1207,"Tacaná",62127,"Usa Celular",27653,44.51
1207,"Tacaná",62127,"No Usa Celular",33650,54.16
1207,"Tacaná",62127,"NA_Celular",824,1.33
1207,"Tacaná",62127,"Usa Computadora",3867,6.22
1207,"Tacaná",62127,"No usa Computadora",57712,92.89
1207,"Tacaná",62127,"NA_Computadora",548,0.88
1207,"Tacaná",62127,"Usa Internet",5833,9.39
1207,"Tacaná",62127,"No usa Internet",55292,89
1207,"Tacaná",62127,"NA_Internet",1002,1.61
1208,"Sibinal",12829,"Usa Celular",6329,49.33
1208,"Sibinal",12829,"No Usa Celular",6401,49.89
1208,"Sibinal",12829,"NA_Celular",99,0.77
1208,"Sibinal",12829,"Usa Computadora",1487,11.59
1208,"Sibinal",12829,"No usa Computadora",11233,87.56
1208,"Sibinal",12829,"NA_Computadora",109,0.85
1208,"Sibinal",12829,"Usa Internet",1981,15.44
1208,"Sibinal",12829,"No usa Internet",10657,83.07
1208,"Sibinal",12829,"NA_Internet",191,1.49
1209,"Tajumulco",40307,"Usa Celular",20830,51.68
1209,"Tajumulco",40307,"No Usa Celular",18091,44.88
1209,"Tajumulco",40307,"NA_Celular",1386,3.44
1209,"Tajumulco",40307,"Usa Computadora",1275,3.16
1209,"Tajumulco",40307,"No usa Computadora",38229,94.84
1209,"Tajumulco",40307,"NA_Computadora",803,1.99
1209,"Tajumulco",40307,"Usa Internet",5525,13.71
1209,"Tajumulco",40307,"No usa Internet",33199,82.37
1209,"Tajumulco",40307,"NA_Internet",1583,3.93
1210,"Tejutla",31178,"Usa Celular",19690,63.15
1210,"Tejutla",31178,"No Usa Celular",11234,36.03
1210,"Tejutla",31178,"NA_Celular",254,0.81
1210,"Tejutla",31178,"Usa Computadora",3097,9.93
1210,"Tejutla",31178,"No usa Computadora",27812,89.2
1210,"Tejutla",31178,"NA_Computadora",269,0.86
1210,"Tejutla",31178,"Usa Internet",5495,17.62
1210,"Tejutla",31178,"No usa Internet",25282,81.09
1210,"Tejutla",31178,"NA_Internet",401,1.29
1211,"San Rafael Pie de la Cuesta",14546,"Usa Celular",9490,65.24
1211,"San Rafael Pie de la Cuesta",14546,"No Usa Celular",4901,33.69
1211,"San Rafael Pie de la Cuesta",14546,"NA_Celular",155,1.07
1211,"San Rafael Pie de la Cuesta",14546,"Usa Computadora",2979,20.48
1211,"San Rafael Pie de la Cuesta",14546,"No usa Computadora",11433,78.6
1211,"San Rafael Pie de la Cuesta",14546,"NA_Computadora",134,0.92
1211,"San Rafael Pie de la Cuesta",14546,"Usa Internet",4630,31.83
1211,"San Rafael Pie de la Cuesta",14546,"No usa Internet",9709,66.75
1211,"San Rafael Pie de la Cuesta",14546,"NA_Internet",207,1.42
1212,"Nuevo Progreso",25223,"Usa Celular",14218,56.37
1212,"Nuevo Progreso",25223,"No Usa Celular",10650,42.22
1212,"Nuevo Progreso",25223,"NA_Celular",355,1.41
1212,"Nuevo Progreso",25223,"Usa Computadora",2085,8.27
1212,"Nuevo Progreso",25223,"No usa Computadora",22884,90.73
1212,"Nuevo Progreso",25223,"NA_Computadora",254,1.01
1212,"Nuevo Progreso",25223,"Usa Internet",4168,16.52
1212,"Nuevo Progreso",25223,"No usa Internet",20617,81.74
1212,"Nuevo Progreso",25223,"NA_Internet",438,1.74
1213,"El Tumbador",36986,"Usa Celular",19074,51.57
1213,"El Tumbador",36986,"No Usa Celular",17461,47.21
1213,"El Tumbador",36986,"NA_Celular",451,1.22
1213,"El Tumbador",36986,"Usa Computadora",3037,8.21
1213,"El Tumbador",36986,"No usa Computadora",33525,90.64
1213,"El Tumbador",36986,"NA_Computadora",424,1.15
1213,"El Tumbador",36986,"Usa Internet",5194,14.04
1213,"El Tumbador",36986,"No usa Internet",31267,84.54
1213,"El Tumbador",36986,"NA_Internet",525,1.42
1214,"San José el Rodeo",14994,"Usa Celular",8913,59.44
1214,"San José el Rodeo",14994,"No Usa Celular",5935,39.58
1214,"San José el Rodeo",14994,"NA_Celular",146,0.97
1214,"San José el Rodeo",14994,"Usa Computadora",1547,10.32
1214,"San José el Rodeo",14994,"No usa Computadora",13334,88.93
1214,"San José el Rodeo",14994,"NA_Computadora",113,0.75
1214,"San José el Rodeo",14994,"Usa Internet",4299,28.67
1214,"San José el Rodeo",14994,"No usa Internet",10539,70.29
1214,"San José el Rodeo",14994,"NA_Internet",156,1.04
1215,"Malacatán",77289,"Usa Celular",37548,48.58
1215,"Malacatán",77289,"No Usa Celular",37538,48.57
1215,"Malacatán",77289,"NA_Celular",2203,2.85
1215,"Malacatán",77289,"Usa Computadora",6889,8.91
1215,"Malacatán",77289,"No usa Computadora",68761,88.97
1215,"Malacatán",77289,"NA_Computadora",1639,2.12
1215,"Malacatán",77289,"Usa Internet",12053,15.59
1215,"Malacatán",77289,"No usa Internet",62688,81.11
1215,"Malacatán",77289,"NA_Internet",2548,3.3
1216,"Catarina",25409,"Usa Celular",15922,62.66
1216,"Catarina",25409,"No Usa Celular",9354,36.81
1216,"Catarina",25409,"NA_Celular",133,0.52
1216,"Catarina",25409,"Usa Computadora",3709,14.6
1216,"Catarina",25409,"No usa Computadora",21572,84.9
1216,"Catarina",25409,"NA_Computadora",128,0.5
1216,"Catarina",25409,"Usa Internet",6143,24.18
1216,"Catarina",25409,"No usa Internet",19091,75.13
1216,"Catarina",25409,"NA_Internet",175,0.69
1217,"Ayutla",30949,"Usa Celular",19972,64.53
1217,"Ayutla",30949,"No Usa Celular",10575,34.17
1217,"Ayutla",30949,"NA_Celular",402,1.3
1217,"Ayutla",30949,"Usa Computadora",4938,15.96
1217,"Ayutla",30949,"No usa Computadora",25598,82.71
1217,"Ayutla",30949,"NA_Computadora",413,1.33
1217,"Ayutla",30949,"Usa Internet",9903,32
1217,"Ayutla",30949,"No usa Internet",20538,66.36
1217,"Ayutla",30949,"NA_Internet",508,1.64
1218,"Ocós",9005,"Usa Celular",5216,57.92
1218,"Ocós",9005,"No Usa Celular",3668,40.73
1218,"Ocós",9005,"NA_Celular",121,1.34
1218,"Ocós",9005,"Usa Computadora",707,7.85
1218,"Ocós",9005,"No usa Computadora",8203,91.09
1218,"Ocós",9005,"NA_Computadora",95,1.05
1218,"Ocós",9005,"Usa Internet",1846,20.5
1218,"Ocós",9005,"No usa Internet",7031,78.08
1218,"Ocós",9005,"NA_Internet",128,1.42
1219,"San Pablo",40756,"Usa Celular",24248,59.5
1219,"San Pablo",40756,"No Usa Celular",16270,39.92
1219,"San Pablo",40756,"NA_Celular",238,0.58
1219,"San Pablo",40756,"Usa Computadora",4957,12.16
1219,"San Pablo",40756,"No usa Computadora",35587,87.32
1219,"San Pablo",40756,"NA_Computadora",212,0.52
1219,"San Pablo",40756,"Usa Internet",9012,22.11
1219,"San Pablo",40756,"No usa Internet",31450,77.17
1219,"San Pablo",40756,"NA_Internet",294,0.72
1220,"El Quetzal",19358,"Usa Celular",11138,57.54
1220,"El Quetzal",19358,"No Usa Celular",8025,41.46
1220,"El Quetzal",19358,"NA_Celular",195,1.01
1220,"El Quetzal",19358,"Usa Computadora",1571,8.12
1220,"El Quetzal",19358,"No usa Computadora",17576,90.79
1220,"El Quetzal",19358,"NA_Computadora",211,1.09
1220,"El Quetzal",19358,"Usa Internet",4237,21.89
1220,"El Quetzal",19358,"No usa Internet",14910,77.02
1220,"El Quetzal",19358,"NA_Internet",211,1.09
1221,"La Reforma",14929,"Usa Celular",7595,50.87
1221,"La Reforma",14929,"No Usa Celular",7278,48.75
1221,"La Reforma",14929,"NA_Celular",56,0.38
1221,"La Reforma",14929,"Usa Computadora",1329,8.9
1221,"La Reforma",14929,"No usa Computadora",13567,90.88
1221,"La Reforma",14929,"NA_Computadora",33,0.22
1221,"La Reforma",14929,"Usa Internet",2823,18.91
1221,"La Reforma",14929,"No usa Internet",12047,80.7
1221,"La Reforma",14929,"NA_Internet",59,0.4
1222,"Pajapita",18310,"Usa Celular",10775,58.85
1222,"Pajapita",18310,"No Usa Celular",7353,40.16
1222,"Pajapita",18310,"NA_Celular",182,0.99
1222,"Pajapita",18310,"Usa Computadora",2059,11.25
1222,"Pajapita",18310,"No usa Computadora",15880,86.73
1222,"Pajapita",18310,"NA_Computadora",371,2.03
1222,"Pajapita",18310,"Usa Internet",4751,25.95
1222,"Pajapita",18310,"No usa Internet",13278,72.52
1222,"Pajapita",18310,"NA_Internet",281,1.53
1223,"Ixchiguán",17944,"Usa Celular",9766,54.42
1223,"Ixchiguán",17944,"No Usa Celular",7633,42.54
1223,"Ixchiguán",17944,"NA_Celular",545,3.04
1223,"Ixchiguán",17944,"Usa Computadora",833,4.64
1223,"Ixchiguán",17944,"No usa Computadora",16792,93.58
1223,"Ixchiguán",17944,"NA_Computadora",319,1.78
1223,"Ixchiguán",17944,"Usa Internet",1139,6.35
1223,"Ixchiguán",17944,"No usa Internet",16195,90.25
1223,"Ixchiguán",17944,"NA_Internet",610,3.4
1224,"San José Ojetenam",15559,"Usa Celular",9114,58.58
1224,"San José Ojetenam",15559,"No Usa Celular",6049,38.88
1224,"San José Ojetenam",15559,"NA_Celular",396,2.55
1224,"San José Ojetenam",15559,"Usa Computadora",657,4.22
1224,"San José Ojetenam",15559,"No usa Computadora",14700,94.48
1224,"San José Ojetenam",15559,"NA_Computadora",202,1.3
1224,"San José Ojetenam",15559,"Usa Internet",837,5.38
1224,"San José Ojetenam",15559,"No usa Internet",14306,91.95
1224,"San José Ojetenam",15559,"NA_Internet",416,2.67
1225,"San Cristóbal Cucho",13715,"Usa Celular",8821,64.32
1225,"San Cristóbal Cucho",13715,"No Usa Celular",4801,35.01
1225,"San Cristóbal Cucho",13715,"NA_Celular",93,0.68
1225,"San Cristóbal Cucho",13715,"Usa Computadora",947,6.9
1225,"San Cristóbal Cucho",13715,"No usa Computadora",12628,92.07
1225,"San Cristóbal Cucho",13715,"NA_Computadora",140,1.02
1225,"San Cristóbal Cucho",13715,"Usa Internet",1090,7.95
1225,"San Cristóbal Cucho",13715,"No usa Internet",12423,90.58
1225,"San Cristóbal Cucho",13715,"NA_Internet",202,1.47
1226,"Sipacapa",15951,"Usa Celular",9016,56.52
1226,"Sipacapa",15951,"No Usa Celular",6507,40.79
1226,"Sipacapa",15951,"NA_Celular",428,2.68
1226,"Sipacapa",15951,"Usa Computadora",947,5.94
1226,"Sipacapa",15951,"No usa Computadora",14669,91.96
1226,"Sipacapa",15951,"NA_Computadora",335,2.1
1226,"Sipacapa",15951,"Usa Internet",1167,7.32
1226,"Sipacapa",15951,"No usa Internet",14241,89.28
1226,"Sipacapa",15951,"NA_Internet",543,3.4
1227,"Esquipulas Palo Gordo",10687,"Usa Celular",7210,67.47
1227,"Esquipulas Palo Gordo",10687,"No Usa Celular",3433,32.12
1227,"Esquipulas Palo Gordo",10687,"NA_Celular",44,0.41
1227,"Esquipulas Palo Gordo",10687,"Usa Computadora",1753,16.4
1227,"Esquipulas Palo Gordo",10687,"No usa Computadora",8891,83.19
1227,"Esquipulas Palo Gordo",10687,"NA_Computadora",43,0.4
1227,"Esquipulas Palo Gordo",10687,"Usa Internet",3194,29.89
1227,"Esquipulas Palo Gordo",10687,"No usa Internet",7429,69.51
1227,"Esquipulas Palo Gordo",10687,"NA_Internet",64,0.6
1228,"Río Blanco",4468,"Usa Celular",2843,63.63
1228,"Río Blanco",4468,"No Usa Celular",1604,35.9
1228,"Río Blanco",4468,"NA_Celular",21,0.47
1228,"Río Blanco",4468,"Usa Computadora",463,10.36
1228,"Río Blanco",4468,"No usa Computadora",3981,89.1
1228,"Río Blanco",4468,"NA_Computadora",24,0.54
1228,"Río Blanco",4468,"Usa Internet",1117,25
1228,"Río Blanco",4468,"No usa Internet",3322,74.35
1228,"Río Blanco",4468,"NA_Internet",29,0.65
1229,"San Lorenzo",10792,"Usa Celular",6548,60.67
1229,"San Lorenzo",10792,"No Usa Celular",4173,38.67
1229,"San Lorenzo",10792,"NA_Celular",71,0.66
1229,"San Lorenzo",10792,"Usa Computadora",1606,14.88
1229,"San Lorenzo",10792,"No usa Computadora",9105,84.37
1229,"San Lorenzo",10792,"NA_Computadora",81,0.75
1229,"San Lorenzo",10792,"Usa Internet",1990,18.44
1229,"San Lorenzo",10792,"No usa Internet",8669,80.33
1229,"San Lorenzo",10792,"NA_Internet",133,1.23
1230,"La Blanca",23936,"Usa Celular",13427,56.1
1230,"La Blanca",23936,"No Usa Celular",10309,43.07
1230,"La Blanca",23936,"NA_Celular",200,0.84
1230,"La Blanca",23936,"Usa Computadora",2182,9.12
1230,"La Blanca",23936,"No usa Computadora",21587,90.19
1230,"La Blanca",23936,"NA_Computadora",167,0.7
1230,"La Blanca",23936,"Usa Internet",5041,21.06
1230,"La Blanca",23936,"No usa Internet",18690,78.08
1230,"La Blanca",23936,"NA_Internet",205,0.86
1301,"Huehuetenango",101248,"Usa Celular",78001,77.04
1301,"Huehuetenango",101248,"No Usa Celular",22493,22.22
1301,"Huehuetenango",101248,"NA_Celular",754,0.74
1301,"Huehuetenango",101248,"Usa Computadora",37453,36.99
1301,"Huehuetenango",101248,"No usa Computadora",63207,62.43
1301,"Huehuetenango",101248,"NA_Computadora",588,0.58
1301,"Huehuetenango",101248,"Usa Internet",50680,50.06
1301,"Huehuetenango",101248,"No usa Internet",49776,49.16
1301,"Huehuetenango",101248,"NA_Internet",792,0.78
1302,"Chiantla",71571,"Usa Celular",40236,56.22
1302,"Chiantla",71571,"No Usa Celular",30658,42.84
1302,"Chiantla",71571,"NA_Celular",677,0.95
1302,"Chiantla",71571,"Usa Computadora",7029,9.82
1302,"Chiantla",71571,"No usa Computadora",64075,89.53
1302,"Chiantla",71571,"NA_Computadora",467,0.65
1302,"Chiantla",71571,"Usa Internet",11056,15.45
1302,"Chiantla",71571,"No usa Internet",59644,83.34
1302,"Chiantla",71571,"NA_Internet",871,1.22
1303,"Malacatancito",15959,"Usa Celular",9951,62.35
1303,"Malacatancito",15959,"No Usa Celular",5910,37.03
1303,"Malacatancito",15959,"NA_Celular",98,0.61
1303,"Malacatancito",15959,"Usa Computadora",2001,12.54
1303,"Malacatancito",15959,"No usa Computadora",13849,86.78
1303,"Malacatancito",15959,"NA_Computadora",109,0.68
1303,"Malacatancito",15959,"Usa Internet",2964,18.57
1303,"Malacatancito",15959,"No usa Internet",12844,80.48
1303,"Malacatancito",15959,"NA_Internet",151,0.95
1304,"Cuilco",48184,"Usa Celular",27888,57.88
1304,"Cuilco",48184,"No Usa Celular",19776,41.04
1304,"Cuilco",48184,"NA_Celular",520,1.08
1304,"Cuilco",48184,"Usa Computadora",2268,4.71
1304,"Cuilco",48184,"No usa Computadora",45596,94.63
1304,"Cuilco",48184,"NA_Computadora",320,0.66
1304,"Cuilco",48184,"Usa Internet",7978,16.56
1304,"Cuilco",48184,"No usa Internet",39618,82.22
1304,"Cuilco",48184,"NA_Internet",588,1.22
1305,"Nentón",36210,"Usa Celular",15098,41.7
1305,"Nentón",36210,"No Usa Celular",20689,57.14
1305,"Nentón",36210,"NA_Celular",423,1.17
1305,"Nentón",36210,"Usa Computadora",1795,4.96
1305,"Nentón",36210,"No usa Computadora",34179,94.39
1305,"Nentón",36210,"NA_Computadora",236,0.65
1305,"Nentón",36210,"Usa Internet",4799,13.25
1305,"Nentón",36210,"No usa Internet",30912,85.37
1305,"Nentón",36210,"NA_Internet",499,1.38
1306,"San Pedro Necta",31377,"Usa Celular",18223,58.08
1306,"San Pedro Necta",31377,"No Usa Celular",12836,40.91
1306,"San Pedro Necta",31377,"NA_Celular",318,1.01
1306,"San Pedro Necta",31377,"Usa Computadora",2728,8.69
1306,"San Pedro Necta",31377,"No usa Computadora",28461,90.71
1306,"San Pedro Necta",31377,"NA_Computadora",188,0.6
1306,"San Pedro Necta",31377,"Usa Internet",4656,14.84
1306,"San Pedro Necta",31377,"No usa Internet",26394,84.12
1306,"San Pedro Necta",31377,"NA_Internet",327,1.04
1307,"Jacaltenango",31398,"Usa Celular",20648,65.76
1307,"Jacaltenango",31398,"No Usa Celular",10545,33.58
1307,"Jacaltenango",31398,"NA_Celular",205,0.65
1307,"Jacaltenango",31398,"Usa Computadora",6866,21.87
1307,"Jacaltenango",31398,"No usa Computadora",24364,77.6
1307,"Jacaltenango",31398,"NA_Computadora",168,0.54
1307,"Jacaltenango",31398,"Usa Internet",10557,33.62
1307,"Jacaltenango",31398,"No usa Internet",20610,65.64
1307,"Jacaltenango",31398,"NA_Internet",231,0.74
1308,"San Pedro Soloma",38459,"Usa Celular",21663,56.33
1308,"San Pedro Soloma",38459,"No Usa Celular",16299,42.38
1308,"San Pedro Soloma",38459,"NA_Celular",497,1.29
1308,"San Pedro Soloma",38459,"Usa Computadora",3625,9.43
1308,"San Pedro Soloma",38459,"No usa Computadora",34460,89.6
1308,"San Pedro Soloma",38459,"NA_Computadora",374,0.97
1308,"San Pedro Soloma",38459,"Usa Internet",7450,19.37
1308,"San Pedro Soloma",38459,"No usa Internet",30412,79.08
1308,"San Pedro Soloma",38459,"NA_Internet",597,1.55
1309,"San Ildefonso Ixtahuacán",35055,"Usa Celular",23807,67.91
1309,"San Ildefonso Ixtahuacán",35055,"No Usa Celular",10971,31.3
1309,"San Ildefonso Ixtahuacán",35055,"NA_Celular",277,0.79
1309,"San Ildefonso Ixtahuacán",35055,"Usa Computadora",3396,9.69
1309,"San Ildefonso Ixtahuacán",35055,"No usa Computadora",31474,89.78
1309,"San Ildefonso Ixtahuacán",35055,"NA_Computadora",185,0.53
1309,"San Ildefonso Ixtahuacán",35055,"Usa Internet",5304,15.13
1309,"San Ildefonso Ixtahuacán",35055,"No usa Internet",29371,83.79
1309,"San Ildefonso Ixtahuacán",35055,"NA_Internet",380,1.08
1310,"Santa Bárbara",26634,"Usa Celular",14362,53.92
1310,"Santa Bárbara",26634,"No Usa Celular",11738,44.07
1310,"Santa Bárbara",26634,"NA_Celular",534,2
1310,"Santa Bárbara",26634,"Usa Computadora",424,1.59
1310,"Santa Bárbara",26634,"No usa Computadora",25947,97.42
1310,"Santa Bárbara",26634,"NA_Computadora",263,0.99
1310,"Santa Bárbara",26634,"Usa Internet",2120,7.96
1310,"Santa Bárbara",26634,"No usa Internet",23906,89.76
1310,"Santa Bárbara",26634,"NA_Internet",608,2.28
1311,"La Libertad",30972,"Usa Celular",17415,56.23
1311,"La Libertad",30972,"No Usa Celular",13091,42.27
1311,"La Libertad",30972,"NA_Celular",466,1.5
1311,"La Libertad",30972,"Usa Computadora",1167,3.77
1311,"La Libertad",30972,"No usa Computadora",29527,95.33
1311,"La Libertad",30972,"NA_Computadora",278,0.9
1311,"La Libertad",30972,"Usa Internet",6073,19.61
1311,"La Libertad",30972,"No usa Internet",24403,78.79
1311,"La Libertad",30972,"NA_Internet",496,1.6
1312,"La Democracia",45266,"Usa Celular",26127,57.72
1312,"La Democracia",45266,"No Usa Celular",18247,40.31
1312,"La Democracia",45266,"NA_Celular",892,1.97
1312,"La Democracia",45266,"Usa Computadora",2890,6.38
1312,"La Democracia",45266,"No usa Computadora",41751,92.23
1312,"La Democracia",45266,"NA_Computadora",625,1.38
1312,"La Democracia",45266,"Usa Internet",7954,17.57
1312,"La Democracia",45266,"No usa Internet",36223,80.02
1312,"La Democracia",45266,"NA_Internet",1089,2.41
1313,"San Miguel Acatán",21024,"Usa Celular",8587,40.84
1313,"San Miguel Acatán",21024,"No Usa Celular",12257,58.3
1313,"San Miguel Acatán",21024,"NA_Celular",180,0.86
1313,"San Miguel Acatán",21024,"Usa Computadora",549,2.61
1313,"San Miguel Acatán",21024,"No usa Computadora",20403,97.05
1313,"San Miguel Acatán",21024,"NA_Computadora",72,0.34
1313,"San Miguel Acatán",21024,"Usa Internet",1191,5.66
1313,"San Miguel Acatán",21024,"No usa Internet",19646,93.45
1313,"San Miguel Acatán",21024,"NA_Internet",187,0.89
1314,"San Rafael La Independencia",11050,"Usa Celular",5589,50.58
1314,"San Rafael La Independencia",11050,"No Usa Celular",5368,48.58
1314,"San Rafael La Independencia",11050,"NA_Celular",93,0.84
1314,"San Rafael La Independencia",11050,"Usa Computadora",500,4.52
1314,"San Rafael La Independencia",11050,"No usa Computadora",10497,95
1314,"San Rafael La Independencia",11050,"NA_Computadora",53,0.48
1314,"San Rafael La Independencia",11050,"Usa Internet",1027,9.29
1314,"San Rafael La Independencia",11050,"No usa Internet",9912,89.7
1314,"San Rafael La Independencia",11050,"NA_Internet",111,1
1315,"Todos Santos Cuchumatán",24373,"Usa Celular",16049,65.85
1315,"Todos Santos Cuchumatán",24373,"No Usa Celular",7981,32.75
1315,"Todos Santos Cuchumatán",24373,"NA_Celular",343,1.41
1315,"Todos Santos Cuchumatán",24373,"Usa Computadora",978,4.01
1315,"Todos Santos Cuchumatán",24373,"No usa Computadora",23216,95.25
1315,"Todos Santos Cuchumatán",24373,"NA_Computadora",179,0.73
1315,"Todos Santos Cuchumatán",24373,"Usa Internet",4059,16.65
1315,"Todos Santos Cuchumatán",24373,"No usa Internet",19882,81.57
1315,"Todos Santos Cuchumatán",24373,"NA_Internet",432,1.77
1316,"San Juan Atitán",15907,"Usa Celular",9646,60.64
1316,"San Juan Atitán",15907,"No Usa Celular",6176,38.83
1316,"San Juan Atitán",15907,"NA_Celular",85,0.53
1316,"San Juan Atitán",15907,"Usa Computadora",321,2.02
1316,"San Juan Atitán",15907,"No usa Computadora",15539,97.69
1316,"San Juan Atitán",15907,"NA_Computadora",47,0.3
1316,"San Juan Atitán",15907,"Usa Internet",546,3.43
1316,"San Juan Atitán",15907,"No usa Internet",15241,95.81
1316,"San Juan Atitán",15907,"NA_Internet",120,0.75
1317,"Santa Eulalia",30707,"Usa Celular",15347,49.98
1317,"Santa Eulalia",30707,"No Usa Celular",14291,46.54
1317,"Santa Eulalia",30707,"NA_Celular",1069,3.48
1317,"Santa Eulalia",30707,"Usa Computadora",2841,9.25
1317,"Santa Eulalia",30707,"No usa Computadora",27314,88.95
1317,"Santa Eulalia",30707,"NA_Computadora",552,1.8
1317,"Santa Eulalia",30707,"Usa Internet",3424,11.15
1317,"Santa Eulalia",30707,"No usa Internet",26113,85.04
1317,"Santa Eulalia",30707,"NA_Internet",1170,3.81
1318,"San Mateo Ixtatán",34097,"Usa Celular",12435,36.47
1318,"San Mateo Ixtatán",34097,"No Usa Celular",20962,61.48
1318,"San Mateo Ixtatán",34097,"NA_Celular",700,2.05
1318,"San Mateo Ixtatán",34097,"Usa Computadora",902,2.65
1318,"San Mateo Ixtatán",34097,"No usa Computadora",32924,96.56
1318,"San Mateo Ixtatán",34097,"NA_Computadora",271,0.79
1318,"San Mateo Ixtatán",34097,"Usa Internet",1172,3.44
1318,"San Mateo Ixtatán",34097,"No usa Internet",32206,94.45
1318,"San Mateo Ixtatán",34097,"NA_Internet",719,2.11
1319,"Colotenango",27302,"Usa Celular",12048,44.13
1319,"Colotenango",27302,"No Usa Celular",14938,54.71
1319,"Colotenango",27302,"NA_Celular",316,1.16
1319,"Colotenango",27302,"Usa Computadora",610,2.23
1319,"Colotenango",27302,"No usa Computadora",26482,97
1319,"Colotenango",27302,"NA_Computadora",210,0.77
1319,"Colotenango",27302,"Usa Internet",939,3.44
1319,"Colotenango",27302,"No usa Internet",25940,95.01
1319,"Colotenango",27302,"NA_Internet",423,1.55
