"Código","Municipio","Total de personas","Grupo de Edades 5 años","Cantidad","Porcentaje de Poblacion"
1221,"La Reforma",17918,"65 - 69",416,2.32
1221,"La Reforma",17918,"70 - 74",350,1.95
1221,"La Reforma",17918,"75 - 79",252,1.41
1221,"La Reforma",17918,"80 - 84",150,0.84
1221,"La Reforma",17918,"85 - 89",100,0.56
1221,"La Reforma",17918,"90 - 94",41,0.23
1221,"La Reforma",17918,"95 - 99",6,0.03
1221,"La Reforma",17918,"100 - más",2,0.01
1222,"Pajapita",21725,"0 - 4",2401,11.05
1222,"Pajapita",21725,"5 - 9",2527,11.63
1222,"Pajapita",21725,"10 - 14",2391,11.01
1222,"Pajapita",21725,"15 - 19",2502,11.52
1222,"Pajapita",21725,"20 - 24",2221,10.22
1222,"Pajapita",21725,"25 - 29",1779,8.19
1222,"Pajapita",21725,"30 - 34",1493,6.87
1222,"Pajapita",21725,"35 - 39",1360,6.26
1222,"Pajapita",21725,"40 - 44",1099,5.06
1222,"Pajapita",21725,"45 - 49",831,3.83
1222,"Pajapita",21725,"50 - 54",751,3.46
1222,"Pajapita",21725,"55 - 59",666,3.07
1222,"Pajapita",21725,"60 - 64",492,2.26
1222,"Pajapita",21725,"65 - 69",424,1.95
1222,"Pajapita",21725,"70 - 74",293,1.35
1222,"Pajapita",21725,"75 - 79",212,0.98
1222,"Pajapita",21725,"80 - 84",141,0.65
1222,"Pajapita",21725,"85 - 89",95,0.44
1222,"Pajapita",21725,"90 - 94",36,0.17
1222,"Pajapita",21725,"95 - 99",11,0.05
1222,"Pajapita",21725,"100 - más",0,0
1223,"Ixchiguán",22375,"0 - 4",3147,14.06
1223,"Ixchiguán",22375,"5 - 9",3015,13.47
1223,"Ixchiguán",22375,"10 - 14",2756,12.32
1223,"Ixchiguán",22375,"15 - 19",2339,10.45
1223,"Ixchiguán",22375,"20 - 24",1892,8.46
1223,"Ixchiguán",22375,"25 - 29",1502,6.71
1223,"Ixchiguán",22375,"30 - 34",1198,5.35
1223,"Ixchiguán",22375,"35 - 39",1229,5.49
1223,"Ixchiguán",22375,"40 - 44",1117,4.99
1223,"Ixchiguán",22375,"45 - 49",933,4.17
1223,"Ixchiguán",22375,"50 - 54",853,3.81
1223,"Ixchiguán",22375,"55 - 59",672,3
1223,"Ixchiguán",22375,"60 - 64",528,2.36
1223,"Ixchiguán",22375,"65 - 69",431,1.93
1223,"Ixchiguán",22375,"70 - 74",294,1.31
1223,"Ixchiguán",22375,"75 - 79",237,1.06
1223,"Ixchiguán",22375,"80 - 84",124,0.55
1223,"Ixchiguán",22375,"85 - 89",68,0.3
1223,"Ixchiguán",22375,"90 - 94",28,0.13
1223,"Ixchiguán",22375,"95 - 99",9,0.04
1223,"Ixchiguán",22375,"100 - más",3,0.01
1224,"San José Ojetenam",19009,"0 - 4",2404,12.65
1224,"San José Ojetenam",19009,"5 - 9",2591,13.63
1224,"San José Ojetenam",19009,"10 - 14",2472,13
1224,"San José Ojetenam",19009,"15 - 19",1991,10.47
1224,"San José Ojetenam",19009,"20 - 24",1622,8.53
1224,"San José Ojetenam",19009,"25 - 29",1349,7.1
1224,"San José Ojetenam",19009,"30 - 34",1064,5.6
1224,"San José Ojetenam",19009,"35 - 39",1035,5.44
1224,"San José Ojetenam",19009,"40 - 44",824,4.33
1224,"San José Ojetenam",19009,"45 - 49",695,3.66
1224,"San José Ojetenam",19009,"50 - 54",616,3.24
1224,"San José Ojetenam",19009,"55 - 59",561,2.95
1224,"San José Ojetenam",19009,"60 - 64",459,2.41
1224,"San José Ojetenam",19009,"65 - 69",414,2.18
1224,"San José Ojetenam",19009,"70 - 74",346,1.82
1224,"San José Ojetenam",19009,"75 - 79",229,1.2
1224,"San José Ojetenam",19009,"80 - 84",153,0.8
1224,"San José Ojetenam",19009,"85 - 89",113,0.59
1224,"San José Ojetenam",19009,"90 - 94",41,0.22
1224,"San José Ojetenam",19009,"95 - 99",23,0.12
1224,"San José Ojetenam",19009,"100 - más",7,0.04
1225,"San Cristóbal Cucho",16619,"0 - 4",2048,12.32
1225,"San Cristóbal Cucho",16619,"5 - 9",2041,12.28
1225,"San Cristóbal Cucho",16619,"10 - 14",1957,11.78
1225,"San Cristóbal Cucho",16619,"15 - 19",1963,11.81
1225,"San Cristóbal Cucho",16619,"20 - 24",1616,9.72
1225,"San Cristóbal Cucho",16619,"25 - 29",1138,6.85
1225,"San Cristóbal Cucho",16619,"30 - 34",848,5.1
1225,"San Cristóbal Cucho",16619,"35 - 39",863,5.19
1225,"San Cristóbal Cucho",16619,"40 - 44",752,4.52
1225,"San Cristóbal Cucho",16619,"45 - 49",665,4
1225,"San Cristóbal Cucho",16619,"50 - 54",563,3.39
1225,"San Cristóbal Cucho",16619,"55 - 59",562,3.38
1225,"San Cristóbal Cucho",16619,"60 - 64",434,2.61
1225,"San Cristóbal Cucho",16619,"65 - 69",371,2.23
1225,"San Cristóbal Cucho",16619,"70 - 74",263,1.58
1225,"San Cristóbal Cucho",16619,"75 - 79",242,1.46
1225,"San Cristóbal Cucho",16619,"80 - 84",141,0.85
1225,"San Cristóbal Cucho",16619,"85 - 89",91,0.55
1225,"San Cristóbal Cucho",16619,"90 - 94",48,0.29
1225,"San Cristóbal Cucho",16619,"95 - 99",12,0.07
1225,"San Cristóbal Cucho",16619,"100 - más",1,0.01
1226,"Sipacapa",20178,"0 - 4",2991,14.82
1226,"Sipacapa",20178,"5 - 9",2948,14.61
1226,"Sipacapa",20178,"10 - 14",2799,13.87
1226,"Sipacapa",20178,"15 - 19",2405,11.92
1226,"Sipacapa",20178,"20 - 24",1788,8.86
1226,"Sipacapa",20178,"25 - 29",1316,6.52
1226,"Sipacapa",20178,"30 - 34",1013,5.02
1226,"Sipacapa",20178,"35 - 39",993,4.92
1226,"Sipacapa",20178,"40 - 44",842,4.17
1226,"Sipacapa",20178,"45 - 49",660,3.27
1226,"Sipacapa",20178,"50 - 54",544,2.7
1226,"Sipacapa",20178,"55 - 59",453,2.25
1226,"Sipacapa",20178,"60 - 64",423,2.1
1226,"Sipacapa",20178,"65 - 69",345,1.71
1226,"Sipacapa",20178,"70 - 74",265,1.31
1226,"Sipacapa",20178,"75 - 79",177,0.88
1226,"Sipacapa",20178,"80 - 84",108,0.54
1226,"Sipacapa",20178,"85 - 89",76,0.38
1226,"Sipacapa",20178,"90 - 94",23,0.11
1226,"Sipacapa",20178,"95 - 99",8,0.04
1226,"Sipacapa",20178,"100 - más",1,0
1227,"Esquipulas Palo Gordo",12892,"0 - 4",1569,12.17
1227,"Esquipulas Palo Gordo",12892,"5 - 9",1563,12.12
1227,"Esquipulas Palo Gordo",12892,"10 - 14",1528,11.85
1227,"Esquipulas Palo Gordo",12892,"15 - 19",1433,11.12
1227,"Esquipulas Palo Gordo",12892,"20 - 24",1284,9.96
1227,"Esquipulas Palo Gordo",12892,"25 - 29",1024,7.94
1227,"Esquipulas Palo Gordo",12892,"30 - 34",824,6.39
1227,"Esquipulas Palo Gordo",12892,"35 - 39",739,5.73
1227,"Esquipulas Palo Gordo",12892,"40 - 44",605,4.69
1227,"Esquipulas Palo Gordo",12892,"45 - 49",476,3.69
1227,"Esquipulas Palo Gordo",12892,"50 - 54",420,3.26
1227,"Esquipulas Palo Gordo",12892,"55 - 59",361,2.8
1227,"Esquipulas Palo Gordo",12892,"60 - 64",279,2.16
1227,"Esquipulas Palo Gordo",12892,"65 - 69",244,1.89
1227,"Esquipulas Palo Gordo",12892,"70 - 74",176,1.37
1227,"Esquipulas Palo Gordo",12892,"75 - 79",141,1.09
1227,"Esquipulas Palo Gordo",12892,"80 - 84",118,0.92
1227,"Esquipulas Palo Gordo",12892,"85 - 89",71,0.55
1227,"Esquipulas Palo Gordo",12892,"90 - 94",28,0.22
1227,"Esquipulas Palo Gordo",12892,"95 - 99",6,0.05
1227,"Esquipulas Palo Gordo",12892,"100 - más",3,0.02
1228,"Río Blanco",5318,"0 - 4",640,12.03
1228,"Río Blanco",5318,"5 - 9",578,10.87
1228,"Río Blanco",5318,"10 - 14",611,11.49
1228,"Río Blanco",5318,"15 - 19",603,11.34
1228,"Río Blanco",5318,"20 - 24",470,8.84
1228,"Río Blanco",5318,"25 - 29",399,7.5
1228,"Río Blanco",5318,"30 - 34",299,5.62
1228,"Río Blanco",5318,"35 - 39",302,5.68
1228,"Río Blanco",5318,"40 - 44",265,4.98
1228,"Río Blanco",5318,"45 - 49",217,4.08
1228,"Río Blanco",5318,"50 - 54",193,3.63
1228,"Río Blanco",5318,"55 - 59",148,2.78
1228,"Río Blanco",5318,"60 - 64",154,2.9
1228,"Río Blanco",5318,"65 - 69",130,2.44
1228,"Río Blanco",5318,"70 - 74",109,2.05
1228,"Río Blanco",5318,"75 - 79",78,1.47
1228,"Río Blanco",5318,"80 - 84",55,1.03
1228,"Río Blanco",5318,"85 - 89",39,0.73
1228,"Río Blanco",5318,"90 - 94",18,0.34
1228,"Río Blanco",5318,"95 - 99",8,0.15
1228,"Río Blanco",5318,"100 - más",2,0.04
1229,"San Lorenzo",13125,"0 - 4",1687,12.85
1229,"San Lorenzo",13125,"5 - 9",1523,11.6
1229,"San Lorenzo",13125,"10 - 14",1595,12.15
1229,"San Lorenzo",13125,"15 - 19",1497,11.41
1229,"San Lorenzo",13125,"20 - 24",1213,9.24
1229,"San Lorenzo",13125,"25 - 29",1019,7.76
1229,"San Lorenzo",13125,"30 - 34",833,6.35
1229,"San Lorenzo",13125,"35 - 39",708,5.39
1229,"San Lorenzo",13125,"40 - 44",586,4.46
1229,"San Lorenzo",13125,"45 - 49",465,3.54
1229,"San Lorenzo",13125,"50 - 54",474,3.61
1229,"San Lorenzo",13125,"55 - 59",369,2.81
1229,"San Lorenzo",13125,"60 - 64",363,2.77
1229,"San Lorenzo",13125,"65 - 69",271,2.06
1229,"San Lorenzo",13125,"70 - 74",193,1.47
1229,"San Lorenzo",13125,"75 - 79",146,1.11
1229,"San Lorenzo",13125,"80 - 84",97,0.74
1229,"San Lorenzo",13125,"85 - 89",60,0.46
1229,"San Lorenzo",13125,"90 - 94",20,0.15
1229,"San Lorenzo",13125,"95 - 99",6,0.05
1229,"San Lorenzo",13125,"100 - más",0,0
1230,"La Blanca",29112,"0 - 4",3709,12.74
1230,"La Blanca",29112,"5 - 9",3531,12.13
1230,"La Blanca",29112,"10 - 14",3105,10.67
1230,"La Blanca",29112,"15 - 19",3451,11.85
1230,"La Blanca",29112,"20 - 24",3041,10.45
1230,"La Blanca",29112,"25 - 29",2479,8.52
1230,"La Blanca",29112,"30 - 34",1935,6.65
1230,"La Blanca",29112,"35 - 39",1675,5.75
1230,"La Blanca",29112,"40 - 44",1439,4.94
1230,"La Blanca",29112,"45 - 49",1093,3.75
1230,"La Blanca",29112,"50 - 54",923,3.17
1230,"La Blanca",29112,"55 - 59",760,2.61
1230,"La Blanca",29112,"60 - 64",592,2.03
1230,"La Blanca",29112,"65 - 69",491,1.69
1230,"La Blanca",29112,"70 - 74",362,1.24
1230,"La Blanca",29112,"75 - 79",258,0.89
1230,"La Blanca",29112,"80 - 84",139,0.48
1230,"La Blanca",29112,"85 - 89",87,0.3
1230,"La Blanca",29112,"90 - 94",29,0.1
1230,"La Blanca",29112,"95 - 99",10,0.03
1230,"La Blanca",29112,"100 - más",3,0.01
1301,"Huehuetenango",117818,"0 - 4",11579,9.83
1301,"Huehuetenango",117818,"5 - 9",12470,10.58
1301,"Huehuetenango",117818,"10 - 14",11896,10.1
1301,"Huehuetenango",117818,"15 - 19",12511,10.62
1301,"Huehuetenango",117818,"20 - 24",11612,9.86
1301,"Huehuetenango",117818,"25 - 29",10545,8.95
1301,"Huehuetenango",117818,"30 - 34",8680,7.37
1301,"Huehuetenango",117818,"35 - 39",8284,7.03
1301,"Huehuetenango",117818,"40 - 44",6519,5.53
1301,"Huehuetenango",117818,"45 - 49",5211,4.42
1301,"Huehuetenango",117818,"50 - 54",4614,3.92
1301,"Huehuetenango",117818,"55 - 59",3807,3.23
1301,"Huehuetenango",117818,"60 - 64",3043,2.58
1301,"Huehuetenango",117818,"65 - 69",2397,2.03
1301,"Huehuetenango",117818,"70 - 74",1715,1.46
1301,"Huehuetenango",117818,"75 - 79",1248,1.06
1301,"Huehuetenango",117818,"80 - 84",825,0.7
1301,"Huehuetenango",117818,"85 - 89",546,0.46
1301,"Huehuetenango",117818,"90 - 94",218,0.19
1301,"Huehuetenango",117818,"95 - 99",79,0.07
1301,"Huehuetenango",117818,"100 - más",19,0.02
1302,"Chiantla",87447,"0 - 4",11332,12.96
1302,"Chiantla",87447,"5 - 9",10798,12.35
1302,"Chiantla",87447,"10 - 14",10482,11.99
1302,"Chiantla",87447,"15 - 19",10694,12.23
1302,"Chiantla",87447,"20 - 24",8944,10.23
1302,"Chiantla",87447,"25 - 29",7026,8.03
1302,"Chiantla",87447,"30 - 34",5354,6.12
1302,"Chiantla",87447,"35 - 39",5097,5.83
1302,"Chiantla",87447,"40 - 44",3942,4.51
1302,"Chiantla",87447,"45 - 49",3131,3.58
1302,"Chiantla",87447,"50 - 54",2513,2.87
1302,"Chiantla",87447,"55 - 59",2251,2.57
1302,"Chiantla",87447,"60 - 64",1792,2.05
1302,"Chiantla",87447,"65 - 69",1477,1.69
1302,"Chiantla",87447,"70 - 74",984,1.13
1302,"Chiantla",87447,"75 - 79",675,0.77
1302,"Chiantla",87447,"80 - 84",510,0.58
1302,"Chiantla",87447,"85 - 89",295,0.34
1302,"Chiantla",87447,"90 - 94",117,0.13
1302,"Chiantla",87447,"95 - 99",30,0.03
1302,"Chiantla",87447,"100 - más",3,0
1303,"Malacatancito",19155,"0 - 4",2240,11.69
1303,"Malacatancito",19155,"5 - 9",2313,12.08
1303,"Malacatancito",19155,"10 - 14",2273,11.87
1303,"Malacatancito",19155,"15 - 19",2155,11.25
1303,"Malacatancito",19155,"20 - 24",1774,9.26
1303,"Malacatancito",19155,"25 - 29",1419,7.41
1303,"Malacatancito",19155,"30 - 34",1182,6.17
1303,"Malacatancito",19155,"35 - 39",1122,5.86
1303,"Malacatancito",19155,"40 - 44",899,4.69
1303,"Malacatancito",19155,"45 - 49",741,3.87
1303,"Malacatancito",19155,"50 - 54",661,3.45
1303,"Malacatancito",19155,"55 - 59",586,3.06
1303,"Malacatancito",19155,"60 - 64",502,2.62
1303,"Malacatancito",19155,"65 - 69",397,2.07
1303,"Malacatancito",19155,"70 - 74",301,1.57
1303,"Malacatancito",19155,"75 - 79",227,1.19
1303,"Malacatancito",19155,"80 - 84",178,0.93
1303,"Malacatancito",19155,"85 - 89",123,0.64
1303,"Malacatancito",19155,"90 - 94",44,0.23
1303,"Malacatancito",19155,"95 - 99",14,0.07
1303,"Malacatancito",19155,"100 - más",4,0.02
1304,"Cuilco",60395,"0 - 4",8610,14.26
1304,"Cuilco",60395,"5 - 9",8427,13.95
1304,"Cuilco",60395,"10 - 14",7385,12.23
1304,"Cuilco",60395,"15 - 19",6481,10.73
1304,"Cuilco",60395,"20 - 24",5236,8.67
1304,"Cuilco",60395,"25 - 29",4355,7.21
1304,"Cuilco",60395,"30 - 34",3359,5.56
1304,"Cuilco",60395,"35 - 39",3204,5.31
1304,"Cuilco",60395,"40 - 44",2668,4.42
1304,"Cuilco",60395,"45 - 49",2274,3.77
1304,"Cuilco",60395,"50 - 54",1847,3.06
1304,"Cuilco",60395,"55 - 59",1693,2.8
1304,"Cuilco",60395,"60 - 64",1375,2.28
1304,"Cuilco",60395,"65 - 69",1147,1.9
1304,"Cuilco",60395,"70 - 74",865,1.43
1304,"Cuilco",60395,"75 - 79",616,1.02
1304,"Cuilco",60395,"80 - 84",426,0.71
1304,"Cuilco",60395,"85 - 89",275,0.46
1304,"Cuilco",60395,"90 - 94",90,0.15
1304,"Cuilco",60395,"95 - 99",50,0.08
1304,"Cuilco",60395,"100 - más",12,0.02
1305,"Nentón",45679,"0 - 4",6761,14.8
1305,"Nentón",45679,"5 - 9",6442,14.1
1305,"Nentón",45679,"10 - 14",5529,12.1
1305,"Nentón",45679,"15 - 19",5202,11.39
1305,"Nentón",45679,"20 - 24",4257,9.32
1305,"Nentón",45679,"25 - 29",3547,7.77
1305,"Nentón",45679,"30 - 34",2823,6.18
1305,"Nentón",45679,"35 - 39",2573,5.63
1305,"Nentón",45679,"40 - 44",2010,4.4
1305,"Nentón",45679,"45 - 49",1559,3.41
1305,"Nentón",45679,"50 - 54",1195,2.62
1305,"Nentón",45679,"55 - 59",1134,2.48
1305,"Nentón",45679,"60 - 64",871,1.91
1305,"Nentón",45679,"65 - 69",670,1.47
1305,"Nentón",45679,"70 - 74",471,1.03
1305,"Nentón",45679,"75 - 79",309,0.68
1305,"Nentón",45679,"80 - 84",167,0.37
1305,"Nentón",45679,"85 - 89",104,0.23
1305,"Nentón",45679,"90 - 94",34,0.07
1305,"Nentón",45679,"95 - 99",15,0.03
1305,"Nentón",45679,"100 - más",6,0.01
1306,"San Pedro Necta",38510,"0 - 4",5048,13.11
1306,"San Pedro Necta",38510,"5 - 9",5149,13.37
1306,"San Pedro Necta",38510,"10 - 14",4423,11.49
1306,"San Pedro Necta",38510,"15 - 19",4418,11.47
1306,"San Pedro Necta",38510,"20 - 24",3922,10.18
1306,"San Pedro Necta",38510,"25 - 29",3068,7.97
1306,"San Pedro Necta",38510,"30 - 34",2529,6.57
1306,"San Pedro Necta",38510,"35 - 39",2186,5.68
1306,"San Pedro Necta",38510,"40 - 44",1758,4.57
1306,"San Pedro Necta",38510,"45 - 49",1394,3.62
1306,"San Pedro Necta",38510,"50 - 54",1209,3.14
1306,"San Pedro Necta",38510,"55 - 59",1005,2.61
1306,"San Pedro Necta",38510,"60 - 64",755,1.96
1306,"San Pedro Necta",38510,"65 - 69",613,1.59
1306,"San Pedro Necta",38510,"70 - 74",405,1.05
1306,"San Pedro Necta",38510,"75 - 79",324,0.84
1306,"San Pedro Necta",38510,"80 - 84",160,0.42
1306,"San Pedro Necta",38510,"85 - 89",88,0.23
1306,"San Pedro Necta",38510,"90 - 94",40,0.1
1306,"San Pedro Necta",38510,"95 - 99",11,0.03
1306,"San Pedro Necta",38510,"100 - más",5,0.01
1307,"Jacaltenango",37171,"0 - 4",4127,11.1
1307,"Jacaltenango",37171,"5 - 9",3831,10.31
1307,"Jacaltenango",37171,"10 - 14",3564,9.59
1307,"Jacaltenango",37171,"15 - 19",3866,10.4
1307,"Jacaltenango",37171,"20 - 24",3847,10.35
1307,"Jacaltenango",37171,"25 - 29",3124,8.4
1307,"Jacaltenango",37171,"30 - 34",2688,7.23
1307,"Jacaltenango",37171,"35 - 39",2434,6.55
1307,"Jacaltenango",37171,"40 - 44",1850,4.98
1307,"Jacaltenango",37171,"45 - 49",1701,4.58
1307,"Jacaltenango",37171,"50 - 54",1385,3.73
1307,"Jacaltenango",37171,"55 - 59",1223,3.29
1307,"Jacaltenango",37171,"60 - 64",988,2.66
1307,"Jacaltenango",37171,"65 - 69",872,2.35
1307,"Jacaltenango",37171,"70 - 74",621,1.67
1307,"Jacaltenango",37171,"75 - 79",445,1.2
1307,"Jacaltenango",37171,"80 - 84",320,0.86
1307,"Jacaltenango",37171,"85 - 89",180,0.48
1307,"Jacaltenango",37171,"90 - 94",74,0.2
1307,"Jacaltenango",37171,"95 - 99",28,0.08
1307,"Jacaltenango",37171,"100 - más",3,0.01
1308,"San Pedro Soloma",49030,"0 - 4",7697,15.7
1308,"San Pedro Soloma",49030,"5 - 9",6929,14.13
1308,"San Pedro Soloma",49030,"10 - 14",6134,12.51
1308,"San Pedro Soloma",49030,"15 - 19",5312,10.83
1308,"San Pedro Soloma",49030,"20 - 24",4561,9.3
1308,"San Pedro Soloma",49030,"25 - 29",3577,7.3
1308,"San Pedro Soloma",49030,"30 - 34",2966,6.05
1308,"San Pedro Soloma",49030,"35 - 39",2677,5.46
1308,"San Pedro Soloma",49030,"40 - 44",1953,3.98
1308,"San Pedro Soloma",49030,"45 - 49",1544,3.15
1308,"San Pedro Soloma",49030,"50 - 54",1229,2.51
1308,"San Pedro Soloma",49030,"55 - 59",1009,2.06
1308,"San Pedro Soloma",49030,"60 - 64",932,1.9
1308,"San Pedro Soloma",49030,"65 - 69",818,1.67
1308,"San Pedro Soloma",49030,"70 - 74",639,1.3
1308,"San Pedro Soloma",49030,"75 - 79",438,0.89
1308,"San Pedro Soloma",49030,"80 - 84",315,0.64
1308,"San Pedro Soloma",49030,"85 - 89",190,0.39
1308,"San Pedro Soloma",49030,"90 - 94",63,0.13
1308,"San Pedro Soloma",49030,"95 - 99",38,0.08
1308,"San Pedro Soloma",49030,"100 - más",9,0.02
1309,"San Ildefonso Ixtahuacán",44424,"0 - 4",6836,15.39
1309,"San Ildefonso Ixtahuacán",44424,"5 - 9",6086,13.7
1309,"San Ildefonso Ixtahuacán",44424,"10 - 14",5721,12.88
1309,"San Ildefonso Ixtahuacán",44424,"15 - 19",5179,11.66
1309,"San Ildefonso Ixtahuacán",44424,"20 - 24",4204,9.46
1309,"San Ildefonso Ixtahuacán",44424,"25 - 29",3136,7.06
1309,"San Ildefonso Ixtahuacán",44424,"30 - 34",2591,5.83
1309,"San Ildefonso Ixtahuacán",44424,"35 - 39",2464,5.55
1309,"San Ildefonso Ixtahuacán",44424,"40 - 44",1926,4.34
1309,"San Ildefonso Ixtahuacán",44424,"45 - 49",1622,3.65
1309,"San Ildefonso Ixtahuacán",44424,"50 - 54",1157,2.6
1309,"San Ildefonso Ixtahuacán",44424,"55 - 59",1040,2.34
1309,"San Ildefonso Ixtahuacán",44424,"60 - 64",876,1.97
1309,"San Ildefonso Ixtahuacán",44424,"65 - 69",633,1.42
1309,"San Ildefonso Ixtahuacán",44424,"70 - 74",413,0.93
1309,"San Ildefonso Ixtahuacán",44424,"75 - 79",273,0.61
1309,"San Ildefonso Ixtahuacán",44424,"80 - 84",147,0.33
1309,"San Ildefonso Ixtahuacán",44424,"85 - 89",79,0.18
1309,"San Ildefonso Ixtahuacán",44424,"90 - 94",28,0.06
1309,"San Ildefonso Ixtahuacán",44424,"95 - 99",12,0.03
1309,"San Ildefonso Ixtahuacán",44424,"100 - más",1,0
1310,"Santa Bárbara",33608,"0 - 4",5032,14.97
1310,"Santa Bárbara",33608,"5 - 9",4740,14.1
1310,"Santa Bárbara",33608,"10 - 14",4355,12.96
1310,"Santa Bárbara",33608,"15 - 19",4009,11.93
1310,"Santa Bárbara",33608,"20 - 24",3241,9.64
1310,"Santa Bárbara",33608,"25 - 29",2399,7.14
1310,"Santa Bárbara",33608,"30 - 34",1883,5.6
1310,"Santa Bárbara",33608,"35 - 39",1844,5.49
1310,"Santa Bárbara",33608,"40 - 44",1327,3.95
1310,"Santa Bárbara",33608,"45 - 49",1119,3.33
1310,"Santa Bárbara",33608,"50 - 54",836,2.49
1310,"Santa Bárbara",33608,"55 - 59",736,2.19
1310,"Santa Bárbara",33608,"60 - 64",584,1.74
1310,"Santa Bárbara",33608,"65 - 69",523,1.56
1310,"Santa Bárbara",33608,"70 - 74",392,1.17
1310,"Santa Bárbara",33608,"75 - 79",303,0.9
1310,"Santa Bárbara",33608,"80 - 84",158,0.47
1310,"Santa Bárbara",33608,"85 - 89",91,0.27
1310,"Santa Bárbara",33608,"90 - 94",25,0.07
1310,"Santa Bárbara",33608,"95 - 99",8,0.02
1310,"Santa Bárbara",33608,"100 - más",3,0.01
1311,"La Libertad",38234,"0 - 4",5138,13.44
1311,"La Libertad",38234,"5 - 9",5092,13.32
1311,"La Libertad",38234,"10 - 14",4496,11.76
1311,"La Libertad",38234,"15 - 19",4537,11.87
1311,"La Libertad",38234,"20 - 24",3741,9.78
1311,"La Libertad",38234,"25 - 29",2751,7.2
1311,"La Libertad",38234,"30 - 34",2283,5.97
1311,"La Libertad",38234,"35 - 39",2121,5.55
1311,"La Libertad",38234,"40 - 44",1637,4.28
1311,"La Libertad",38234,"45 - 49",1442,3.77
1311,"La Libertad",38234,"50 - 54",1245,3.26
1311,"La Libertad",38234,"55 - 59",1022,2.67
1311,"La Libertad",38234,"60 - 64",854,2.23
1311,"La Libertad",38234,"65 - 69",632,1.65
1311,"La Libertad",38234,"70 - 74",456,1.19
1311,"La Libertad",38234,"75 - 79",367,0.96
1311,"La Libertad",38234,"80 - 84",215,0.56
1311,"La Libertad",38234,"85 - 89",131,0.34
1311,"La Libertad",38234,"90 - 94",50,0.13
1311,"La Libertad",38234,"95 - 99",17,0.04
1311,"La Libertad",38234,"100 - más",7,0.02
1312,"La Democracia",55434,"0 - 4",7224,13.03
1312,"La Democracia",55434,"5 - 9",7138,12.88
1312,"La Democracia",55434,"10 - 14",6253,11.28
1312,"La Democracia",55434,"15 - 19",6265,11.3
1312,"La Democracia",55434,"20 - 24",5774,10.42
1312,"La Democracia",55434,"25 - 29",4466,8.06
1312,"La Democracia",55434,"30 - 34",3538,6.38
1312,"La Democracia",55434,"35 - 39",3282,5.92
1312,"La Democracia",55434,"40 - 44",2560,4.62
1312,"La Democracia",55434,"45 - 49",2119,3.82
1312,"La Democracia",55434,"50 - 54",1757,3.17
1312,"La Democracia",55434,"55 - 59",1454,2.62
1312,"La Democracia",55434,"60 - 64",1113,2.01
1312,"La Democracia",55434,"65 - 69",869,1.57
1312,"La Democracia",55434,"70 - 74",687,1.24
1312,"La Democracia",55434,"75 - 79",448,0.81
1312,"La Democracia",55434,"80 - 84",250,0.45
1312,"La Democracia",55434,"85 - 89",160,0.29
1312,"La Democracia",55434,"90 - 94",53,0.1
1312,"La Democracia",55434,"95 - 99",17,0.03
1312,"La Democracia",55434,"100 - más",7,0.01
1313,"San Miguel Acatán",27128,"0 - 4",4397,16.21
1313,"San Miguel Acatán",27128,"5 - 9",4156,15.32
1313,"San Miguel Acatán",27128,"10 - 14",3558,13.12
1313,"San Miguel Acatán",27128,"15 - 19",2949,10.87
1313,"San Miguel Acatán",27128,"20 - 24",2327,8.58
1313,"San Miguel Acatán",27128,"25 - 29",1751,6.45
1313,"San Miguel Acatán",27128,"30 - 34",1354,4.99
1313,"San Miguel Acatán",27128,"35 - 39",1275,4.7
1313,"San Miguel Acatán",27128,"40 - 44",1023,3.77
1313,"San Miguel Acatán",27128,"45 - 49",821,3.03
1313,"San Miguel Acatán",27128,"50 - 54",669,2.47
1313,"San Miguel Acatán",27128,"55 - 59",606,2.23
1313,"San Miguel Acatán",27128,"60 - 64",565,2.08
1313,"San Miguel Acatán",27128,"65 - 69",516,1.9
1313,"San Miguel Acatán",27128,"70 - 74",405,1.49
1313,"San Miguel Acatán",27128,"75 - 79",362,1.33
1313,"San Miguel Acatán",27128,"80 - 84",216,0.8
1313,"San Miguel Acatán",27128,"85 - 89",118,0.43
1313,"San Miguel Acatán",27128,"90 - 94",28,0.1
1313,"San Miguel Acatán",27128,"95 - 99",22,0.08
1313,"San Miguel Acatán",27128,"100 - más",10,0.04
1314,"San Rafael La Independencia",14149,"0 - 4",2238,15.82
1314,"San Rafael La Independencia",14149,"5 - 9",2064,14.59
1314,"San Rafael La Independencia",14149,"10 - 14",1682,11.89
1314,"San Rafael La Independencia",14149,"15 - 19",1544,10.91
1314,"San Rafael La Independencia",14149,"20 - 24",1325,9.36
1314,"San Rafael La Independencia",14149,"25 - 29",1019,7.2
1314,"San Rafael La Independencia",14149,"30 - 34",752,5.31
1314,"San Rafael La Independencia",14149,"35 - 39",675,4.77
1314,"San Rafael La Independencia",14149,"40 - 44",535,3.78
1314,"San Rafael La Independencia",14149,"45 - 49",407,2.88
1314,"San Rafael La Independencia",14149,"50 - 54",325,2.3
1314,"San Rafael La Independencia",14149,"55 - 59",304,2.15
1314,"San Rafael La Independencia",14149,"60 - 64",296,2.09
1314,"San Rafael La Independencia",14149,"65 - 69",306,2.16
1314,"San Rafael La Independencia",14149,"70 - 74",256,1.81
