"Código","Municipio","Total de personas","Grupo de Edades 5 años","Cantidad","Porcentaje de Poblacion"
901,"Quetzaltenango",180706,"55 - 59",6807,3.77
901,"Quetzaltenango",180706,"60 - 64",5624,3.11
901,"Quetzaltenango",180706,"65 - 69",4444,2.46
901,"Quetzaltenango",180706,"70 - 74",3001,1.66
901,"Quetzaltenango",180706,"75 - 79",2124,1.18
901,"Quetzaltenango",180706,"80 - 84",1387,0.77
901,"Quetzaltenango",180706,"85 - 89",951,0.53
901,"Quetzaltenango",180706,"90 - 94",331,0.18
901,"Quetzaltenango",180706,"95 - 99",111,0.06
901,"Quetzaltenango",180706,"100 - más",10,0.01
902,"Salcajá",19434,"0 - 4",1649,8.49
902,"Salcajá",19434,"5 - 9",1886,9.7
902,"Salcajá",19434,"10 - 14",1932,9.94
902,"Salcajá",19434,"15 - 19",1992,10.25
902,"Salcajá",19434,"20 - 24",1880,9.67
902,"Salcajá",19434,"25 - 29",1768,9.1
902,"Salcajá",19434,"30 - 34",1370,7.05
902,"Salcajá",19434,"35 - 39",1292,6.65
902,"Salcajá",19434,"40 - 44",1133,5.83
902,"Salcajá",19434,"45 - 49",868,4.47
902,"Salcajá",19434,"50 - 54",821,4.22
902,"Salcajá",19434,"55 - 59",733,3.77
902,"Salcajá",19434,"60 - 64",618,3.18
902,"Salcajá",19434,"65 - 69",539,2.77
902,"Salcajá",19434,"70 - 74",389,2
902,"Salcajá",19434,"75 - 79",233,1.2
902,"Salcajá",19434,"80 - 84",178,0.92
902,"Salcajá",19434,"85 - 89",95,0.49
902,"Salcajá",19434,"90 - 94",49,0.25
902,"Salcajá",19434,"95 - 99",8,0.04
902,"Salcajá",19434,"100 - más",1,0.01
903,"San Juan Olintepeque",35060,"0 - 4",3617,10.32
903,"San Juan Olintepeque",35060,"5 - 9",3613,10.31
903,"San Juan Olintepeque",35060,"10 - 14",3387,9.66
903,"San Juan Olintepeque",35060,"15 - 19",4015,11.45
903,"San Juan Olintepeque",35060,"20 - 24",3837,10.94
903,"San Juan Olintepeque",35060,"25 - 29",3225,9.2
903,"San Juan Olintepeque",35060,"30 - 34",2613,7.45
903,"San Juan Olintepeque",35060,"35 - 39",2389,6.81
903,"San Juan Olintepeque",35060,"40 - 44",1790,5.11
903,"San Juan Olintepeque",35060,"45 - 49",1456,4.15
903,"San Juan Olintepeque",35060,"50 - 54",1353,3.86
903,"San Juan Olintepeque",35060,"55 - 59",1078,3.07
903,"San Juan Olintepeque",35060,"60 - 64",828,2.36
903,"San Juan Olintepeque",35060,"65 - 69",672,1.92
903,"San Juan Olintepeque",35060,"70 - 74",471,1.34
903,"San Juan Olintepeque",35060,"75 - 79",333,0.95
903,"San Juan Olintepeque",35060,"80 - 84",192,0.55
903,"San Juan Olintepeque",35060,"85 - 89",125,0.36
903,"San Juan Olintepeque",35060,"90 - 94",55,0.16
903,"San Juan Olintepeque",35060,"95 - 99",8,0.02
903,"San Juan Olintepeque",35060,"100 - más",3,0.01
904,"San Carlos Sija",30224,"0 - 4",3087,10.21
904,"San Carlos Sija",30224,"5 - 9",3326,11
904,"San Carlos Sija",30224,"10 - 14",3153,10.43
904,"San Carlos Sija",30224,"15 - 19",3179,10.52
904,"San Carlos Sija",30224,"20 - 24",2855,9.45
904,"San Carlos Sija",30224,"25 - 29",2310,7.64
904,"San Carlos Sija",30224,"30 - 34",1814,6
904,"San Carlos Sija",30224,"35 - 39",1589,5.26
904,"San Carlos Sija",30224,"40 - 44",1344,4.45
904,"San Carlos Sija",30224,"45 - 49",1366,4.52
904,"San Carlos Sija",30224,"50 - 54",1388,4.59
904,"San Carlos Sija",30224,"55 - 59",1171,3.87
904,"San Carlos Sija",30224,"60 - 64",970,3.21
904,"San Carlos Sija",30224,"65 - 69",849,2.81
904,"San Carlos Sija",30224,"70 - 74",655,2.17
904,"San Carlos Sija",30224,"75 - 79",489,1.62
904,"San Carlos Sija",30224,"80 - 84",327,1.08
904,"San Carlos Sija",30224,"85 - 89",230,0.76
904,"San Carlos Sija",30224,"90 - 94",95,0.31
904,"San Carlos Sija",30224,"95 - 99",23,0.08
904,"San Carlos Sija",30224,"100 - más",4,0.01
905,"Sibilia",8407,"0 - 4",952,11.32
905,"Sibilia",8407,"5 - 9",832,9.9
905,"Sibilia",8407,"10 - 14",763,9.08
905,"Sibilia",8407,"15 - 19",875,10.41
905,"Sibilia",8407,"20 - 24",795,9.46
905,"Sibilia",8407,"25 - 29",698,8.3
905,"Sibilia",8407,"30 - 34",522,6.21
905,"Sibilia",8407,"35 - 39",460,5.47
905,"Sibilia",8407,"40 - 44",350,4.16
905,"Sibilia",8407,"45 - 49",394,4.69
905,"Sibilia",8407,"50 - 54",409,4.86
905,"Sibilia",8407,"55 - 59",333,3.96
905,"Sibilia",8407,"60 - 64",283,3.37
905,"Sibilia",8407,"65 - 69",247,2.94
905,"Sibilia",8407,"70 - 74",179,2.13
905,"Sibilia",8407,"75 - 79",110,1.31
905,"Sibilia",8407,"80 - 84",96,1.14
905,"Sibilia",8407,"85 - 89",75,0.89
905,"Sibilia",8407,"90 - 94",23,0.27
905,"Sibilia",8407,"95 - 99",10,0.12
905,"Sibilia",8407,"100 - más",1,0.01
906,"Cabricán",23033,"0 - 4",2498,10.85
906,"Cabricán",23033,"5 - 9",2689,11.67
906,"Cabricán",23033,"10 - 14",3076,13.35
906,"Cabricán",23033,"15 - 19",3011,13.07
906,"Cabricán",23033,"20 - 24",2221,9.64
906,"Cabricán",23033,"25 - 29",1592,6.91
906,"Cabricán",23033,"30 - 34",1280,5.56
906,"Cabricán",23033,"35 - 39",1318,5.72
906,"Cabricán",23033,"40 - 44",1113,4.83
906,"Cabricán",23033,"45 - 49",970,4.21
906,"Cabricán",23033,"50 - 54",735,3.19
906,"Cabricán",23033,"55 - 59",598,2.6
906,"Cabricán",23033,"60 - 64",555,2.41
906,"Cabricán",23033,"65 - 69",442,1.92
906,"Cabricán",23033,"70 - 74",364,1.58
906,"Cabricán",23033,"75 - 79",218,0.95
906,"Cabricán",23033,"80 - 84",179,0.78
906,"Cabricán",23033,"85 - 89",115,0.5
906,"Cabricán",23033,"90 - 94",44,0.19
906,"Cabricán",23033,"95 - 99",15,0.07
906,"Cabricán",23033,"100 - más",0,0
907,"Cajolá",14948,"0 - 4",2113,14.14
907,"Cajolá",14948,"5 - 9",2249,15.05
907,"Cajolá",14948,"10 - 14",1915,12.81
907,"Cajolá",14948,"15 - 19",1719,11.5
907,"Cajolá",14948,"20 - 24",1255,8.4
907,"Cajolá",14948,"25 - 29",952,6.37
907,"Cajolá",14948,"30 - 34",767,5.13
907,"Cajolá",14948,"35 - 39",754,5.04
907,"Cajolá",14948,"40 - 44",599,4.01
907,"Cajolá",14948,"45 - 49",581,3.89
907,"Cajolá",14948,"50 - 54",458,3.06
907,"Cajolá",14948,"55 - 59",436,2.92
907,"Cajolá",14948,"60 - 64",376,2.52
907,"Cajolá",14948,"65 - 69",250,1.67
907,"Cajolá",14948,"70 - 74",216,1.45
907,"Cajolá",14948,"75 - 79",142,0.95
907,"Cajolá",14948,"80 - 84",90,0.6
907,"Cajolá",14948,"85 - 89",55,0.37
907,"Cajolá",14948,"90 - 94",17,0.11
907,"Cajolá",14948,"95 - 99",4,0.03
907,"Cajolá",14948,"100 - más",0,0
908,"San Miguel Siguilá",7889,"0 - 4",1040,13.18
908,"San Miguel Siguilá",7889,"5 - 9",1100,13.94
908,"San Miguel Siguilá",7889,"10 - 14",1033,13.09
908,"San Miguel Siguilá",7889,"15 - 19",1012,12.83
908,"San Miguel Siguilá",7889,"20 - 24",746,9.46
908,"San Miguel Siguilá",7889,"25 - 29",524,6.64
908,"San Miguel Siguilá",7889,"30 - 34",447,5.67
908,"San Miguel Siguilá",7889,"35 - 39",403,5.11
908,"San Miguel Siguilá",7889,"40 - 44",344,4.36
908,"San Miguel Siguilá",7889,"45 - 49",302,3.83
908,"San Miguel Siguilá",7889,"50 - 54",231,2.93
908,"San Miguel Siguilá",7889,"55 - 59",191,2.42
908,"San Miguel Siguilá",7889,"60 - 64",145,1.84
908,"San Miguel Siguilá",7889,"65 - 69",117,1.48
908,"San Miguel Siguilá",7889,"70 - 74",104,1.32
908,"San Miguel Siguilá",7889,"75 - 79",58,0.74
908,"San Miguel Siguilá",7889,"80 - 84",55,0.7
908,"San Miguel Siguilá",7889,"85 - 89",29,0.37
908,"San Miguel Siguilá",7889,"90 - 94",8,0.1
908,"San Miguel Siguilá",7889,"95 - 99",0,0
908,"San Miguel Siguilá",7889,"100 - más",0,0
909,"San Juan Ostuncalco",51828,"0 - 4",6401,12.35
909,"San Juan Ostuncalco",51828,"5 - 9",6230,12.02
909,"San Juan Ostuncalco",51828,"10 - 14",5518,10.65
909,"San Juan Ostuncalco",51828,"15 - 19",6098,11.77
909,"San Juan Ostuncalco",51828,"20 - 24",5533,10.68
909,"San Juan Ostuncalco",51828,"25 - 29",4064,7.84
909,"San Juan Ostuncalco",51828,"30 - 34",3166,6.11
909,"San Juan Ostuncalco",51828,"35 - 39",2884,5.56
909,"San Juan Ostuncalco",51828,"40 - 44",2368,4.57
909,"San Juan Ostuncalco",51828,"45 - 49",2007,3.87
909,"San Juan Ostuncalco",51828,"50 - 54",1907,3.68
909,"San Juan Ostuncalco",51828,"55 - 59",1560,3.01
909,"San Juan Ostuncalco",51828,"60 - 64",1241,2.39
909,"San Juan Ostuncalco",51828,"65 - 69",1059,2.04
909,"San Juan Ostuncalco",51828,"70 - 74",676,1.3
909,"San Juan Ostuncalco",51828,"75 - 79",490,0.95
909,"San Juan Ostuncalco",51828,"80 - 84",323,0.62
909,"San Juan Ostuncalco",51828,"85 - 89",200,0.39
909,"San Juan Ostuncalco",51828,"90 - 94",77,0.15
909,"San Juan Ostuncalco",51828,"95 - 99",25,0.05
909,"San Juan Ostuncalco",51828,"100 - más",1,0
910,"San Mateo",7895,"0 - 4",814,10.31
910,"San Mateo",7895,"5 - 9",777,9.84
910,"San Mateo",7895,"10 - 14",817,10.35
910,"San Mateo",7895,"15 - 19",929,11.77
910,"San Mateo",7895,"20 - 24",822,10.41
910,"San Mateo",7895,"25 - 29",813,10.3
910,"San Mateo",7895,"30 - 34",618,7.83
910,"San Mateo",7895,"35 - 39",513,6.5
910,"San Mateo",7895,"40 - 44",334,4.23
910,"San Mateo",7895,"45 - 49",327,4.14
910,"San Mateo",7895,"50 - 54",314,3.98
910,"San Mateo",7895,"55 - 59",246,3.12
910,"San Mateo",7895,"60 - 64",174,2.2
910,"San Mateo",7895,"65 - 69",146,1.85
910,"San Mateo",7895,"70 - 74",93,1.18
910,"San Mateo",7895,"75 - 79",72,0.91
910,"San Mateo",7895,"80 - 84",41,0.52
910,"San Mateo",7895,"85 - 89",25,0.32
910,"San Mateo",7895,"90 - 94",16,0.2
910,"San Mateo",7895,"95 - 99",4,0.05
910,"San Mateo",7895,"100 - más",0,0
911,"Concepción Chiquirichapa",17342,"0 - 4",1997,11.52
911,"Concepción Chiquirichapa",17342,"5 - 9",2190,12.63
911,"Concepción Chiquirichapa",17342,"10 - 14",1670,9.63
911,"Concepción Chiquirichapa",17342,"15 - 19",1675,9.66
911,"Concepción Chiquirichapa",17342,"20 - 24",1761,10.15
911,"Concepción Chiquirichapa",17342,"25 - 29",1377,7.94
911,"Concepción Chiquirichapa",17342,"30 - 34",1029,5.93
911,"Concepción Chiquirichapa",17342,"35 - 39",923,5.32
911,"Concepción Chiquirichapa",17342,"40 - 44",876,5.05
911,"Concepción Chiquirichapa",17342,"45 - 49",920,5.31
911,"Concepción Chiquirichapa",17342,"50 - 54",731,4.22
911,"Concepción Chiquirichapa",17342,"55 - 59",594,3.43
911,"Concepción Chiquirichapa",17342,"60 - 64",459,2.65
911,"Concepción Chiquirichapa",17342,"65 - 69",371,2.14
911,"Concepción Chiquirichapa",17342,"70 - 74",257,1.48
911,"Concepción Chiquirichapa",17342,"75 - 79",223,1.29
911,"Concepción Chiquirichapa",17342,"80 - 84",143,0.82
911,"Concepción Chiquirichapa",17342,"85 - 89",97,0.56
911,"Concepción Chiquirichapa",17342,"90 - 94",35,0.2
911,"Concepción Chiquirichapa",17342,"95 - 99",11,0.06
911,"Concepción Chiquirichapa",17342,"100 - más",3,0.02
912,"San Martín Sacatepéquez",29373,"0 - 4",3772,12.84
912,"San Martín Sacatepéquez",29373,"5 - 9",3828,13.03
912,"San Martín Sacatepéquez",29373,"10 - 14",3260,11.1
912,"San Martín Sacatepéquez",29373,"15 - 19",3388,11.53
912,"San Martín Sacatepéquez",29373,"20 - 24",3048,10.38
912,"San Martín Sacatepéquez",29373,"25 - 29",2430,8.27
912,"San Martín Sacatepéquez",29373,"30 - 34",1900,6.47
912,"San Martín Sacatepéquez",29373,"35 - 39",1658,5.64
912,"San Martín Sacatepéquez",29373,"40 - 44",1259,4.29
912,"San Martín Sacatepéquez",29373,"45 - 49",1020,3.47
912,"San Martín Sacatepéquez",29373,"50 - 54",885,3.01
912,"San Martín Sacatepéquez",29373,"55 - 59",834,2.84
912,"San Martín Sacatepéquez",29373,"60 - 64",745,2.54
912,"San Martín Sacatepéquez",29373,"65 - 69",524,1.78
912,"San Martín Sacatepéquez",29373,"70 - 74",335,1.14
912,"San Martín Sacatepéquez",29373,"75 - 79",216,0.74
912,"San Martín Sacatepéquez",29373,"80 - 84",147,0.5
912,"San Martín Sacatepéquez",29373,"85 - 89",81,0.28
912,"San Martín Sacatepéquez",29373,"90 - 94",26,0.09
912,"San Martín Sacatepéquez",29373,"95 - 99",14,0.05
912,"San Martín Sacatepéquez",29373,"100 - más",3,0.01
913,"Almolonga",15724,"0 - 4",1230,7.82
913,"Almolonga",15724,"5 - 9",1386,8.81
913,"Almolonga",15724,"10 - 14",1157,7.36
913,"Almolonga",15724,"15 - 19",1482,9.43
913,"Almolonga",15724,"20 - 24",1444,9.18
913,"Almolonga",15724,"25 - 29",1559,9.91
913,"Almolonga",15724,"30 - 34",1269,8.07
913,"Almolonga",15724,"35 - 39",1147,7.29
913,"Almolonga",15724,"40 - 44",986,6.27
913,"Almolonga",15724,"45 - 49",909,5.78
913,"Almolonga",15724,"50 - 54",962,6.12
913,"Almolonga",15724,"55 - 59",637,4.05
913,"Almolonga",15724,"60 - 64",501,3.19
913,"Almolonga",15724,"65 - 69",390,2.48
913,"Almolonga",15724,"70 - 74",290,1.84
913,"Almolonga",15724,"75 - 79",167,1.06
913,"Almolonga",15724,"80 - 84",118,0.75
913,"Almolonga",15724,"85 - 89",66,0.42
913,"Almolonga",15724,"90 - 94",22,0.14
913,"Almolonga",15724,"95 - 99",2,0.01
913,"Almolonga",15724,"100 - más",0,0
914,"Cantel",42142,"0 - 4",4141,9.83
914,"Cantel",42142,"5 - 9",3941,9.35
914,"Cantel",42142,"10 - 14",4018,9.53
914,"Cantel",42142,"15 - 19",4885,11.59
914,"Cantel",42142,"20 - 24",4710,11.18
914,"Cantel",42142,"25 - 29",4013,9.52
914,"Cantel",42142,"30 - 34",3168,7.52
914,"Cantel",42142,"35 - 39",2963,7.03
914,"Cantel",42142,"40 - 44",2304,5.47
914,"Cantel",42142,"45 - 49",1944,4.61
914,"Cantel",42142,"50 - 54",1570,3.73
914,"Cantel",42142,"55 - 59",1258,2.99
914,"Cantel",42142,"60 - 64",1036,2.46
914,"Cantel",42142,"65 - 69",832,1.97
914,"Cantel",42142,"70 - 74",508,1.21
914,"Cantel",42142,"75 - 79",378,0.9
914,"Cantel",42142,"80 - 84",235,0.56
914,"Cantel",42142,"85 - 89",165,0.39
914,"Cantel",42142,"90 - 94",59,0.14
914,"Cantel",42142,"95 - 99",13,0.03
914,"Cantel",42142,"100 - más",1,0
915,"Huitán",13450,"0 - 4",1885,14.01
915,"Huitán",13450,"5 - 9",1922,14.29
915,"Huitán",13450,"10 - 14",1668,12.4
915,"Huitán",13450,"15 - 19",1575,11.71
915,"Huitán",13450,"20 - 24",1289,9.58
915,"Huitán",13450,"25 - 29",924,6.87
915,"Huitán",13450,"30 - 34",721,5.36
915,"Huitán",13450,"35 - 39",680,5.06
915,"Huitán",13450,"40 - 44",595,4.42
915,"Huitán",13450,"45 - 49",501,3.72
915,"Huitán",13450,"50 - 54",407,3.03
915,"Huitán",13450,"55 - 59",314,2.33
915,"Huitán",13450,"60 - 64",258,1.92
915,"Huitán",13450,"65 - 69",224,1.67
915,"Huitán",13450,"70 - 74",213,1.58
915,"Huitán",13450,"75 - 79",129,0.96
915,"Huitán",13450,"80 - 84",75,0.56
915,"Huitán",13450,"85 - 89",45,0.33
915,"Huitán",13450,"90 - 94",19,0.14
915,"Huitán",13450,"95 - 99",5,0.04
915,"Huitán",13450,"100 - más",1,0.01
916,"Zunil",14118,"0 - 4",1244,8.81
916,"Zunil",14118,"5 - 9",1255,8.89
916,"Zunil",14118,"10 - 14",1201,8.51
916,"Zunil",14118,"15 - 19",1500,10.62
916,"Zunil",14118,"20 - 24",1564,11.08
916,"Zunil",14118,"25 - 29",1402,9.93
916,"Zunil",14118,"30 - 34",1138,8.06
916,"Zunil",14118,"35 - 39",1009,7.15
916,"Zunil",14118,"40 - 44",767,5.43
916,"Zunil",14118,"45 - 49",751,5.32
916,"Zunil",14118,"50 - 54",638,4.52
916,"Zunil",14118,"55 - 59",453,3.21
916,"Zunil",14118,"60 - 64",424,3
916,"Zunil",14118,"65 - 69",276,1.95
916,"Zunil",14118,"70 - 74",193,1.37
916,"Zunil",14118,"75 - 79",136,0.96
916,"Zunil",14118,"80 - 84",85,0.6
916,"Zunil",14118,"85 - 89",55,0.39
916,"Zunil",14118,"90 - 94",20,0.14
916,"Zunil",14118,"95 - 99",6,0.04
916,"Zunil",14118,"100 - más",1,0.01
917,"Colomba Costa Cuca",47544,"0 - 4",5304,11.16
917,"Colomba Costa Cuca",47544,"5 - 9",5483,11.53
917,"Colomba Costa Cuca",47544,"10 - 14",5408,11.37
917,"Colomba Costa Cuca",47544,"15 - 19",5674,11.93
917,"Colomba Costa Cuca",47544,"20 - 24",4529,9.53
917,"Colomba Costa Cuca",47544,"25 - 29",3730,7.85
917,"Colomba Costa Cuca",47544,"30 - 34",3181,6.69
917,"Colomba Costa Cuca",47544,"35 - 39",2763,5.81
917,"Colomba Costa Cuca",47544,"40 - 44",2141,4.5
917,"Colomba Costa Cuca",47544,"45 - 49",1850,3.89
917,"Colomba Costa Cuca",47544,"50 - 54",1691,3.56
917,"Colomba Costa Cuca",47544,"55 - 59",1479,3.11
917,"Colomba Costa Cuca",47544,"60 - 64",1259,2.65
917,"Colomba Costa Cuca",47544,"65 - 69",1032,2.17
917,"Colomba Costa Cuca",47544,"70 - 74",743,1.56
917,"Colomba Costa Cuca",47544,"75 - 79",555,1.17
917,"Colomba Costa Cuca",47544,"80 - 84",380,0.8
917,"Colomba Costa Cuca",47544,"85 - 89",249,0.52
917,"Colomba Costa Cuca",47544,"90 - 94",72,0.15
917,"Colomba Costa Cuca",47544,"95 - 99",17,0.04
917,"Colomba Costa Cuca",47544,"100 - más",4,0.01
918,"San Francisco la Unión",7939,"0 - 4",849,10.69
918,"San Francisco la Unión",7939,"5 - 9",842,10.61
918,"San Francisco la Unión",7939,"10 - 14",962,12.12
918,"San Francisco la Unión",7939,"15 - 19",972,12.24
918,"San Francisco la Unión",7939,"20 - 24",823,10.37
918,"San Francisco la Unión",7939,"25 - 29",621,7.82
918,"San Francisco la Unión",7939,"30 - 34",424,5.34
918,"San Francisco la Unión",7939,"35 - 39",381,4.8
918,"San Francisco la Unión",7939,"40 - 44",336,4.23
918,"San Francisco la Unión",7939,"45 - 49",322,4.06
918,"San Francisco la Unión",7939,"50 - 54",349,4.4
918,"San Francisco la Unión",7939,"55 - 59",283,3.56
918,"San Francisco la Unión",7939,"60 - 64",214,2.7
918,"San Francisco la Unión",7939,"65 - 69",189,2.38
918,"San Francisco la Unión",7939,"70 - 74",133,1.68
918,"San Francisco la Unión",7939,"75 - 79",97,1.22
918,"San Francisco la Unión",7939,"80 - 84",74,0.93
918,"San Francisco la Unión",7939,"85 - 89",47,0.59
918,"San Francisco la Unión",7939,"90 - 94",19,0.24
918,"San Francisco la Unión",7939,"95 - 99",2,0.03
918,"San Francisco la Unión",7939,"100 - más",0,0
919,"El Palmar",29132,"0 - 4",3414,11.72
919,"El Palmar",29132,"5 - 9",3305,11.34
919,"El Palmar",29132,"10 - 14",3395,11.65
919,"El Palmar",29132,"15 - 19",3549,12.18
919,"El Palmar",29132,"20 - 24",3066,10.52
919,"El Palmar",29132,"25 - 29",2283,7.84
919,"El Palmar",29132,"30 - 34",1762,6.05
919,"El Palmar",29132,"35 - 39",1699,5.83
919,"El Palmar",29132,"40 - 44",1315,4.51
919,"El Palmar",29132,"45 - 49",1113,3.82
919,"El Palmar",29132,"50 - 54",991,3.4
919,"El Palmar",29132,"55 - 59",806,2.77
919,"El Palmar",29132,"60 - 64",705,2.42
919,"El Palmar",29132,"65 - 69",601,2.06
919,"El Palmar",29132,"70 - 74",415,1.42
919,"El Palmar",29132,"75 - 79",324,1.11
919,"El Palmar",29132,"80 - 84",198,0.68
919,"El Palmar",29132,"85 - 89",127,0.44
919,"El Palmar",29132,"90 - 94",46,0.16
919,"El Palmar",29132,"95 - 99",12,0.04
919,"El Palmar",29132,"100 - más",6,0.02
920,"Coatepeque",105415,"0 - 4",10953,10.39
920,"Coatepeque",105415,"5 - 9",11159,10.59
920,"Coatepeque",105415,"10 - 14",10845,10.29
920,"Coatepeque",105415,"15 - 19",12093,11.47
920,"Coatepeque",105415,"20 - 24",10503,9.96
920,"Coatepeque",105415,"25 - 29",9133,8.66
920,"Coatepeque",105415,"30 - 34",7306,6.93
920,"Coatepeque",105415,"35 - 39",6651,6.31
920,"Coatepeque",105415,"40 - 44",5200,4.93
920,"Coatepeque",105415,"45 - 49",4535,4.3
920,"Coatepeque",105415,"50 - 54",4040,3.83
920,"Coatepeque",105415,"55 - 59",3543,3.36
920,"Coatepeque",105415,"60 - 64",2754,2.61
920,"Coatepeque",105415,"65 - 69",2322,2.2
920,"Coatepeque",105415,"70 - 74",1593,1.51
920,"Coatepeque",105415,"75 - 79",1188,1.13
920,"Coatepeque",105415,"80 - 84",828,0.79
920,"Coatepeque",105415,"85 - 89",537,0.51
920,"Coatepeque",105415,"90 - 94",160,0.15
920,"Coatepeque",105415,"95 - 99",64,0.06
920,"Coatepeque",105415,"100 - más",8,0.01
921,"Génova",37497,"0 - 4",4545,12.12
921,"Génova",37497,"5 - 9",4536,12.1
921,"Génova",37497,"10 - 14",4446,11.86
921,"Génova",37497,"15 - 19",4635,12.36
921,"Génova",37497,"20 - 24",3661,9.76
921,"Génova",37497,"25 - 29",2798,7.46
921,"Génova",37497,"30 - 34",2158,5.76
921,"Génova",37497,"35 - 39",1982,5.29
921,"Génova",37497,"40 - 44",1608,4.29
921,"Génova",37497,"45 - 49",1385,3.69
921,"Génova",37497,"50 - 54",1235,3.29
921,"Génova",37497,"55 - 59",1134,3.02
921,"Génova",37497,"60 - 64",969,2.58
921,"Génova",37497,"65 - 69",845,2.25
921,"Génova",37497,"70 - 74",616,1.64
921,"Génova",37497,"75 - 79",459,1.22
921,"Génova",37497,"80 - 84",261,0.7
921,"Génova",37497,"85 - 89",150,0.4
921,"Génova",37497,"90 - 94",51,0.14
921,"Génova",37497,"95 - 99",19,0.05
921,"Génova",37497,"100 - más",4,0.01
922,"Flores Costa Cuca",21630,"0 - 4",2269,10.49
922,"Flores Costa Cuca",21630,"5 - 9",2444,11.3
922,"Flores Costa Cuca",21630,"10 - 14",2451,11.33
922,"Flores Costa Cuca",21630,"15 - 19",2503,11.57
922,"Flores Costa Cuca",21630,"20 - 24",2158,9.98
922,"Flores Costa Cuca",21630,"25 - 29",1663,7.69
922,"Flores Costa Cuca",21630,"30 - 34",1397,6.46
922,"Flores Costa Cuca",21630,"35 - 39",1326,6.13
922,"Flores Costa Cuca",21630,"40 - 44",1043,4.82
922,"Flores Costa Cuca",21630,"45 - 49",829,3.83
922,"Flores Costa Cuca",21630,"50 - 54",767,3.55
922,"Flores Costa Cuca",21630,"55 - 59",660,3.05
922,"Flores Costa Cuca",21630,"60 - 64",603,2.79
922,"Flores Costa Cuca",21630,"65 - 69",496,2.29
922,"Flores Costa Cuca",21630,"70 - 74",404,1.87
922,"Flores Costa Cuca",21630,"75 - 79",248,1.15
922,"Flores Costa Cuca",21630,"80 - 84",182,0.84
922,"Flores Costa Cuca",21630,"85 - 89",113,0.52
922,"Flores Costa Cuca",21630,"90 - 94",55,0.25
922,"Flores Costa Cuca",21630,"95 - 99",16,0.07
922,"Flores Costa Cuca",21630,"100 - más",3,0.01
923,"La Esperanza",22166,"0 - 4",2127,9.6
923,"La Esperanza",22166,"5 - 9",2131,9.61
923,"La Esperanza",22166,"10 - 14",2084,9.4
923,"La Esperanza",22166,"15 - 19",2420,10.92
923,"La Esperanza",22166,"20 - 24",2414,10.89
923,"La Esperanza",22166,"25 - 29",2104,9.49
923,"La Esperanza",22166,"30 - 34",1676,7.56
923,"La Esperanza",22166,"35 - 39",1547,6.98
923,"La Esperanza",22166,"40 - 44",1225,5.53
923,"La Esperanza",22166,"45 - 49",1093,4.93
923,"La Esperanza",22166,"50 - 54",909,4.1
923,"La Esperanza",22166,"55 - 59",718,3.24
923,"La Esperanza",22166,"60 - 64",595,2.68
923,"La Esperanza",22166,"65 - 69",415,1.87
923,"La Esperanza",22166,"70 - 74",246,1.11
923,"La Esperanza",22166,"75 - 79",209,0.94
923,"La Esperanza",22166,"80 - 84",130,0.59
923,"La Esperanza",22166,"85 - 89",90,0.41
923,"La Esperanza",22166,"90 - 94",28,0.13
923,"La Esperanza",22166,"95 - 99",4,0.02
923,"La Esperanza",22166,"100 - más",1,0
924,"Palestina de los Altos",16205,"0 - 4",2152,13.28
